Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Caris LeVert,28.2,CLE,Wing,167,15,+7.8,38,+0.8,98,-7.3%,33,+7.8,77,-1.2,35,+4.8%,26,+18.5,23,+2.0,78,-3.8%,35,+11.1
Kevon Looney,26.7,GSW,Big,324,93,-12.7,88,-4.1,22,+2.3%,75,-20.1,46,-0.1,17,+11.1%,55,-10.6,98,-4.5,33,+3.3%,87,-32.9
Brook Lopez,34.6,MIL,Big,181,18,+7.4,18,+2.4,2,+7.3%,51,-1.9,15,+1.9,4,+24.2%,64,-16.7,41,+0.6,5,+12.3%,56,-4.0
Kevin Love,34.1,MIA,Big,372,38,+1.9,66,-1.7,47,+0.5%,69,-13.9,85,-1.9,63,-3.2%,93,-65.5,42,+0.5,67,-1.8%,41,+7.9
Kyle Lowry,36.6,MIA,Point,633,21,+6.8,23,+2.2,32,+1.6%,22,+16.0,28,+0.9,43,+2.5%,38,+11.0,35,+1.0,29,+3.8%,34,+12.7
Trey Lyles,27.0,SAC,Big,117,66,-3.8,49,-0.1,69,-1.8%,56,-5.8,94,-3.1,68,-4.1%,97,-80.0,19,+2.2,76,-3.6%,15,+30.0
Khris Middleton,31.2,MIL,Forward,173,99,-21.6,90,-4.2,16,+2.9%,68,-11.4,58,-0.6,33,+5.6%,67,-18.8,87,-3.6,15,+6.8%,66,-14.5
Dejounte Murray,26.1,ATL,Combo,226,30,+4.2,43,+0.2,41,+0.9%,64,-9.5,73,-1.2,25,+7.7%,83,-45.0,34,+1.1,40,+2.2%,52,0.0
Jamal Murray,25.7,DEN,Combo,791,68,-4.4,27,+1.8,68,-1.1%,31,+10.0,14,+2.0,22,+8.3%,16,+42.1,43,+0.5,58,-0.7%,48,+2.0
Georges Niang,29.4,PHI,Forward,153,67,-3.8,58,-0.8,87,-3.9%,43,+2.5,80,-1.5,66,-3.8%,81,-41.7,33,+1.3,87,-7.4%,23,+21.9
Chris Paul,37.5,PHX,Point,250,91,-12.1,83,-3.5,13,+3.9%,87,-27.3,53,-0.3,52,-0.8%,51,-7.7,74,-2.2,2,+13.7%,83,-28.8
Cameron Payne,28.2,PHX,Point,146,32,+3.4,47,-0.1,80,-2.6%,48,-0.1,24,+1.2,7,+21.0%,27,+18.4,68,-1.5,95,-11.2%,68,-15.6
Bobby Portis,27.7,MIL,Big,105,35,+2.4,14,+3.0,84,-3.1%,27,+12.9,50,-0.2,79,-8.1%,46,+1.1,9,+3.2,62,-1.1%,19,+23.5
Norman Powell,29.4,LAC,Wing,167,93,-12.6,54,-0.4,75,-2.2%,55,-5.3,89,-2.3,34,+5.0%,83,-42.1,26,+1.8,84,-7.0%,50,+1.1
Taurean Prince,28.6,MIN,Forward,162,55,-0.7,28,+1.7,9,+4.5%,43,+2.4,11,+2.3,1,+31.5%,15,+44.4,56,-0.5,68,-2.0%,62,-10.6
Julius Randle,27.9,NYK,Forward,329,33,+3.4,29,+1.7,23,+2.2%,29,+11.6,1,+4.3,31,+6.2%,3,+96.2,76,-2.4,38,+2.5%,90,-38.5
D'Angelo Russell,26.7,LAL,Point,496,19,+6.9,21,+2.3,8,+4.9%,36,+7.1,16,+1.6,30,+6.7%,21,+27.2,37,+0.8,8,+9.9%,51,+0.2
Domantas Sabonis,26.5,SAC,Big,242,26,+5.7,53,-0.3,46,+0.5%,34,+7.6,9,+2.5,53,-1.3%,7,+63.4,79,-2.5,59,-0.7%,82,-27.3
Dennis Schroder,29.1,LAL,Point,447,86,-9.8,76,-2.7,90,-4.6%,66,-10.3,38,+0.2,69,-4.2%,28,+17.4,83,-2.7,86,-7.3%,75,-20.7
Marcus Smart,28.7,BOS,Point,668,61,-3.1,45,+0.0,73,-2.0%,33,+9.1,42,+0.1,57,-1.8%,48,-2.6,51,-0.0,83,-6.5%,32,+14.9
Klay Thompson,32.7,GSW,Wing,467,62,-3.2,85,-3.6,29,+2.0%,83,-24.7,37,+0.3,44,+2.3%,57,-11.5,90,-3.8,65,-1.7%,85,-31.5
Karl-Anthony Towns,27.0,MIN,Big,249,58,-1.9,42,+0.2,55,-0.0%,46,+0.9,81,-1.6,86,-10.3%,80,-40.9,27,+1.8,30,+3.8%,27,+19.3
PJ Tucker,37.5,PHI,Big,292,8,+10.3,36,+0.9,33,+1.4%,45,+0.9,23,+1.2,20,+9.0%,13,+46.3,55,-0.5,32,+3.5%,63,-13.1
Russell Westbrook,34.0,LAC,Point,192,20,+6.9,2,+6.3,36,+1.2%,0,+57.5,45,-0.0,76,-6.1%,22,+25.0,1,+6.5,18,+6.4%,0,+87.3
Andrew Wiggins,27.7,GSW,Forward,441,84,-8.7,53,-0.3,15,+3.1%,41,+3.3,44,+0.1,45,+2.0%,24,+20.5,57,-0.8,11,+9.2%,61,-8.8
Cody Zeller,30.1,MIA,Big,163,42,+1.3,81,-3.2,43,+0.7%,84,-27.0,68,-0.9,82,-9.0%,75,-30.7,73,-2.2,20,+6.1%,80,-24.2
Ivica Zubac,25.6,LAC,Big,129,13,+8.6,34,+1.2,8,+5.4%,35,+7.1,13,+2.1,29,+7.1%,39,+9.7,57,-0.8,44,+1.4%,48,+2.5
Gary Payton II,29.9,GSW,Wing,170,4,+16.0,19,+2.4,91,-4.8%,25,+14.1,62,-0.7,73,-5.2%,52,-7.7,5,+3.9,88,-7.6%,13,+33.0
Torrey Craig,31.9,PHX,Forward,177,69,-5.2,31,+1.6,38,+1.1%,26,+14.0,28,+0.9,50,-0.7%,36,+13.1,31,+1.3,36,+2.7%,18,+25.0
Josh Hart,27.7,NYK,Wing,352,8,+10.5,30,+1.6,54,-0.0%,18,+18.5,74,-1.2,21,+8.5%,70,-25.4,13,+2.6,74,-2.8%,6,+41.3
Bam Adebayo,25.3,MIA,Big,925,78,-7.3,33,+1.4,48,+0.4%,32,+9.8,52,-0.3,27,+7.7%,48,-4.1,29,+1.5,54,-0.4%,29,+16.0
John Collins,25.1,ATL,Big,186,98,-19.9,13,+3.0,40,+0.9%,30,+10.2,20,+1.5,75,-5.7%,33,+14.3,30,+1.4,45,+1.4%,49,+1.3
Dillon Brooks,26.8,MEM,Wing,167,44,+1.0,91,-4.2,51,+0.3%,77,-20.6,84,-1.8,60,-2.7%,78,-33.8,78,-2.4,41,+2.1%,70,-18.1
Jayson Tatum,24.7,BOS,Forward,797,78,-7.2,24,+2.0,72,-1.9%,7,+32.1,7,+3.1,53,-1.0%,8,+62.8,66,-1.2,77,-3.8%,38,+9.3
Malik Monk,24.7,SAC,Wing,205,83,-8.2,88,-4.0,60,-0.3%,92,-33.0,98,-5.2,96,-15.7%,98,-103.6,24,+2.0,35,+2.7%,24,+21.6
Bogdan Bogdanovic,30.2,ATL,Wing,182,72,-6.1,89,-4.2,99,-8.7%,80,-21.7,76,-1.2,91,-11.7%,65,-16.7,86,-3.0,98,-19.5%,69,-17.5
De'Aaron Fox,24.9,SAC,Point,269,5,+13.9,32,+1.4,96,-5.9%,6,+34.6,18,+1.5,83,-9.4%,10,+52.3,49,+0.1,94,-10.7%,8,+36.7
Derrick White,28.3,BOS,Combo,590,23,+6.4,48,-0.1,59,-0.2%,49,-0.5,31,+0.7,23,+8.2%,34,+14.2,63,-1.0,55,-0.5%,65,-14.0
Jarrett Allen,24.5,CLE,Big,190,1,+20.2,3,+5.0,56,-0.1%,8,+30.6,18,+1.6,51,-0.8%,17,+37.9,8,+3.4,31,+3.6%,11,+34.3
Luke Kennard,26.4,MEM,Combo,106,75,-7.0,35,+1.0,88,-3.9%,24,+14.4,17,+1.6,32,+6.0%,13,+45.6,48,+0.1,68,-2.1%,43,+7.4
Donovan Mitchell,26.1,CLE,Combo,206,14,+8.2,0,+14.4,100,-11.1%,1,+56.9,66,-0.8,9,+16.9%,54,-8.6,0,+15.3,99,-20.4%,1,+84.8
Royce O'Neale,29.4,BKN,Wing,118,50,+0.2,25,+1.9,93,-4.9%,10,+26.7,88,-2.3,99,-33.3%,49,-4.4,3,+4.2,93,-9.1%,3,+60.7
Kevin Huerter,24.2,SAC,Wing,184,98,-16.8,7,+4.5,20,+2.4%,3,+45.5,2,+3.8,13,+15.6%,1,+97.6,36,+0.9,13,+7.2%,28,+17.7
Trae Young,24.1,ATL,Point,266,87,-10.0,11,+3.5,0,+10.4%,4,+39.0,19,+1.5,11,+16.7%,0,+100.0,16,+2.4,1,+15.0%,22,+22.0
Robert Williams,25.0,BOS,Big,410,17,+7.4,39,+0.7,31,+1.6%,40,+3.6,32,+0.6,63,-3.3%,33,+14.2,43,+0.4,22,+5.9%,53,-0.2
Michael Porter,24.3,DEN,Wing,647,49,+0.2,64,-1.3,53,+0.3%,68,-12.5,57,-0.6,13,+14.3%,60,-14.0,63,-1.0,53,-0.1%,77,-22.2
Jaren Jackson,23.1,MEM,Big,220,77,-7.1,97,-5.1,4,+5.9%,96,-41.6,70,-1.0,88,-10.6%,84,-45.8,92,-4.0,4,+12.3%,91,-38.5
Donte DiVincenzo,25.7,GSW,Wing,207,43,+1.1,8,+4.2,63,-0.6%,13,+21.9,53,-0.3,78,-8.0%,57,-11.3,2,+4.9,53,-0.2%,4,+43.8
Josh Okogie,24.2,PHX,Forward,174,23,+6.2,78,-3.1,18,+2.5%,83,-24.6,87,-2.0,40,+3.0%,78,-35.6,58,-0.8,18,+6.3%,68,-17.1
Landry Shamet,25.6,PHX,Combo,177,28,+4.9,44,+0.2,74,-2.2%,53,-2.6,61,-0.7,59,-2.5%,62,-15.7,53,-0.1,82,-5.2%,59,-6.9
Deandre Ayton,24.3,PHX,Big,319,57,-1.2,40,+0.4,21,+2.4%,37,+5.3,82,-1.6,95,-14.5%,69,-23.1,12,+3.0,3,+13.3%,7,+38.9
Mikal Bridges,26.2,BKN,Wing,157,2,+19.6,50,-0.2,97,-7.1%,47,0.0,98,-4.1,90,-11.4%,73,-30.0,6,+3.8,100,-23.3%,26,+20.3
Lonnie Walker,23.9,LAL,Wing,154,22,+6.5,98,-5.6,73,-1.9%,93,-33.8,69,-1.0,84,-9.7%,59,-13.5,98,-4.7,60,-0.8%,92,-40.2
Grayson Allen,27.1,MIL,Wing,149,73,-6.4,63,-1.3,3,+6.2%,94,-34.2,22,+1.3,78,-6.8%,18,+37.5,81,-2.6,0,+17.6%,99,-72.2
Troy Brown,23.3,LAL,Forward,117,29,+4.8,4,+4.8,61,-0.5%,12,+25.3,4,+3.5,8,+18.0%,8,+60.7,32,+1.3,88,-7.6%,43,+5.1
Jalen Brunson,26.2,NYK,Point,442,7,+12.1,37,+0.8,64,-0.6%,18,+17.8,8,+2.9,49,-0.6%,11,+49.5,68,-1.5,27,+4.6%,42,+7.8
Isaiah Hartenstein,24.5,NYK,Big,213,36,+2.3,68,-1.9,57,-0.1%,88,-28.4,34,+0.4,47,+1.0%,63,-15.9,78,-2.5,73,-2.6%,93,-40.9
Jarred Vanderbilt,23.6,LAL,Big,269,46,+0.5,18,+2.6,3,+6.0%,28,+12.4,63,-0.8,19,+10.1%,73,-30.0,10,+3.2,9,+9.7%,16,+28.4
Bruce Brown,26.2,DEN,Wing,528,60,-2.7,73,-2.3,53,+0.2%,76,-20.2,71,-1.1,70,-4.3%,77,-32.6,67,-1.3,47,+1.2%,64,-13.9
Mitchell Robinson,24.6,NYK,Big,298,54,-0.4,33,+1.2,52,+0.3%,13,+22.4,54,-0.4,39,+3.0%,30,+15.9,28,+1.8,43,+1.6%,14,+30.2
De'Anthony Melton,24.4,PHI,Combo,269,82,-8.1,57,-0.8,93,-5.0%,60,-7.6,83,-1.7,98,-30.0%,88,-50.0,40,+0.7,89,-7.7%,47,+3.3
Duncan Robinson,28.5,MIA,Wing,391,41,+1.3,16,+2.8,83,-3.1%,9,+29.4,8,+2.5,41,+3.0%,6,+66.3,45,+0.4,91,-8.2%,39,+9.3
Haywood Highsmith,25.9,MIA,Big,144,31,+4.0,5,+4.8,78,-2.4%,2,+50.7,6,+3.2,26,+7.7%,14,+45.3,23,+2.1,97,-13.9%,3,+55.0
Ja Morant,23.2,MEM,Point,187,38,+1.5,73,-2.4,10,+4.3%,70,-15.6,79,-1.4,2,+29.3%,79,-39.4,70,-1.7,21,+6.0%,67,-14.8
RJ Barrett,22.4,NYK,Wing,375,27,+5.4,20,+2.3,26,+2.1%,16,+19.4,5,+3.3,48,-0.2%,9,+57.4,65,-1.1,26,+4.7%,73,-20.4
DeAndre Hunter,24.9,ATL,Forward,246,48,+0.3,6,+4.5,34,+1.4%,8,+30.8,36,+0.3,57,-2.2%,56,-11.1,7,+3.8,10,+9.6%,5,+43.7
Darius Garland,22.8,CLE,Point,188,63,-3.3,100,-7.2,18,+2.6%,98,-54.3,95,-3.1,38,+3.3%,89,-53.7,95,-4.1,28,+4.0%,96,-51.4
Rui Hachimura,24.7,LAL,Forward,408,59,-1.9,43,+0.2,88,-4.3%,44,+1.9,40,+0.1,88,-11.2%,25,+20.5,52,-0.0,83,-5.8%,58,-5.8
Cameron Johnson,26.7,BKN,Forward,151,73,-6.7,96,-5.0,6,+5.5%,100,-76.9,100,-5.5,11,+16.7%,100,-116.7,44,+0.4,14,+6.9%,2,+62.5
Nickeil Alexander-Walker,24.2,MIN,Wing,206,85,-8.9,99,-7.1,25,+2.1%,97,-48.7,96,-3.3,42,+2.9%,96,-77.8,91,-3.8,16,+6.8%,89,-36.0
Grant Williams,23.9,BOS,Big,237,6,+13.7,13,+3.1,79,-2.5%,23,+15.3,35,+0.4,83,-9.5%,28,+18.3,14,+2.6,71,-2.5%,31,+15.6
Jordan Poole,23.4,GSW,Combo,270,56,-0.8,57,-0.7,42,+0.8%,57,-6.1,51,-0.2,28,+7.7%,50,-5.6,53,-0.3,61,-0.8%,57,-4.3
Nicolas Claxton,23.5,BKN,Big,116,80,-7.6,82,-3.3,82,-3.0%,99,-54.7,12,+2.2,62,-3.2%,53,-8.0,99,-5.4,50,+0.4%,100,-89.1
Terance Mann,26.0,LAC,Combo,132,94,-13.2,78,-3.0,95,-5.9%,72,-15.9,56,-0.5,65,-3.6%,38,+10.7,83,-2.6,81,-5.0%,86,-32.5
Caleb Martin,27.1,MIA,Forward,737,63,-3.5,65,-1.4,81,-2.8%,65,-10.0,33,+0.6,74,-5.6%,23,+21.8,73,-2.1,69,-2.2%,81,-24.6
Max Strus,26.6,MIA,Wing,707,65,-3.6,69,-2.1,19,+2.4%,78,-20.8,86,-2.0,87,-10.3%,87,-49.3,54,-0.3,23,+5.8%,57,-4.9
Gabe Vincent,26.4,MIA,Combo,716,74,-6.7,75,-2.6,62,-0.5%,73,-17.2,63,-0.8,43,+2.7%,43,+5.8,69,-1.6,51,+0.4%,72,-19.0
Anthony Edwards,21.2,MIN,Wing,279,3,+16.2,8,+4.4,98,-7.3%,11,+25.5,38,+0.3,55,-1.5%,44,+4.2,4,+4.1,92,-9.0%,10,+34.4
Onyeka Okongwu,21.9,ATL,Big,150,18,+7.4,92,-4.3,94,-5.2%,73,-16.4,47,-0.1,93,-12.5%,37,+11.1,96,-4.1,90,-8.1%,79,-23.4
Obi Toppin,24.7,NYK,Big,167,64,-3.5,59,-0.9,68,-1.1%,58,-6.6,97,-3.5,54,-1.4%,98,-81.3,18,+2.3,66,-1.7%,12,+33.8
Saddiq Bey,23.6,ATL,Forward,166,0,+23.0,68,-1.8,50,+0.3%,48,-0.5,67,-0.9,61,-2.7%,47,+1.0,60,-0.9,39,+2.4%,46,+3.7
Tyrese Maxey,22.0,PHI,Combo,419,76,-7.1,95,-4.9,30,+1.7%,89,-30.0,25,+1.1,3,+27.1%,19,+34.5,100,-6.8,57,-0.7%,98,-55.1
Immanuel Quickley,23.4,NYK,Combo,171,97,-16.5,79,-3.1,83,-3.0%,88,-28.7,99,-5.3,93,-12.6%,99,-108.7,25,+1.9,79,-4.7%,21,+22.2
Desmond Bane,24.4,MEM,Wing,231,53,-0.3,94,-4.7,7,+5.5%,95,-38.9,57,-0.6,6,+23.0%,94,-69.2,93,-4.0,7,+11.8%,88,-33.8
Xavier Tillman,23.8,MEM,Big,183,92,-12.3,63,-1.3,92,-4.8%,63,-8.9,90,-2.3,67,-4.1%,76,-31.0,47,+0.2,96,-12.9%,55,-3.7
Paul Reed,23.4,PHI,Big,145,33,+2.5,9,+4.1,66,-0.8%,20,+16.7,43,+0.1,94,-12.9%,31,+14.9,11,+3.0,17,+6.7%,37,+10.5
Evan Mobley,21.4,CLE,Big,187,100,-30.8,98,-5.8,11,+4.3%,98,-51.2,83,-1.7,9,+16.9%,90,-55.7,94,-4.1,28,+4.0%,96,-51.4
Davion Mitchell,24.2,SAC,Combo,138,68,-4.3,55,-0.5,39,+0.9%,78,-20.9,92,-2.5,68,-4.1%,93,-63.8,18,+2.3,52,-0.0%,44,+4.5
Moses Moody,20.4,GSW,Wing,135,39,+1.5,46,-0.0,38,+1.1%,50,-0.8,93,-2.6,33,+5.9%,92,-59.7,21,+2.1,48,+0.7%,18,+25.3
Quentin Grimes,22.5,NYK,Wing,240,71,-5.6,70,-2.1,45,+0.5%,81,-22.0,33,+0.6,48,+0.5%,32,+14.3,80,-2.6,42,+2.1%,93,-45.5
Jock Landale,27.0,PHX,Big,106,79,-7.5,80,-3.2,89,-4.3%,82,-22.5,65,-0.8,36,+4.5%,68,-22.6,88,-3.6,98,-15.6%,95,-50.3
Austin Reaves,24.4,LAL,Wing,617,88,-10.7,71,-2.3,65,-0.7%,62,-8.6,91,-2.3,80,-8.6%,91,-57.0,50,+0.1,63,-1.1%,38,+9.8
Keegan Murray,22.2,SAC,Forward,191,43,+1.0,38,+0.7,23,+2.2%,42,+3.2,13,+2.1,0,+36.9%,12,+46.7,77,-2.4,72,-2.5%,83,-30.1
Christian Braun,21.5,DEN,Combo,243,37,+2.0,26,+1.9,58,-0.2%,21,+16.2,26,+1.1,97,-19.1%,23,+22.7,48,+0.2,46,+1.4%,36,+10.7
