Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Dante Exum,28.3,DAL,Wing,117,10,-10.6,42,-0.3,5,-4.1%,72,+15.6,2,-3.1,25,-7.1%,3,-75.4,86,+2.9,15,-6.7%,98,+78.3
Paul George,33.5,LAC,Forward,222,94,+14.9,100,+8.0,1,-9.3%,99,+67.3,83,+1.9,1,-26.7%,87,+54.1,99,+7.8,1,-19.3%,98,+89.5
Rudy Gobert,31.3,MIN,Big,510,92,+14.1,96,+5.5,75,+2.0%,96,+46.2,67,+1.0,53,+1.8%,62,+16.7,94,+4.2,72,+4.3%,95,+64.5
Aaron Gordon,28.1,DEN,Big,444,8,-11.2,64,+1.5,37,-0.7%,67,+13.0,72,+1.2,52,+0.9%,72,+28.3,50,+0.0,78,+5.1%,46,-3.5
Eric Gordon,34.9,PHX,Wing,116,98,+23.4,2,-6.6,11,-3.1%,6,-47.6,0,-3.7,20,-10.5%,5,-75.0,17,-2.5,59,+2.5%,24,-26.0
Tim Hardaway Jr.,31.6,DAL,Wing,161,9,-11.2,47,-0.1,31,-1.3%,52,+0.7,87,+2.1,15,-12.5%,90,+63.5,16,-2.7,39,-0.7%,15,-38.1
James Harden,34.2,LAC,Combo,241,20,-6.2,26,-1.8,0,-12.0%,54,+4.6,96,+4.7,12,-15.9%,93,+95.8,2,-7.0,2,-11.7%,7,-63.7
Gary Harris,29.1,ORL,Wing,158,15,-8.4,57,+0.6,73,+1.9%,67,+13.1,52,+0.2,54,+2.1%,72,+26.8,58,+0.5,69,+3.9%,63,+9.9
Tobias Harris,31.3,PHI,Forward,251,4,-13.1,11,-3.8,2,-5.7%,29,-12.4,3,-2.7,4,-22.1%,59,+9.1,26,-1.9,5,-9.1%,28,-20.3
Jrue Holiday,33.4,BOS,Combo,718,68,+5.2,37,-0.7,34,-0.8%,45,-3.7,41,-0.3,33,-5.4%,49,-1.6,38,-1.1,30,-3.0%,28,-20.9
Justin Holiday,34.6,DEN,Combo,146,43,-0.6,29,-1.6,41,-0.2%,25,-15.5,8,-2.5,7,-18.7%,2,-75.6,75,+1.2,28,-3.6%,66,+12.7
Al Horford,37.4,BOS,Big,574,72,+6.2,73,+2.1,13,-3.1%,87,+24.8,58,+0.4,21,-9.9%,60,+12.0,72,+1.1,19,-5.5%,72,+17.4
Brandon Ingram,26.2,NOP,Wing,207,2,-17.4,1,-8.4,67,+1.1%,1,-74.8,12,-2.0,93,+29.3%,11,-60.0,4,-5.8,22,-4.5%,5,-78.1
Kyrie Irving,31.6,DAL,Combo,879,99,+28.4,80,+2.4,68,+1.2%,89,+25.9,85,+2.0,32,-5.5%,82,+46.7,53,+0.2,86,+6.5%,67,+13.0
Reggie Jackson,33.5,DEN,Combo,111,21,-6.2,70,+2.0,45,-0.1%,56,+6.5,21,-1.3,34,-4.1%,20,-40.3,89,+3.4,16,-6.3%,89,+46.1
LeBron James,38.8,LAL,Forward,244,56,+3.0,84,+2.8,89,+3.9%,65,+12.1,91,+3.1,98,+39.7%,98,+150.0,46,-0.5,87,+6.7%,33,-15.9
Nikola Jokic,28.7,DEN,Big,481,97,+19.5,93,+3.4,50,+0.4%,95,+39.4,86,+2.0,51,+0.8%,91,+70.3,74,+1.1,65,+3.0%,77,+22.1
Derrick Jones Jr.,26.7,DAL,Forward,646,46,-0.0,49,-0.1,40,-0.2%,44,-4.3,69,+1.1,58,+3.5%,67,+23.2,41,-1.1,46,+0.4%,31,-17.1
Caris LeVert,29.2,CLE,Wing,257,25,-5.0,44,-0.3,64,+1.0%,47,-3.1,48,-0.0,19,-11.2%,48,-2.1,46,-0.4,79,+5.3%,50,-2.6
Damian Lillard,33.3,MIL,Point,155,13,-9.0,43,-0.3,63,+1.0%,50,-0.8,20,-1.3,30,-5.6%,2,-80.0,68,+1.0,92,+8.2%,67,+13.4
Brook Lopez,35.6,MIL,Big,199,42,-0.7,24,-2.1,20,-2.2%,11,-33.3,57,+0.3,91,+21.6%,76,+33.3,18,-2.5,11,-7.6%,14,-39.4
Kyle Lowry,37.6,PHI,Combo,204,82,+8.6,21,-2.4,91,+4.4%,18,-23.9,76,+1.4,74,+9.4%,28,-24.8,12,-3.2,64,+3.0%,22,-28.4
CJ McCollum,32.1,NOP,Combo,212,23,-5.4,7,-5.4,24,-1.8%,10,-33.5,97,+5.1,0,-27.1%,93,+93.8,1,-9.9,50,+1.3%,2,-104.4
TJ McConnell,31.6,IND,Point,339,18,-6.7,87,+2.9,74,+2.0%,74,+17.4,89,+2.3,85,+15.9%,76,+34.5,51,+0.2,56,+2.2%,54,+3.6
Khris Middleton,32.2,MIL,Wing,229,89,+13.0,12,-3.6,51,+0.5%,3,-52.1,32,-0.6,11,-16.7%,15,-50.0,13,-3.0,76,+4.9%,9,-57.9
Marcus Morris,34.2,CLE,Big,119,39,-1.1,6,-5.4,4,-4.1%,2,-56.8,11,-2.1,63,+4.7%,4,-75.2,11,-3.3,7,-8.3%,11,-48.5
Jamal Murray,26.7,DEN,Point,461,55,+3.0,15,-3.1,28,-1.5%,28,-12.8,63,+0.7,62,+4.2%,72,+28.3,8,-4.0,63,+2.9%,13,-46.1
Larry Nance Jr.,30.8,NOP,Big,132,80,+8.6,98,+7.0,93,+4.6%,98,+59.4,43,-0.2,73,+9.1%,50,0.0,100,+8.1,75,+4.6%,99,+100.4
Georges Niang,30.4,CLE,Forward,104,45,-0.4,23,-2.2,38,-0.5%,21,-19.0,11,-2.1,7,-19.3%,7,-73.8,60,+0.6,62,+2.9%,71,+16.9
Jusuf Nurkic,29.2,PHX,Big,103,24,-5.4,74,+2.1,57,+0.7%,84,+22.1,92,+3.3,30,-5.6%,94,+97.8,28,-1.8,14,-6.8%,30,-17.6
Kelly Oubre,27.9,PHI,Forward,260,98,+22.0,52,+0.5,96,+5.6%,23,-17.9,95,+3.9,90,+21.4%,47,-4.0,11,-3.3,81,+5.6%,10,-51.9
Bobby Portis,28.7,MIL,Big,186,95,+18.3,36,-1.1,94,+5.0%,31,-10.8,73,+1.3,15,-12.5%,64,+20.0,20,-2.4,94,+11.1%,2,-93.3
Kristaps Porzingis,28.2,BOS,Big,164,32,-3.3,18,-2.9,62,+0.9%,14,-29.7,38,-0.4,78,+10.9%,35,-18.7,27,-1.9,26,-3.9%,19,-33.2
Norman Powell,30.4,LAC,Wing,177,75,+6.8,33,-1.4,90,+3.9%,30,-11.7,41,-0.3,79,+11.5%,22,-38.3,32,-1.7,67,+3.7%,37,-13.9
Taurean Prince,29.6,LAL,Wing,133,35,-2.3,76,+2.2,8,-3.6%,92,+29.2,68,+1.1,2,-26.3%,78,+38.1,64,+0.8,4,-9.7%,78,+22.4
D'Angelo Russell,27.7,LAL,Point,221,96,+18.8,3,-6.1,77,+2.4%,4,-51.4,5,-2.7,81,+13.3%,1,-98.7,15,-2.8,72,+4.0%,21,-30.3
Pascal Siakam,29.6,IND,Forward,602,67,+5.1,67,+1.7,19,-2.2%,76,+18.9,90,+2.5,38,-2.7%,92,+70.5,47,-0.3,6,-9.1%,57,+4.2
Karl-Anthony Towns,28.0,MIN,Big,520,38,-1.2,31,-1.6,42,-0.2%,46,-3.3,51,+0.1,80,+13.0%,54,+4.5,30,-1.7,15,-6.4%,47,-2.9
Myles Turner,27.6,IND,Big,550,83,+9.3,65,+1.5,25,-1.7%,70,+14.8,46,-0.1,33,-5.4%,58,+8.8,77,+1.4,35,-1.6%,70,+16.9
Jonas Valanciunas,31.5,NOP,Big,136,24,-5.0,5,-5.6,7,-3.9%,5,-49.3,50,+0.1,23,-9.1%,50,0.0,2,-6.5,24,-4.4%,4,-84.6
Russell Westbrook,35.0,LAC,Point,114,85,+10.0,54,+0.5,99,+9.3%,32,-10.5,59,+0.4,87,+18.2%,28,-23.8,66,+0.8,98,+19.9%,62,+8.9
Delon Wright,31.5,MIA,Combo,143,89,+12.8,59,+0.9,20,-2.2%,68,+13.8,56,+0.3,65,+5.0%,46,-4.5,76,+1.2,9,-7.8%,80,+27.5
Ivica Zubac,26.6,LAC,Big,191,40,-0.9,28,-1.8,6,-4.0%,49,-2.8,34,-0.5,6,-19.7%,55,+6.3,28,-1.8,10,-7.8%,37,-13.9
Josh Hart,28.7,NYK,Forward,547,47,+0.8,9,-4.1,9,-3.4%,26,-15.3,65,+0.9,10,-17.5%,69,+23.8,5,-5.0,28,-3.5%,18,-34.1
OG Anunoby,26.3,NYK,Forward,324,50,+1.5,54,+0.5,46,-0.0%,63,+11.0,45,-0.2,67,+5.6%,54,+4.3,59,+0.5,34,-1.6%,65,+11.6
Bam Adebayo,26.3,MIA,Big,254,58,+3.4,98,+6.8,35,-0.8%,97,+52.1,84,+1.9,44,-1.3%,89,+56.7,98,+4.9,93,+8.5%,96,+69.1
Jonathan Isaac,26.1,ORL,Forward,140,33,-2.7,30,-1.6,30,-1.4%,34,-9.5,39,-0.3,41,-2.1%,50,0.0,37,-1.2,48,+0.8%,41,-10.7
Jayson Tatum,25.7,BOS,Forward,766,73,+6.3,97,+5.9,63,+0.9%,98,+64.0,98,+5.1,5,-20.6%,97,+140.3,67,+0.9,68,+3.8%,69,+16.7
Maxi Kleber,31.8,DAL,Big,218,59,+4.0,46,-0.1,71,+1.5%,46,-3.4,7,-2.5,28,-5.9%,10,-63.3,83,+2.1,54,+2.0%,80,+29.1
Derrick White,29.3,BOS,Combo,673,3,-13.4,14,-3.3,46,-0.0%,13,-30.6,15,-1.9,42,-1.6%,8,-67.9,24,-1.9,38,-0.8%,17,-34.3
Luke Kornet,28.3,BOS,Big,119,27,-4.8,28,-1.6,36,-0.7%,36,-9.4,47,-0.1,50,+0.7%,84,+50.0,37,-1.2,58,+2.2%,44,-5.0
Jarrett Allen,25.5,CLE,Big,126,37,-1.7,63,+1.3,65,+1.0%,73,+16.1,54,+0.3,27,-6.4%,57,+8.3,71,+1.0,43,+0.1%,74,+18.9
Donovan Mitchell,27.1,CLE,Combo,381,70,+5.5,50,-0.0,86,+3.5%,42,-5.1,37,-0.4,72,+8.2%,37,-16.4,61,+0.6,77,+5.1%,53,+1.1
Royce O'Neale,30.4,PHX,Forward,103,12,-9.4,89,+3.2,44,-0.1%,82,+20.5,78,+1.5,20,-10.1%,80,+41.7,69,+1.0,71,+4.0%,64,+11.4
Wendell Carter,24.5,ORL,Big,185,67,+5.2,56,+0.6,33,-1.2%,69,+14.6,16,-1.8,59,+3.7%,33,-20.0,85,+2.4,27,-3.8%,82,+34.3
Luka Doncic,24.7,DAL,Point,898,80,+8.6,11,-3.7,88,+3.7%,2,-53.5,71,+1.2,43,-1.4%,63,+18.8,7,-4.2,84,+5.7%,3,-90.7
Michael Porter,25.3,DEN,Forward,442,86,+10.7,38,-0.7,83,+3.3%,40,-7.0,42,-0.2,75,+9.6%,68,+23.4,48,-0.2,98,+14.6%,36,-15.4
Shai Gilgeous-Alexander,25.3,OKC,Point,396,33,-2.8,40,-0.6,54,+0.6%,38,-7.3,61,+0.6,89,+19.1%,40,-12.2,35,-1.2,17,-6.2%,33,-15.8
Donte DiVincenzo,26.7,NYK,Wing,465,50,+2.3,22,-2.3,11,-3.2%,24,-15.5,44,-0.2,36,-3.8%,38,-14.0,19,-2.4,45,+0.2%,32,-16.7
Jalen Brunson,27.2,NYK,Point,517,76,+7.1,67,+1.8,48,+0.2%,76,+18.8,80,+1.6,28,-6.0%,75,+32.8,52,+0.2,20,-5.2%,59,+4.9
Isaiah Hartenstein,25.5,NYK,Big,387,28,-4.6,27,-1.8,3,-4.3%,33,-10.1,25,-0.9,56,+2.3%,24,-35.9,42,-1.0,37,-1.0%,45,-5.0
Mitchell Robinson,25.6,NYK,Big,114,65,+4.5,99,+7.2,98,+6.5%,93,+33.8,66,+0.9,85,+14.4%,70,+25.4,98,+6.3,53,+2.0%,89,+48.8
Haywood Highsmith,26.9,MIA,Forward,171,31,-3.5,7,-4.6,32,-1.2%,8,-38.5,50,+0.0,76,+9.7%,20,-42.5,9,-4.0,3,-10.5%,11,-50.4
Darius Garland,23.8,CLE,Point,426,7,-11.5,41,-0.3,24,-1.7%,50,-0.4,80,+1.7,83,+13.6%,89,+57.7,23,-2.1,11,-7.7%,26,-25.3
Rui Hachimura,25.7,LAL,Forward,185,16,-7.9,20,-2.5,59,+0.8%,16,-25.6,1,-3.2,71,+7.4%,6,-74.6,72,+1.1,80,+5.3%,55,+4.2
PJ Washington,25.2,DAL,Forward,784,63,+4.3,58,+0.6,61,+0.9%,55,+6.1,81,+1.8,64,+4.9%,85,+52.8,33,-1.4,66,+3.1%,27,-24.7
Tyler Herro,23.8,MIA,Combo,255,72,+6.0,45,-0.2,93,+4.9%,20,-19.4,17,-1.8,29,-5.6%,9,-64.7,79,+1.7,95,+11.9%,76,+22.0
Nickeil Alexander-Walker,25.2,MIN,Wing,374,28,-4.7,62,+1.1,76,+2.1%,54,+4.9,37,-0.4,69,+7.0%,37,-14.3,76,+1.3,80,+5.4%,76,+20.7
Daniel Gafford,25.1,DAL,Big,445,11,-9.4,32,-1.6,15,-2.7%,41,-6.5,31,-0.6,46,+0.1%,39,-12.7,43,-1.0,20,-5.0%,41,-8.5
Terance Mann,27.0,LAC,Wing,187,62,+4.3,85,+2.8,2,-8.4%,85,+22.5,20,-1.3,55,+2.2%,26,-26.3,90,+3.6,0,-23.2%,86,+39.8
Amir Coffey,26.4,LAC,Forward,102,2,-16.9,0,-13.8,92,+4.5%,0,-105.3,7,-2.5,41,-2.2%,24,-31.4,0,-10.7,99,+20.7%,0,-135.7
Caleb Martin,28.1,MIA,Forward,222,26,-4.9,76,+2.2,72,+1.7%,60,+10.6,30,-0.7,11,-16.7%,46,-4.5,81,+2.0,96,+12.5%,79,+24.3
Luguentz Dort,24.5,OKC,Wing,349,22,-5.4,2,-6.3,60,+0.8%,7,-47.5,33,-0.5,80,+12.3%,32,-20.3,3,-5.8,36,-1.5%,6,-67.5
Naz Reid,24.2,MIN,Big,359,19,-6.7,24,-2.0,23,-2.0%,22,-18.8,55,+0.3,57,+2.7%,59,+10.8,29,-1.8,33,-1.8%,20,-31.9
Max Strus,27.6,CLE,Wing,433,93,+14.5,78,+2.3,15,-2.5%,90,+26.5,79,+1.6,14,-14.6%,88,+55.6,73,+1.1,18,-5.6%,73,+18.3
Anthony Edwards,22.2,MIN,Combo,647,87,+10.9,68,+1.8,56,+0.7%,61,+10.7,14,-1.9,18,-12.2%,27,-24.9,93,+3.7,46,+0.4%,94,+63.0
Isaac Okoro,22.8,CLE,Forward,247,30,-4.0,92,+3.3,85,+3.4%,80,+19.6,53,+0.2,47,+0.2%,41,-11.1,88,+3.2,89,+7.5%,83,+34.9
Obi Toppin,25.7,IND,Big,336,15,-8.2,51,+0.2,76,+2.3%,37,-8.6,13,-2.0,67,+5.8%,18,-49.6,84,+2.1,82,+5.6%,61,+8.7
Tyrese Haliburton,23.7,IND,Point,521,59,+3.5,66,+1.6,55,+0.7%,59,+9.8,64,+0.8,61,+3.9%,65,+20.2,67,+0.9,50,+1.2%,60,+8.7
Aaron Nesmith,24.0,IND,Forward,558,41,-0.8,4,-5.6,21,-2.1%,12,-31.2,4,-2.7,9,-18.5%,12,-57.3,15,-2.8,33,-2.3%,37,-15.2
Josh Green,23.0,DAL,Forward,378,49,+1.0,75,+2.1,43,-0.1%,85,+22.4,24,-0.9,70,+7.3%,25,-28.6,87,+3.1,29,-3.3%,92,+51.2
Precious Achiuwa,24.1,NYK,Big,181,52,+2.7,8,-4.3,33,-1.1%,7,-38.7,36,-0.4,17,-12.5%,36,-18.6,10,-3.8,31,-2.7%,12,-48.0
Tyrese Maxey,23.0,PHI,Point,311,63,+4.3,94,+3.8,98,+6.8%,93,+31.2,99,,100,+72.2%,99,,49,-0.1,97,+13.3%,51,-2.0
Payton Pritchard,25.8,BOS,Point,322,48,+0.9,61,+1.0,66,+1.0%,53,+2.9,35,-0.4,86,+16.3%,31,-22.2,82,+2.0,49,+0.9%,81,+29.2
Jaden McDaniels,23.1,MIN,Wing,535,91,+13.8,72,+2.1,41,-0.2%,66,+12.6,70,+1.2,40,-2.6%,67,+23.0,56,+0.5,40,-0.6%,40,-11.5
Isaiah Joe,24.3,OKC,Wing,172,41,-0.8,93,+3.5,49,+0.2%,72,+15.6,15,-1.9,72,+8.6%,21,-40.2,96,+4.5,47,+0.4%,87,+41.0
Naji Marshall,25.8,NOP,Wing,104,64,+4.4,16,-3.1,16,-2.5%,11,-32.2,6,-2.5,37,-3.7%,16,-50.0,36,-1.2,8,-8.3%,20,-33.0
Evan Mobley,22.4,CLE,Big,421,53,+2.8,80,+2.4,89,+3.7%,63,+11.6,76,+1.4,96,+33.3%,84,+50.0,54,+0.3,59,+2.3%,39,-13.8
Jalen Suggs,22.4,ORL,Combo,232,66,+5.0,60,+0.9,69,+1.3%,48,-2.8,63,+0.7,59,+3.6%,50,0.0,54,+0.3,63,+2.9%,48,-2.8
Josh Giddey,21.1,OKC,Forward,179,37,-1.5,50,+0.1,52,+0.5%,51,-0.4,77,+1.5,24,-8.5%,77,+35.2,45,-0.7,85,+5.7%,42,-7.4
Franz Wagner,22.2,ORL,Wing,258,46,+0.0,77,+2.2,87,+3.6%,57,+7.7,54,+0.3,92,+25.9%,13,-55.6,80,+2.0,85,+6.4%,85,+36.6
Isaiah Jackson,21.8,IND,Big,130,34,-2.7,79,+2.4,78,+2.5%,78,+19.4,85,+1.9,68,+6.0%,63,+17.1,55,+0.4,83,+5.7%,72,+18.3
Herbert Jones,25.1,NOP,Forward,200,54,+3.0,91,+3.3,12,-3.1%,79,+19.4,94,+3.7,48,+0.4%,86,+53.3,44,-0.9,23,-4.4%,46,-3.0
Miles McBride,23.1,NYK,Combo,334,17,-7.6,41,-0.5,79,+2.7%,37,-7.9,27,-0.9,60,+3.8%,34,-18.8,62,+0.6,67,+3.3%,54,+2.4
Aaron Wiggins,24.8,OKC,Forward,145,57,+3.1,55,+0.6,50,+0.4%,81,+20.2,89,+2.2,66,+5.4%,81,+44.5,33,-1.6,37,-1.5%,56,+4.2
Austin Reaves,25.4,LAL,Combo,210,85,+10.3,72,+2.1,82,+3.2%,59,+10.6,75,+1.4,84,+14.3%,74,+30.0,57,+0.5,90,+7.6%,52,-0.3
Sam Hauser,25.9,BOS,Forward,265,79,+8.3,86,+2.9,80,+3.0%,91,+28.7,72,+1.2,88,+18.2%,80,+44.1,85,+2.1,93,+10.4%,88,+45.8
Trey Murphy III,23.4,NOP,Wing,241,60,+4.0,25,-1.8,95,+5.3%,43,-4.5,40,-0.3,94,+29.8%,50,0.0,41,-1.1,51,+1.6%,50,-2.4
Jose Alvarado,25.6,NOP,Point,104,76,+7.6,71,+2.1,47,+0.1%,75,+18.6,19,-1.4,2,-24.8%,23,-37.5,92,+3.7,70,+3.9%,91,+50.1
Paolo Banchero,21.0,ORL,Big,260,7,-11.6,46,-0.1,72,+1.6%,24,-15.7,22,-1.1,95,+33.3%,13,-55.6,70,+1.0,44,+0.1%,49,-2.6
Chet Holmgren,21.5,OKC,Big,343,88,+11.5,15,-3.3,58,+0.7%,15,-26.1,74,+1.3,76,+9.6%,71,+26.6,7,-4.7,41,-0.6%,7,-59.5
Jalen Williams,22.5,OKC,Wing,375,81,+8.6,33,-1.4,80,+3.0%,35,-9.4,60,+0.4,89,+21.0%,45,-4.8,24,-1.9,89,+7.3%,33,-15.8
Christian Braun,22.5,DEN,Wing,202,11,-9.4,48,-0.1,39,-0.3%,33,-9.8,24,-0.9,35,-4.0%,15,-51.5,65,+0.8,24,-4.1%,58,+4.5
Nikola Jovic,20.4,MIA,Big,160,1,-19.7,10,-3.8,59,+0.7%,8,-38.5,9,-2.4,22,-9.3%,17,-50.0,34,-1.4,73,+4.4%,24,-27.3
Andrew Nembhard,23.8,IND,Combo,552,74,+6.3,20,-2.7,17,-2.4%,27,-14.3,28,-0.7,39,-2.6%,42,-11.0,25,-1.9,7,-8.7%,35,-15.5
Jaylin Williams,21.3,OKC,Big,115,5,-12.7,37,-0.9,18,-2.4%,39,-7.1,10,-2.4,37,-3.1%,19,-48.7,78,+1.5,32,-2.4%,75,+19.1
Cason Wallace,20.0,OKC,Combo,192,54,+3.0,88,+2.9,10,-3.2%,88,+24.9,26,-0.9,3,-22.2%,44,-8.6,95,+4.4,13,-7.0%,93,+53.4
Dereck Lively II,19.7,DAL,Big,459,69,+5.4,39,-0.6,70,+1.4%,28,-13.1,62,+0.6,50,+0.6%,61,+14.5,40,-1.1,54,+2.1%,25,-25.4
Jaime Jaquez Jr.,22.7,MIA,Wing,179,77,+7.8,63,+1.5,53,+0.5%,64,+11.8,2,-2.9,13,-15.7%,7,-71.8,93,+3.7,60,+2.5%,90,+49.7
Ben Sheppard,22.3,IND,Wing,323,61,+4.3,81,+2.5,54,+0.7%,71,+14.8,67,+1.0,45,-1.0%,79,+39.8,80,+1.7,74,+4.5%,59,+4.5
