player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Matt Bonner,SAS,26.6,Big,507,27,64,67,60,16,50,15,54,6,49,73,61,40,37,27,98,10,23,5,86,33,65,9,4,54,78,15,5,51,15,44,81,4,24,30,6,8,79,1,5,56,64,77,83,50,7,11,46,2,52,48,4,22,49,3,51,20,35,35,32,33,43,3,18,61,29,64,2,9,20,75,11,21,76,94,92,9,26,11,17,34,28,14,59,12,49,71,45,82,61,0,64,52,5,54,42,36,95,97,97,47,52,41,97,53,70
Josh Boone,BKN,21.9,Big,608,52,15,35,81,34,0,38,14,94,18,42,42,76,16,12,43,55,39,36,44,67,63,72,95,61,3,57,87,6,19,27,24,39,85,95,93,97,10,73,54,8,95,21,67,83,82,87,84,30,95,64,30,91,82,61,92,17,66,72,62,69,44,8,5,12,6,65,94,93,81,21,14,7,97,53,77,99,69,97,98,81,96,95,52,89,86,41,69,5,53,0,0,0,99,8,6,1,0,0,0,86,0,17,8,18,0
Calvin Booth,WAS,30.5,Big,365,95,8,8,30,31,69,42,0,2,14,0,5,26,62,94,82,85,47,71,31,22,29,93,90,98,51,10,85,84,19,36,55,24,93,77,1,3,72,99,99,66,76,21,37,30,50,42,91,9,96,7,16,6,98,16,99,63,26,7,41,15,83,98,90,35,53,84,13,24,35,14,86,65,59,49,52,38,28,36,48,37,28,48,17,49,49,78,14,70,46,0,0,0,26,32,92,83,0,76,76,43,0,1,3,1,70
Carlos Boozer,UTA,24.9,Big,2541,5,70,91,67,96,92,98,50,49,53,77,94,84,94,87,64,52,70,97,79,1,39,34,76,0,40,85,46,67,17,30,10,72,42,59,90,87,34,87,78,12,57,76,78,72,57,66,45,59,50,7,58,5,85,72,88,82,2,52,42,26,71,99,67,23,31,65,62,64,86,38,23,18,72,43,54,74,77,73,11,69,21,90,87,94,81,95,75,56,69,0,0,0,51,58,64,58,0,0,0,81,0,39,25,47,0
Chris Bosh,TOR,22.6,Big,2652,55,19,100,40,90,21,58,81,77,88,38,95,73,87,61,87,94,92,87,63,76,92,74,87,10,61,86,67,72,91,91,83,87,96,45,41,39,26,61,47,91,8,49,21,50,29,35,63,93,49,48,62,72,54,96,43,92,80,85,87,82,79,89,82,75,85,14,88,67,27,72,68,80,95,10,41,25,80,16,4,70,11,65,76,46,52,69,49,69,64,0,44,28,31,49,79,76,77,82,80,56,41,79,74,73,94
Bruce Bowen,SAS,35.4,Wing,2456,61,27,63,1,22,62,83,2,17,17,80,0,26,16,53,60,98,64,90,20,60,22,100,99,75,56,87,99,49,82,56,31,81,91,97,83,97,62,87,87,21,47,36,34,73,91,92,89,94,87,75,49,73,82,91,85,62,50,71,41,29,72,81,96,27,78,43,92,80,91,73,63,75,17,2,4,44,92,34,78,87,74,26,63,19,57,25,34,58,50,64,10,67,10,25,55,39,100,18,85,22,68,1,9,6,6
Earl Boykins,DEN,30.4,Point,865,36,26,100,87,0,0,81,96,55,77,28,79,72,51,15,96,39,22,7,74,38,90,73,78,45,71,13,87,59,63,15,53,10,44,82,82,86,56,61,64,65,2,89,35,25,63,48,78,80,56,70,97,27,86,96,76,45,64,68,4,11,10,1,25,89,83,18,85,64,0,94,27,66,97,95,98,3,49,6,3,57,12,13,76,15,49,83,25,25,19,12,86,76,30,81,51,72,55,51,47,34,76,60,34,70,64
Earl Boykins,MIL,30.4,Point,1141,0,30,83,81,4,0,23,87,32,75,45,47,79,26,17,68,7,29,15,69,23,85,4,36,10,1,57,35,2,5,1,1,14,36,85,60,77,63,42,47,1,83,72,88,58,93,91,3,32,8,5,40,6,9,74,15,10,48,89,14,39,16,14,69,37,49,3,71,19,41,68,41,49,22,74,61,100,89,99,80,31,85,100,97,99,74,30,51,49,34,27,98,93,34,79,42,57,47,60,53,28,96,62,75,74,66
Cedric Bozeman,ATL,23.7,Combo,184,91,18,0,39,88,0,0,0,5,21,0,0,0,4,14,5,18,10,7,48,98,40,50,96,0,81,11,57,67,87,99,90,98,37,67,70,75,99,100,100,11,70,83,89,39,57,53,0,72,1,98,8,99,0,77,0,8,99,95,85,99,13,2,99,3,37,0,97,18,70,90,11,38,44,48,46,15,32,24,19,94,20,37,44,52,2,5,2,23,2,0,0,0,93,71,2,2,89,30,66,4,0,11,25,0,0
Elton Brand,LAC,27.6,Big,3071,84,61,92,65,47,47,10,71,58,88,82,90,81,94,86,73,58,85,45,59,96,50,20,9,19,97,55,9,96,81,83,83,63,32,72,26,42,6,22,6,22,14,86,64,67,63,67,18,80,12,2,42,2,75,92,61,38,90,90,97,91,89,34,62,92,87,0,55,7,42,44,84,81,21,30,24,73,74,58,25,30,46,89,87,86,71,85,94,65,90,0,0,0,16,89,71,95,0,0,0,69,0,66,76,57,0
Ronnie Brewer,UTA,21.6,Wing,608,60,99,70,92,10,0,0,18,93,18,53,11,91,11,19,73,27,22,32,36,32,33,47,16,83,54,74,57,64,18,9,8,33,39,1,81,19,9,59,31,8,14,74,45,90,92,95,10,22,8,25,10,10,9,9,13,10,50,77,89,57,95,82,57,36,38,1,3,1,77,62,57,63,10,25,14,79,89,89,98,97,98,25,86,36,93,97,15,38,24,0,0,0,96,31,51,36,13,10,9,99,0,21,13,1,0
Primoz Brezec,CHA,27.1,Big,827,44,14,6,64,21,68,16,32,20,60,12,58,20,32,22,86,26,43,49,50,77,2,18,13,18,92,20,3,83,84,92,98,30,19,4,21,7,69,41,52,93,13,18,6,62,47,54,88,25,82,88,35,93,81,39,66,55,73,26,49,70,29,16,71,94,95,40,66,57,7,66,90,94,28,45,38,6,16,6,4,17,4,21,13,18,22,16,30,64,51,0,0,0,34,29,90,78,78,64,72,21,0,29,58,18,70
Andre Brown,OKC,25.5,Big,224,23,68,63,68,42,0,14,0,56,30,99,23,88,1,1,0,40,7,13,3,47,87,94,98,92,7,65,99,11,16,11,2,83,98,72,93,91,76,61,72,14,61,98,97,72,4,12,85,52,74,89,84,84,70,95,53,5,16,96,14,44,7,10,33,58,42,3,32,14,75,16,71,44,8,56,32,97,97,87,13,88,13,99,92,92,82,36,90,98,97,0,0,0,77,82,10,28,0,0,0,82,0,14,5,31,0
Dee Brown,UTA,22.2,Point,372,100,70,4,45,38,0,0,0,30,40,91,11,4,36,72,15,56,47,21,31,98,43,65,62,55,75,13,63,57,98,96,99,46,50,20,23,15,47,76,74,99,9,30,9,7,19,9,6,72,4,17,37,22,5,48,5,11,98,80,94,89,67,59,16,50,26,3,4,2,81,58,53,55,33,13,15,93,69,99,77,99,86,90,54,99,4,17,0,53,8,0,30,4,96,6,19,9,70,42,45,8,4,30,15,26,51
Devin Brown,NOP,27.8,Combo,1613,52,21,48,88,95,89,89,38,68,18,27,39,70,21,16,75,70,54,47,63,75,36,79,84,27,66,50,59,81,26,82,68,86,48,49,64,59,70,74,81,20,36,7,6,99,97,99,75,26,86,76,7,82,64,33,76,53,77,46,92,90,59,69,43,54,45,61,7,13,93,86,6,22,15,39,28,43,30,52,31,62,44,42,38,51,80,39,64,30,55,72,50,65,66,61,4,11,70,82,80,77,65,25,39,32,29
Kwame Brown,LAL,24.6,Big,1129,67,87,70,47,29,60,90,4,88,84,97,41,79,80,88,17,84,91,99,20,72,68,43,6,93,77,86,18,78,91,42,74,11,14,71,24,44,1,9,2,51,27,24,16,98,61,89,70,93,51,22,83,9,87,32,74,85,75,40,49,39,62,96,98,84,99,60,32,39,87,40,33,25,40,40,39,95,76,96,76,58,50,96,79,98,93,68,67,88,74,0,0,0,91,48,7,11,0,0,0,93,0,64,28,96,0
P.J. Brown,CHI,37.0,Big,1443,56,24,56,57,27,71,54,82,34,47,8,50,17,39,32,46,74,55,44,85,62,5,81,42,40,90,95,45,96,64,90,79,91,85,23,16,12,28,35,25,76,43,10,12,51,77,72,61,39,62,84,18,87,31,34,31,52,36,46,54,72,32,30,83,76,86,30,44,36,47,64,87,92,15,11,10,49,58,55,84,66,90,26,39,29,10,3,42,66,55,0,0,0,27,46,88,85,0,0,0,11,0,10,43,16,0
Shannon Brown,CLE,20.9,Wing,160,71,76,18,16,44,100,60,0,38,1,99,60,5,8,5,9,1,8,9,7,65,6,0,1,9,13,70,0,33,83,24,90,0,13,0,23,1,64,1,4,2,79,97,98,70,15,30,81,10,81,6,3,8,96,36,94,6,40,68,3,5,9,2,31,13,14,94,11,67,57,3,77,28,94,42,68,39,98,43,99,100,95,1,97,4,6,75,30,8,10,0,0,5,56,55,50,43,90,28,52,24,5,53,58,27,6
Kobe Bryant,LAL,28.2,Wing,3136,63,61,86,40,76,39,43,88,84,100,50,99,88,97,71,75,87,89,77,91,36,79,59,76,26,66,64,64,73,46,73,57,79,86,38,20,25,93,50,81,30,47,42,38,94,58,80,46,55,57,47,60,41,50,48,71,81,53,63,30,10,81,91,27,81,60,71,49,58,33,22,85,70,56,41,47,69,88,65,81,75,49,63,74,75,62,67,90,80,89,35,47,39,32,75,79,83,14,52,35,73,43,94,87,86,96
Greg Buckner,DAL,30.1,Wing,1278,25,75,10,54,46,0,42,51,5,30,85,2,16,27,65,64,23,26,17,24,64,89,32,51,46,52,22,54,60,45,13,39,8,36,73,54,65,66,32,41,70,73,35,48,37,26,25,19,63,38,20,20,32,43,68,54,10,80,38,75,46,88,26,54,6,12,30,57,45,49,44,38,33,79,63,69,66,47,67,42,61,29,82,32,80,25,83,43,7,16,5,75,24,61,79,17,35,80,39,57,40,25,38,30,52,6
Pat Burke,PHX,32.9,Big,119,5,62,38,26,12,0,25,0,40,25,18,71,2,8,7,93,2,1,2,16,88,18,28,23,2,94,57,8,81,30,93,95,62,3,4,85,43,100,13,57,69,58,5,8,82,80,85,11,50,5,4,90,0,13,60,10,4,54,38,86,96,19,0,13,71,46,67,1,5,91,0,94,40,79,6,15,0,4,0,0,96,1,0,2,4,3,5,97,10,14,0,0,0,53,3,50,14,95,89,90,7,0,16,5,55,70
Caron Butler,WAS,26.6,Wing,2458,30,95,79,91,87,63,71,85,72,67,45,79,50,75,58,38,82,86,70,41,80,79,57,39,90,17,84,78,7,42,4,4,20,60,65,11,26,65,43,57,29,26,75,60,91,33,62,60,55,51,58,66,46,61,22,56,71,54,99,42,77,19,33,13,93,76,62,56,61,91,9,82,48,6,23,11,97,98,90,93,93,57,92,93,84,30,42,55,78,75,0,6,11,74,64,97,94,11,16,12,59,11,88,62,79,95
Rasual Butler,NOP,27.4,Wing,2159,96,6,74,17,56,75,50,10,6,12,92,40,17,5,2,92,39,13,33,52,4,11,87,93,48,24,53,86,64,50,60,59,55,97,74,37,55,57,79,78,36,37,58,49,36,74,63,82,43,89,44,22,50,90,69,92,57,4,13,1,1,15,36,67,74,76,45,27,27,2,19,91,79,86,85,88,7,66,6,13,16,26,18,80,7,40,36,59,45,45,40,54,52,9,38,61,52,66,91,80,16,51,33,40,56,55
Andrew Bynum,LAL,19.0,Big,1773,90,2,38,51,73,26,50,41,73,56,79,48,85,69,75,28,28,17,37,20,13,28,58,83,7,57,94,81,80,54,80,76,74,75,47,45,45,47,77,74,85,15,18,8,35,78,67,14,21,27,40,45,64,11,33,20,39,9,34,24,24,44,30,17,40,18,86,78,88,38,87,66,90,18,21,15,16,47,19,13,22,34,30,43,29,80,83,47,18,42,0,0,0,69,86,10,38,75,57,64,81,0,55,23,76,0
Jose Calderon,TOR,25.1,Point,1582,51,68,32,43,43,0,25,58,66,89,66,74,94,89,89,57,51,87,82,76,19,82,14,17,53,80,10,14,55,52,55,83,15,6,87,28,58,26,79,67,22,66,96,96,13,19,11,25,20,31,37,19,18,21,13,33,89,17,3,26,25,41,76,15,82,66,31,46,30,74,3,15,2,85,96,95,80,1,97,85,16,94,53,2,89,94,89,77,89,91,0,39,50,92,2,72,43,30,23,21,96,43,96,91,62,91
Marcus Camby,DEN,32.6,Big,2360,98,86,94,34,99,0,100,64,44,14,39,51,37,91,97,66,60,83,86,78,10,81,27,44,34,6,77,20,15,47,21,11,57,78,70,22,40,3,84,28,43,96,16,67,56,29,37,97,62,97,86,35,87,96,69,96,79,12,60,88,73,83,69,85,28,54,80,92,93,84,41,86,82,22,1,4,84,37,87,38,39,56,86,39,86,34,52,76,42,40,0,0,0,41,30,85,72,77,0,57,35,0,42,57,25,0
Brian Cardinal,MEM,29.5,Forward,307,6,100,8,43,82,76,80,100,33,98,12,45,100,98,98,4,43,32,29,87,15,13,62,45,97,49,9,68,21,11,58,60,50,1,18,98,90,10,97,73,94,83,4,16,3,74,24,77,17,91,82,88,85,63,15,85,23,19,14,34,23,66,31,3,25,4,13,85,69,46,6,28,5,91,94,96,70,13,70,88,23,53,42,2,69,100,33,8,100,98,0,95,89,22,6,39,24,53,98,92,98,89,8,59,4,65
Rodney Carney,PHI,22.6,Forward,1110,75,59,35,29,6,0,0,9,43,12,16,29,31,0,2,78,30,34,58,40,33,20,32,37,34,28,49,55,23,5,47,35,58,23,70,67,74,75,48,58,5,79,74,87,32,82,69,9,7,18,23,12,48,11,10,16,43,43,63,58,52,62,70,69,59,65,41,6,10,67,55,45,45,65,29,39,41,75,42,34,74,35,49,78,48,45,63,71,59,63,100,8,50,55,82,65,69,37,39,33,57,41,45,37,27,61
Matt Carroll,CHA,26.2,Wing,1851,23,40,37,22,67,0,13,98,30,64,60,55,86,25,24,80,64,89,63,86,69,82,20,32,16,47,43,20,39,63,38,40,35,49,34,32,29,23,56,39,51,36,50,42,43,60,56,41,83,32,91,61,83,12,53,14,82,60,48,65,67,46,20,20,73,51,50,72,70,79,8,21,5,96,72,86,60,23,75,36,12,60,72,37,80,71,7,72,74,79,71,91,92,17,47,64,59,91,50,75,30,92,9,31,17,36
Vince Carter,BKN,29.8,Wing,3116,57,31,54,67,83,71,53,59,76,98,47,96,64,96,80,79,94,97,91,93,75,66,52,16,16,99,58,9,100,68,85,84,68,61,21,29,20,16,19,10,78,60,28,34,34,37,34,74,72,64,65,61,30,66,24,71,99,71,63,76,78,55,92,76,88,92,53,19,24,63,86,6,20,25,82,70,28,26,47,2,24,2,86,15,87,58,41,68,70,69,80,46,46,70,69,36,42,17,63,44,69,47,78,75,69,88
Sam Cassell,LAC,37.0,Point,1404,77,9,49,68,91,0,87,80,60,81,51,92,43,79,38,79,69,52,17,95,47,41,78,69,52,81,56,71,74,17,69,78,41,59,19,57,35,82,75,85,84,57,42,45,17,21,16,67,6,79,37,3,41,72,7,81,46,37,89,70,82,39,27,41,49,42,20,11,8,36,62,57,63,31,61,52,33,87,22,16,80,20,60,88,50,25,68,79,45,55,0,23,15,11,94,87,92,19,32,28,42,15,74,83,49,49
Tyson Chandler,NOP,24.1,Big,2520,76,18,87,95,95,69,82,12,63,63,71,14,95,27,42,23,68,86,77,29,94,49,33,25,36,73,78,29,59,23,81,82,64,38,22,51,35,22,44,31,40,52,37,36,73,68,74,54,11,70,52,5,70,55,15,70,65,90,63,92,92,48,64,23,29,21,88,95,96,94,98,2,30,4,45,20,59,41,51,55,40,46,47,35,42,97,92,69,32,68,0,0,0,90,53,11,13,0,0,0,97,0,95,82,99,0
Josh Childress,ATL,23.4,Wing,1987,89,39,89,95,62,72,93,53,91,49,75,23,87,45,61,63,84,78,50,84,30,91,75,91,24,34,60,81,36,79,59,55,61,87,48,20,27,60,98,99,20,81,48,70,79,46,61,55,95,37,91,59,67,21,89,24,64,42,76,66,48,78,43,62,35,38,16,82,57,81,15,50,26,47,49,47,76,66,69,60,27,83,78,78,61,81,63,23,19,12,41,9,40,97,29,8,9,55,13,18,92,40,71,57,44,6
Speedy Claxton,ATL,28.5,Point,1050,68,100,2,28,28,0,74,0,43,36,70,32,0,64,77,19,47,10,14,58,17,17,94,79,96,48,50,47,40,61,99,85,99,88,81,76,83,74,2,5,73,30,15,12,55,79,76,99,19,99,86,92,95,100,34,99,19,22,37,9,8,28,53,4,17,6,81,12,31,74,53,63,64,29,16,17,14,67,13,34,34,10,17,31,24,2,6,19,11,13,0,0,4,55,92,85,87,23,15,15,2,4,70,79,34,51
Jarron Collins,UTA,27.9,Big,896,9,21,20,41,11,47,12,37,60,87,47,19,25,84,96,54,75,15,6,43,86,33,98,52,98,99,46,94,97,90,93,99,22,82,5,32,11,54,35,36,98,38,5,4,9,55,28,78,12,75,88,56,79,50,3,59,15,86,16,19,24,33,3,52,28,31,20,48,32,18,49,96,95,53,9,16,13,17,12,55,5,57,9,11,7,18,38,23,35,19,0,0,0,46,34,77,66,0,0,0,19,0,30,21,35,0
Jason Collins,BKN,27.9,Big,1841,28,52,28,11,17,23,2,7,88,51,23,1,4,20,65,6,92,51,67,68,43,3,95,72,64,98,91,79,99,95,83,93,33,86,24,6,6,67,78,82,98,10,5,1,56,74,71,93,75,87,82,45,76,93,56,84,63,48,81,67,54,74,73,89,91,97,58,36,42,25,77,96,97,1,14,5,12,93,12,15,50,5,19,72,25,5,6,3,24,11,0,0,0,58,4,81,51,0,71,69,5,0,18,23,12,0
Mardy Collins,NYK,22.2,Wing,720,16,84,40,75,68,0,44,3,75,32,26,66,12,84,91,17,35,24,43,19,48,55,61,40,71,93,23,29,84,86,97,96,90,57,57,74,68,51,16,18,70,97,15,67,2,55,13,72,83,58,85,86,90,62,91,47,21,62,46,35,58,31,41,26,27,17,57,94,91,37,41,81,74,17,54,38,87,30,91,93,60,89,59,15,72,9,38,17,6,5,0,16,22,84,85,24,47,20,44,29,13,22,98,97,90,80
Nick Collison,OKC,26.0,Big,2372,43,37,51,71,73,75,59,79,43,42,75,42,57,45,45,51,83,53,30,43,90,27,90,94,9,87,79,70,86,26,85,35,98,87,80,33,55,64,87,87,84,4,49,17,58,51,55,71,41,68,50,80,49,74,28,74,45,87,45,83,80,59,39,32,65,44,23,27,19,73,54,33,35,41,52,49,12,45,14,23,19,54,19,45,14,49,64,22,37,21,0,0,0,66,53,47,40,0,62,58,55,0,56,47,49,0
Brian Cook,LAL,25.9,Big,1012,38,58,45,19,26,52,68,62,3,3,6,78,43,81,70,90,74,75,89,62,47,6,61,62,31,65,45,36,72,53,85,89,56,60,58,69,70,15,70,45,33,91,12,43,23,88,74,84,37,85,79,62,59,78,27,82,92,34,23,33,59,21,63,76,60,71,59,97,97,32,43,85,82,15,46,31,17,18,19,10,22,14,24,16,22,56,8,95,81,91,0,84,86,6,10,84,59,90,94,92,38,86,15,52,42,70
Jamal Crawford,NYK,26.6,Wing,2165,14,24,92,24,14,58,15,77,39,65,78,86,44,90,83,46,43,73,64,43,53,77,19,46,35,11,33,25,18,18,11,7,53,5,67,59,67,60,85,85,12,14,92,72,95,42,75,71,46,78,66,14,74,68,61,78,56,77,45,77,66,66,85,86,16,54,71,6,15,78,71,17,26,82,35,54,61,40,67,61,70,70,55,51,61,21,13,92,46,72,45,18,26,27,78,37,53,57,68,62,33,28,96,93,100,92
Austin Croshere,DAL,31.5,Big,615,8,31,74,6,79,0,45,92,23,23,67,56,16,76,79,79,13,5,8,4,23,46,71,86,61,49,17,85,30,15,31,44,25,89,66,96,93,32,42,34,24,78,93,96,15,14,10,33,19,35,49,14,52,48,81,53,3,34,26,47,16,91,15,38,7,9,21,7,6,72,38,3,4,92,91,93,89,56,78,97,39,92,56,36,53,13,9,40,47,38,0,28,21,14,16,51,21,96,96,96,14,21,36,65,68,92
Eddy Curry,NYK,23.9,Big,2841,18,10,96,42,19,32,21,27,95,95,56,93,90,34,11,20,16,28,95,4,5,29,17,4,3,64,100,6,85,40,48,33,68,13,12,4,2,44,15,17,38,5,37,9,88,96,97,74,18,73,92,87,95,37,17,33,67,1,1,44,17,82,90,59,95,92,77,45,61,59,89,25,54,25,47,37,15,12,19,2,3,9,58,67,54,89,77,57,16,50,0,0,0,82,75,8,23,73,0,51,90,0,60,25,88,70
Samuel Dalembert,PHI,26.5,Big,2528,89,33,68,77,83,37,78,67,53,27,79,44,81,28,23,25,96,92,92,62,85,9,85,89,30,76,71,56,92,83,94,96,69,91,31,25,24,75,84,88,72,22,26,16,46,79,72,88,57,91,65,61,79,91,30,91,95,75,55,60,73,38,55,74,99,100,51,70,70,43,91,60,88,20,15,13,43,50,29,64,81,57,33,47,21,74,72,78,74,78,0,0,0,51,79,51,60,0,55,53,75,0,46,21,62,0
Erick Dampier,DAL,31.3,Big,1900,68,13,55,96,69,43,80,30,84,55,42,17,97,19,27,14,87,68,84,59,54,7,88,67,47,51,98,82,82,28,58,38,78,65,52,48,49,43,71,68,10,25,33,22,93,99,99,67,24,63,64,67,71,53,4,45,74,31,41,84,34,98,95,90,51,74,70,40,55,61,66,65,73,17,24,18,27,67,28,32,77,32,23,63,23,97,89,39,0,34,0,0,0,95,37,0,6,0,0,0,97,0,51,31,79,0
Antonio Daniels,WAS,31.6,Point,1726,74,13,91,21,62,0,49,64,100,38,62,23,83,49,79,94,53,59,42,44,49,98,48,68,31,61,11,46,54,44,78,69,80,68,30,82,63,79,65,76,54,78,94,96,4,7,3,12,45,11,16,60,12,23,41,19,48,74,4,57,29,82,33,89,10,28,68,67,72,44,85,24,46,66,55,59,43,3,69,63,21,83,31,5,55,43,92,26,17,15,0,18,22,85,83,47,68,25,25,26,60,22,64,23,51,79
Marquis Daniels,IND,25.8,Wing,772,46,55,82,57,18,74,48,17,58,82,91,69,24,61,41,25,38,43,36,45,86,20,41,36,81,19,85,60,24,50,45,60,28,56,62,72,74,9,58,22,9,74,91,93,26,48,39,20,73,26,2,15,3,81,75,88,19,91,85,68,74,50,51,33,85,69,19,11,8,66,96,5,41,28,56,48,93,84,84,91,90,71,87,82,76,27,52,84,21,70,0,0,0,81,99,18,78,26,12,14,72,1,91,46,95,90
Baron Davis,GSW,27.6,Point,2206,98,98,57,77,92,89,34,20,92,94,79,98,70,81,34,66,98,94,94,84,57,59,89,83,73,59,67,87,54,55,25,22,39,41,79,53,71,79,87,92,61,19,75,52,16,52,35,82,77,73,86,69,80,64,40,54,93,44,79,48,24,79,96,30,70,50,82,14,40,83,46,5,6,84,73,77,85,91,62,76,67,52,82,80,64,66,87,23,28,17,58,25,24,91,70,11,25,42,47,43,81,24,87,64,91,94
Dale Davis,DET,37.6,Big,457,95,51,42,88,38,98,33,0,56,1,13,6,18,29,56,49,49,11,5,23,95,30,93,96,22,95,70,91,98,11,82,39,94,100,43,43,49,16,71,49,41,0,95,29,93,66,84,50,24,55,69,97,75,38,10,44,5,93,84,52,91,11,19,10,5,4,22,24,17,63,25,59,42,61,44,50,80,64,69,85,56,89,46,33,31,19,60,5,8,1,0,0,0,70,24,59,38,0,0,0,19,0,90,88,35,0
Paul Davis,LAC,22.3,Big,102,60,79,26,52,21,94,0,0,12,82,97,29,12,68,81,95,22,10,1,98,11,99,62,77,5,44,83,76,13,94,88,82,89,12,97,60,91,100,13,84,26,1,49,6,99,94,99,4,98,0,2,99,0,22,98,7,9,43,4,50,13,95,88,5,1,1,75,0,1,23,2,95,62,88,43,63,21,8,30,1,65,0,45,2,69,16,54,9,16,5,0,0,0,54,26,73,56,0,0,0,16,0,97,95,55,0
Ricky Davis,MIN,27.1,Wing,3010,40,32,81,23,25,38,87,80,47,83,34,78,76,92,92,31,62,56,85,67,8,25,66,80,8,69,69,84,62,6,9,18,12,69,90,89,95,32,28,24,37,61,25,33,75,79,82,59,20,64,80,32,89,35,16,37,73,8,75,55,31,87,90,24,94,81,26,62,49,47,30,78,64,49,38,40,63,81,68,46,68,63,70,87,80,79,84,56,90,85,63,87,86,19,48,93,81,41,49,45,70,86,60,41,55,68
Carlos Delfino,DET,24.2,Wing,1277,36,58,64,86,91,83,89,39,42,23,20,25,22,46,59,59,46,16,19,5,76,61,88,87,96,23,21,92,41,51,80,64,85,96,21,33,22,86,75,89,65,80,55,74,10,21,11,57,35,58,40,47,68,71,40,64,13,85,86,29,36,39,19,12,34,16,35,52,44,78,5,59,19,57,63,62,37,95,21,81,89,65,22,84,14,29,16,5,71,32,23,52,38,80,13,16,12,75,57,68,31,38,35,28,36,66
