player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Seth Curry,DAL,26.2,Combo,2015,19,74,76,34,34,0,53,77,16,68,94,48,95,29,31,82,81,82,81,70,28,58,67,58,66,53,56,39,72,69,86,74,87,35,54,21,32,54,84,80,68,22,40,25,30,73,59,81,67,81,25,66,16,94,53,96,81,25,28,28,48,10,29,79,40,61,88,92,94,14,73,83,87,26,43,37,76,22,90,78,15,89,62,14,76,98,92,97,77,97,87,87,89,8,61,68,69,68,79,79,90,89,55,79,55,66
Stephen Curry,GSW,28.6,Point,2627,52,83,62,75,65,0,44,88,50,67,75,85,98,56,27,71,99,100,99,39,92,90,43,14,96,78,38,15,88,45,91,84,80,38,60,17,33,37,11,10,74,61,55,60,37,20,18,79,19,78,72,17,86,57,9,46,100,89,100,90,95,40,23,51,78,73,84,99,99,99,1,0,0,98,99,100,97,99,86,98,86,67,93,97,81,98,94,52,79,71,76,88,96,37,8,29,6,79,98,96,100,96,10,12,6,48
Troy Daniels,MEM,25.3,Wing,1133,7,7,36,47,6,0,15,38,14,66,72,60,33,18,11,81,67,63,43,36,77,49,64,64,42,53,8,31,58,37,83,68,88,45,60,54,60,84,47,69,77,46,75,66,35,11,11,82,68,81,80,73,75,67,65,70,40,79,78,78,88,32,66,54,11,20,63,48,51,11,31,46,34,58,94,92,70,72,71,75,69,80,68,81,71,50,1,21,32,26,97,48,72,3,11,61,42,47,100,96,2,71,20,61,12,68
Anthony Davis,NOP,23.6,Big,2700,90,79,98,37,87,36,86,81,78,98,63,98,68,74,30,86,91,75,62,34,43,91,94,98,30,54,42,95,77,82,96,80,96,79,80,84,91,59,98,98,82,33,33,27,41,36,34,52,90,48,46,89,37,63,79,63,80,45,48,81,60,91,79,82,45,72,33,28,28,88,58,51,53,47,10,13,8,40,10,13,66,4,27,9,40,42,80,74,66,74,0,15,19,28,83,90,93,44,54,51,48,21,67,58,61,38
Deyonta Davis,MEM,19.9,Big,212,92,10,4,64,41,0,2,0,72,26,94,4,65,0,2,18,21,16,14,10,70,58,47,93,7,8,2,80,13,48,85,77,87,98,100,28,99,20,37,23,20,86,90,96,32,17,16,8,62,11,69,81,67,2,36,5,31,58,96,34,96,2,1,71,10,24,75,89,90,38,48,82,75,15,48,35,15,86,9,84,54,87,6,85,5,68,49,99,14,39,0,0,0,81,31,66,44,0,0,0,69,0,74,54,71,0
Ed Davis,POR,27.4,Big,787,35,23,5,87,65,0,42,19,84,62,7,10,46,21,47,16,12,17,10,31,91,75,16,37,13,76,5,9,62,76,87,91,61,64,31,89,72,55,9,11,78,77,42,63,37,13,12,50,35,55,54,1,60,48,58,48,10,96,69,96,94,81,26,10,6,3,14,79,55,11,87,67,87,75,34,44,26,44,29,13,76,9,56,51,67,49,13,81,0,89,0,0,0,90,53,0,20,0,0,0,50,0,64,52,43,0
DeMar DeRozan,TOR,27.2,Wing,2615,20,47,90,76,75,58,69,64,96,89,27,100,61,96,47,78,18,60,31,44,21,92,4,49,1,34,40,15,25,3,17,14,40,37,16,87,55,4,92,53,54,48,36,39,58,54,56,27,6,38,35,2,56,33,16,40,35,32,5,88,46,95,86,83,81,89,36,26,26,1,97,100,100,4,2,1,30,2,56,12,12,51,52,9,59,28,79,90,62,80,45,1,14,39,100,100,100,4,3,1,54,16,100,97,94,69
Dewayne Dedmon,SAS,27.2,Big,1252,83,63,17,74,93,92,96,38,85,42,84,8,95,22,49,10,47,30,34,5,94,29,73,89,65,43,17,85,50,92,79,76,74,78,98,71,96,21,55,35,76,58,20,33,72,27,41,45,89,30,52,13,54,43,95,41,11,90,72,72,82,35,65,22,57,38,17,41,25,55,62,49,55,19,54,43,94,71,84,78,72,60,89,55,78,93,80,57,59,63,0,0,0,89,37,23,23,0,0,0,92,0,54,32,62,0
Sam Dekker,HOU,22.5,Forward,1335,53,39,85,100,53,80,32,0,34,5,73,41,56,49,59,73,38,42,42,40,55,23,43,70,51,9,46,48,22,59,30,10,86,90,74,42,62,56,14,22,70,28,32,24,75,44,58,73,92,65,93,92,87,47,83,47,25,56,80,86,71,86,31,5,61,7,74,56,63,81,61,60,64,17,18,13,72,83,51,71,73,61,67,93,47,75,69,47,92,61,64,10,27,81,31,7,3,66,58,58,92,29,20,17,15,0
Malcolm Delaney,ATL,27.6,Combo,1187,11,42,35,11,53,0,0,55,32,92,34,56,18,81,73,21,69,58,49,89,15,63,70,55,88,69,50,49,61,96,83,79,78,16,59,46,54,60,77,79,85,22,58,34,33,27,22,90,92,88,91,59,80,67,94,64,49,26,40,22,11,69,58,36,78,75,9,76,48,1,32,92,77,95,80,91,80,61,82,81,75,87,70,75,70,16,13,18,82,76,3,20,9,10,11,100,97,60,29,29,32,9,79,84,60,26
Matthew Dellavedova,MIL,26.1,Point,1971,8,23,40,19,15,0,31,69,12,33,33,10,23,33,81,23,38,37,24,43,76,65,49,39,63,56,36,45,67,66,65,79,39,75,27,6,8,17,59,30,98,27,14,13,4,21,5,14,76,12,30,33,26,11,78,11,26,88,71,78,80,52,45,70,81,84,7,15,5,23,80,26,54,73,64,69,23,52,32,6,53,13,41,63,46,25,0,65,21,44,36,48,46,13,92,15,63,69,67,75,6,46,13,27,17,25
Luol Deng,LAL,31.5,Forward,1478,44,61,100,66,71,75,88,23,31,41,64,42,12,44,53,76,55,28,35,31,32,52,83,87,13,83,89,74,78,20,59,61,48,62,38,52,42,76,84,89,80,14,28,14,59,56,60,89,16,83,25,30,31,95,39,93,36,30,34,34,31,56,33,23,34,24,77,63,74,7,24,85,63,70,82,83,45,53,43,30,39,59,60,66,49,17,54,41,7,7,54,16,30,49,51,64,61,56,44,46,15,30,68,69,34,73
Cheick Diallo,NOP,20.1,Big,163,44,20,63,77,92,91,98,0,63,2,7,66,64,1,0,83,13,53,38,66,71,30,2,1,97,2,96,6,1,1,22,7,70,0,1,0,0,70,68,74,93,94,56,86,1,2,0,14,0,51,84,0,95,4,1,17,20,41,68,24,76,2,98,76,42,70,0,85,40,0,100,94,100,1,25,8,99,59,99,14,7,20,100,96,99,68,99,58,83,74,0,0,0,25,93,93,99,0,0,0,69,0,56,47,46,0
Boris Diaw,UTA,34.5,Big,1274,4,13,90,9,2,77,4,54,7,23,55,62,9,95,99,14,28,30,42,48,23,48,40,19,77,46,66,19,60,40,45,42,53,36,46,77,64,49,4,5,52,29,27,22,14,95,79,80,22,86,82,33,88,58,33,59,51,11,30,43,25,73,73,47,24,31,5,42,12,90,20,29,17,65,43,47,13,35,8,12,52,10,21,54,15,14,53,67,25,28,65,1,7,38,39,72,55,76,68,68,41,9,99,96,97,89
Gorgui Dieng,MIN,26.8,Big,2640,59,72,57,47,54,60,72,86,37,31,49,19,52,60,75,51,76,63,73,52,16,49,79,75,49,72,99,76,93,37,80,72,71,50,75,60,77,60,49,53,81,61,8,20,43,48,47,55,27,69,88,60,89,24,33,32,82,10,26,17,22,38,58,62,75,74,79,71,82,24,11,98,83,74,23,33,16,45,11,11,24,18,32,46,20,43,48,60,79,72,81,0,95,36,54,97,91,67,39,49,40,92,29,41,18,92
Spencer Dinwiddie,BKN,23.6,Point,1261,98,31,23,58,58,0,92,38,98,19,42,6,77,21,65,65,67,57,25,92,49,68,69,54,71,80,87,51,44,83,53,19,90,42,46,62,57,24,61,45,87,49,11,18,39,43,40,95,82,79,77,53,33,94,77,84,72,60,13,10,16,13,20,16,95,43,69,27,44,33,68,57,67,86,35,48,27,12,31,85,62,55,10,2,19,56,38,15,98,35,91,46,63,73,75,21,31,60,46,48,37,67,50,46,52,65
Toney Douglas,MEM,30.6,Combo,370,68,69,8,95,92,0,0,64,58,89,81,31,23,68,81,40,31,80,33,51,97,83,5,5,19,99,1,2,99,49,52,95,3,1,9,76,23,24,27,21,33,10,39,15,99,78,96,40,41,66,43,16,59,54,34,70,22,99,87,99,97,87,60,95,45,88,1,41,10,24,58,80,77,23,54,44,87,44,90,92,36,92,78,75,88,21,68,58,95,85,0,0,4,32,77,69,79,3,71,47,77,4,65,44,18,95
Goran Dragic,MIA,30.5,Point,2447,42,48,42,77,31,0,85,40,58,73,23,79,81,50,31,62,63,87,77,37,78,67,20,16,22,23,59,29,18,6,9,6,39,22,80,28,59,53,8,12,56,54,68,64,71,17,29,17,26,16,35,24,27,14,47,17,62,67,72,77,76,58,67,33,42,40,69,95,93,33,96,16,74,37,44,41,90,71,92,90,74,93,79,80,81,79,81,83,31,63,48,79,81,54,85,42,67,56,25,29,77,81,65,48,65,46
Andre Drummond,DET,23.2,Big,2406,62,96,64,96,100,41,99,0,68,80,54,80,22,31,12,50,8,32,51,45,70,8,4,2,46,11,95,4,30,69,6,13,5,14,24,6,6,19,8,6,18,89,18,61,55,78,76,72,70,64,51,82,42,70,82,68,28,75,73,79,92,21,36,35,44,37,82,46,61,69,94,2,30,58,53,51,55,51,53,73,92,55,35,52,41,56,63,45,5,41,0,0,0,64,95,10,71,0,32,28,54,0,83,63,73,99
Jared Dudley,PHX,31.3,Forward,1352,32,51,15,15,59,85,27,11,10,63,15,37,73,80,95,8,82,51,56,68,26,42,94,96,67,55,38,96,42,79,86,92,60,97,84,55,76,98,35,83,84,69,10,25,87,14,32,78,70,71,69,51,62,76,85,70,50,25,24,48,37,61,33,73,56,69,26,73,55,49,47,28,31,49,75,72,55,29,58,59,16,67,25,13,34,85,92,78,88,92,6,96,70,8,12,69,47,49,93,90,80,71,25,78,17,0
Mike Dunleavy,ATL,36.1,Wing,438,61,13,44,44,68,0,60,57,35,71,0,19,93,60,86,50,8,2,25,2,0,65,73,82,31,83,22,66,57,78,63,72,47,88,97,26,77,34,25,20,98,75,2,9,71,5,13,75,47,61,45,97,22,85,80,81,4,0,23,11,8,48,30,97,2,37,66,12,27,65,46,33,35,46,57,52,24,52,28,39,92,50,12,23,19,94,55,0,17,11,96,90,96,32,0,54,29,77,86,86,18,96,2,2,18,0
Mike Dunleavy,CLE,36.1,Wing,314,32,3,22,29,49,0,0,0,41,31,0,25,20,44,69,32,36,23,9,73,8,9,68,71,31,59,40,59,62,93,66,91,17,32,36,21,19,81,79,88,81,6,53,14,79,44,59,56,97,29,84,96,78,32,99,11,25,22,4,1,8,4,23,84,13,38,66,8,17,0,46,92,84,70,95,94,23,8,30,22,2,37,37,31,39,23,89,0,3,0,35,15,28,48,21,12,4,96,67,88,38,28,11,15,0,40
Kris Dunn,MIN,22.6,Combo,1257,98,95,3,53,85,0,37,0,42,39,47,26,11,65,82,6,22,24,23,35,92,29,39,40,82,26,19,45,13,86,46,43,58,77,55,20,31,77,15,33,14,52,80,71,78,57,70,37,79,45,34,84,45,57,68,57,22,90,86,78,83,45,14,51,26,36,55,40,43,68,79,13,39,14,64,47,31,74,20,53,53,40,24,70,14,15,32,61,29,35,16,17,16,56,55,87,87,37,18,15,27,16,76,47,56,77
Kevin Durant,GSW,28.1,Forward,2051,97,59,90,20,100,47,95,93,92,90,81,93,98,97,92,54,90,92,93,84,15,94,69,59,5,93,61,34,93,90,87,95,48,57,16,57,25,12,89,72,86,53,30,39,35,19,18,72,87,60,49,44,37,80,78,79,94,8,63,76,30,95,97,68,77,82,23,77,61,49,60,51,56,40,47,45,92,75,82,86,49,88,92,71,75,93,100,88,95,93,82,70,71,44,80,73,81,7,49,22,97,70,73,51,56,95
Wayne Ellington,MIA,28.9,Wing,1463,9,32,93,18,18,67,20,78,4,41,18,38,75,23,25,97,64,62,53,74,58,25,62,45,82,27,38,74,31,43,26,21,46,73,24,74,40,30,42,31,11,53,77,70,73,66,77,36,47,38,22,28,28,55,63,49,46,75,47,55,42,72,45,60,67,65,47,34,37,26,5,70,23,78,90,91,59,47,58,81,27,89,37,55,31,82,96,18,89,87,52,60,69,2,1,68,39,88,94,96,75,67,8,36,7,43
Monta Ellis,IND,31.0,Combo,1978,76,65,55,16,60,0,58,21,71,53,66,35,55,44,47,16,31,37,49,74,20,55,34,45,62,22,43,34,33,14,33,16,66,66,25,61,39,39,62,54,6,71,91,89,87,38,58,69,33,78,83,71,85,47,14,53,57,14,53,33,41,34,62,14,51,25,39,78,69,87,57,66,67,36,7,9,41,58,47,35,89,29,42,39,53,56,79,81,45,56,39,41,37,68,40,84,77,61,6,18,71,37,60,48,40,32
Joel Embiid,PHI,22.6,Big,781,100,74,41,57,74,88,94,73,92,100,12,99,63,92,54,12,96,69,70,15,73,100,99,97,48,86,78,99,79,85,98,97,89,83,83,87,94,74,88,90,96,21,45,26,38,4,4,25,68,14,8,30,9,62,49,38,92,78,85,32,69,9,64,14,96,56,94,53,70,33,36,76,60,30,68,55,3,93,4,5,28,6,6,95,8,35,31,30,81,47,0,76,66,40,62,63,63,40,70,62,23,67,83,57,96,83
James Ennis,MEM,26.3,Forward,1466,46,53,10,76,41,0,69,59,81,14,32,20,75,41,56,20,56,55,37,45,44,92,53,86,39,39,29,66,48,17,30,29,36,78,94,89,97,24,68,49,8,61,82,77,58,75,74,69,33,76,29,48,47,74,51,76,63,54,37,13,30,14,19,31,51,38,46,50,49,70,34,29,24,67,60,63,52,62,50,50,96,42,50,46,54,69,34,37,24,24,86,50,66,92,3,20,2,71,41,47,59,66,47,32,73,63
Tyler Ennis,HOU,22.2,Point,129,0,35,2,90,4,0,0,0,0,56,100,52,0,52,60,6,4,0,24,0,90,0,60,99,10,20,0,92,32,62,7,24,7,84,96,51,95,93,93,96,40,0,93,4,34,100,99,14,87,7,39,3,79,9,100,0,0,90,41,89,58,95,99,0,1,0,54,80,76,38,93,83,93,2,13,5,12,63,20,1,100,4,50,26,58,2,98,6,0,0,0,0,0,77,87,17,54,15,29,23,12,0,100,98,13,83
Tyler Ennis,LAL,22.2,Point,378,46,81,52,10,8,0,0,0,17,8,79,23,58,6,10,79,100,73,73,74,43,63,100,79,100,100,97,99,100,99,91,100,1,56,43,99,95,85,8,20,94,8,50,17,55,14,18,97,83,91,87,12,91,97,97,89,84,17,56,38,50,37,37,46,77,64,16,83,66,97,77,31,57,4,5,2,58,59,41,76,20,12,47,1,55,71,27,48,35,40,0,98,71,81,42,8,12,63,56,54,44,73,71,79,67,73
Tyreke Evans,NOP,27.1,Combo,453,48,87,52,18,98,94,82,38,92,90,87,95,34,94,74,61,17,24,2,89,70,77,20,14,50,37,49,56,25,81,17,53,7,70,65,93,90,9,2,1,35,49,35,41,88,59,80,8,77,2,17,73,2,6,74,4,13,77,87,43,40,51,8,9,71,25,36,1,1,48,66,8,21,61,84,82,22,76,11,71,93,66,11,81,6,31,44,13,24,10,0,26,21,100,15,15,8,2,50,27,44,30,94,85,77,90
Tyreke Evans,SAC,27.1,Combo,313,82,68,89,58,90,0,79,15,68,26,40,85,61,55,26,63,24,4,7,5,84,3,89,30,84,99,94,47,99,87,100,100,73,53,85,63,83,47,28,31,16,95,98,99,21,1,1,74,21,64,86,28,88,63,66,45,3,58,83,25,73,4,9,9,27,7,4,26,9,82,32,8,7,55,80,78,12,67,6,59,99,38,5,10,4,63,39,19,5,2,0,96,96,82,44,24,19,19,60,45,23,96,74,82,29,85
Dante Exum,UTA,21.3,Combo,1163,65,10,5,89,31,0,71,51,69,61,63,40,45,18,27,18,27,19,33,15,32,8,53,62,69,27,33,58,40,30,85,63,93,55,72,25,45,58,69,70,41,83,15,51,27,75,61,23,13,24,4,25,6,82,14,80,28,28,30,19,18,41,37,17,26,14,10,49,24,95,19,11,6,36,66,55,30,48,14,67,15,78,22,61,6,44,60,69,8,45,8,44,18,97,19,0,0,94,26,63,89,18,48,56,82,18
Kenneth Faried,DEN,27.0,Big,1275,48,69,69,96,75,49,92,37,79,66,68,49,74,35,32,78,30,50,25,45,95,77,19,21,37,64,21,20,73,62,67,80,35,31,28,34,24,22,54,37,44,54,51,52,52,51,52,16,44,17,43,57,44,19,54,27,48,99,81,92,99,17,34,34,11,13,55,39,44,90,69,49,63,17,9,8,14,39,16,24,48,20,17,50,27,69,43,53,16,34,0,0,0,86,54,19,29,0,37,35,72,0,75,63,39,0
Derrick Favors,UTA,25.3,Big,1180,59,85,62,68,56,0,77,18,48,49,38,71,17,53,41,63,44,27,40,44,42,19,72,41,52,77,81,77,72,55,51,40,63,32,53,53,57,58,24,32,68,33,21,21,66,60,67,7,60,4,14,56,8,17,54,14,48,59,37,18,54,6,16,91,79,94,51,73,69,12,86,96,97,2,14,6,39,50,52,30,91,29,52,29,69,19,22,92,44,66,0,0,0,46,66,90,87,45,43,42,22,0,25,25,19,38
Kay Felder,CLE,21.6,Point,281,83,90,13,15,50,0,73,10,87,62,2,62,8,19,6,44,9,1,11,3,4,73,80,82,85,59,68,81,51,29,75,12,97,51,93,78,94,2,75,20,99,11,5,3,34,33,27,89,55,80,49,41,62,92,95,84,11,11,8,28,18,68,15,2,86,41,44,16,19,63,18,92,72,4,40,19,0,21,0,54,4,90,0,17,0,8,33,2,33,6,0,0,0,87,44,87,75,48,6,10,4,0,75,77,40,37
Cristiano Felicio,CHI,24.3,Big,930,17,43,37,83,58,66,49,26,89,21,44,9,85,33,60,51,40,39,63,30,42,69,49,60,65,57,13,41,47,80,84,70,84,7,87,69,87,92,82,91,56,91,91,97,2,5,1,29,70,25,59,37,67,19,84,14,26,47,51,81,37,93,75,16,17,10,32,67,54,87,4,3,1,99,85,96,77,54,70,73,31,64,82,50,74,87,72,18,31,15,0,0,0,92,12,49,17,0,0,0,86,0,71,57,36,0
Raymond Felton,LAC,32.4,Combo,1537,71,71,45,48,77,95,85,43,10,27,47,32,34,37,45,74,3,4,3,64,18,13,11,31,40,12,11,21,9,2,5,10,16,25,45,81,68,16,69,46,6,33,97,86,55,59,61,35,2,55,16,64,17,76,3,77,7,9,9,54,22,90,9,45,19,18,20,2,2,75,74,7,22,28,71,59,5,6,9,7,89,7,9,8,19,52,81,26,40,29,95,24,47,71,45,73,58,35,34,26,56,47,77,71,61,58
Yogi Ferrell,BKN,23.5,Point,126,87,2,54,88,10,0,0,0,62,54,0,25,12,2,2,4,6,44,83,15,55,0,2,1,95,12,3,0,18,98,98,100,2,4,2,7,1,19,3,3,8,31,82,64,83,81,89,87,48,92,98,79,99,81,68,78,94,39,64,57,81,12,70,21,100,99,90,27,51,15,2,57,11,100,89,99,0,34,0,3,60,5,1,99,1,4,90,0,46,19,0,10,4,46,2,65,13,38,92,87,50,4,69,98,0,96
Yogi Ferrell,DAL,23.5,Point,1021,56,69,38,37,37,0,0,81,33,75,54,38,54,31,42,83,47,48,35,69,47,62,48,43,27,48,36,31,37,51,94,40,99,49,37,33,29,50,43,45,73,10,50,18,86,45,66,11,57,14,36,17,28,9,67,18,52,37,79,87,49,99,17,21,38,23,20,82,67,38,8,79,38,79,67,74,12,66,5,26,52,9,15,78,8,62,25,46,25,25,30,83,77,25,19,69,35,58,83,79,17,79,46,58,38,67
Dorian Finney-Smith,DAL,23.5,Forward,1538,63,66,34,47,34,0,24,41,41,3,19,12,15,25,49,39,45,45,54,60,73,28,49,52,50,21,77,59,15,79,41,34,53,82,47,11,17,45,58,52,65,36,49,38,74,35,48,54,81,42,49,61,42,44,73,38,59,70,66,76,70,77,80,81,44,66,22,33,27,51,49,20,24,78,72,77,17,53,9,39,62,32,18,38,7,22,41,19,25,14,14,54,21,56,8,22,15,88,68,85,47,21,29,27,59,51
Bryn Forbes,SAS,23.3,Combo,237,0,0,61,2,6,0,95,0,2,0,0,44,24,34,40,89,3,3,5,25,5,57,11,19,7,20,71,13,14,22,11,9,42,27,63,31,46,18,21,14,27,9,37,13,61,99,98,25,26,30,95,1,96,3,89,3,11,27,14,8,31,5,1,42,6,9,8,66,37,41,29,49,33,11,91,76,14,12,25,34,95,82,13,23,13,42,0,27,95,87,0,59,44,0,29,85,73,82,95,95,31,46,19,0,10,63
Evan Fournier,ORL,24.0,Wing,2228,4,49,39,54,10,0,53,43,75,85,70,84,69,81,59,36,91,90,82,44,78,34,75,79,24,48,65,41,36,46,85,38,97,80,91,13,54,90,31,63,61,3,65,13,65,83,86,91,64,93,81,40,85,86,65,87,77,66,89,82,84,60,79,55,67,64,84,58,72,84,86,14,47,42,21,21,69,81,49,65,64,38,64,79,55,56,45,54,54,56,30,53,53,72,76,36,56,20,47,31,61,54,69,73,62,61
Randy Foye,BKN,33.1,Combo,1210,44,27,53,6,79,89,69,72,19,16,16,19,50,27,56,15,37,43,58,56,12,53,40,25,64,50,48,19,55,35,69,87,30,69,34,54,41,15,11,8,17,48,30,36,94,81,94,74,10,80,89,28,86,52,18,65,68,13,17,37,28,66,59,13,80,24,58,63,63,22,58,31,40,80,77,82,10,23,16,24,26,23,9,29,14,48,37,27,16,13,74,39,46,42,6,5,2,74,100,97,35,44,26,66,63,60
Tim Frazier,NOP,26.0,Point,1477,21,44,17,65,33,0,83,19,73,58,13,19,21,69,90,37,57,68,54,49,65,62,37,43,34,72,41,26,63,51,66,78,43,68,40,50,43,31,37,29,87,49,51,49,42,9,11,61,26,67,83,73,90,40,21,35,67,70,55,44,53,33,50,75,41,62,41,64,56,34,75,78,83,34,25,24,35,58,37,28,19,36,45,59,43,21,50,13,37,17,0,25,21,75,48,50,37,19,48,38,25,21,44,25,44,50
Channing Frye,CLE,33.5,Big,1346,38,39,59,5,50,0,46,91,10,53,37,51,84,17,14,86,46,43,73,61,2,58,53,63,28,65,26,30,61,84,91,82,88,63,19,97,74,30,16,15,90,53,1,4,64,73,76,68,85,62,87,61,76,48,95,49,85,3,20,3,3,11,93,20,62,41,51,24,30,51,4,21,6,73,97,96,10,46,15,5,41,3,28,61,39,86,46,46,97,91,65,87,90,4,16,53,23,93,98,98,56,91,1,5,32,38
Danilo Gallinari,DEN,28.2,Forward,2128,12,15,97,10,47,73,47,98,95,95,29,76,90,61,37,83,88,88,73,76,83,95,70,58,42,37,88,80,56,46,29,19,56,28,42,83,74,35,65,54,66,51,12,21,78,56,69,44,52,48,70,65,55,26,20,32,88,86,80,87,91,50,47,51,100,96,37,58,51,79,40,76,63,19,20,16,18,74,25,47,29,68,14,78,20,64,68,49,68,59,84,76,77,37,44,86,69,20,69,49,51,77,66,66,66,56
Langston Galloway,NOP,24.9,Wing,1062,10,73,53,30,30,74,16,26,12,5,61,55,35,43,36,93,53,52,29,67,54,85,52,54,63,45,41,75,32,83,21,63,4,47,67,86,86,44,39,38,23,59,64,65,32,80,68,43,89,27,42,22,34,48,89,36,20,71,79,67,49,83,43,5,85,24,52,24,27,9,10,35,13,48,100,99,86,83,84,97,97,95,48,64,44,46,5,24,31,27,54,76,75,8,16,75,54,37,95,87,5,76,34,78,52,54
Langston Galloway,SAC,24.9,Combo,367,18,3,94,50,21,98,0,0,21,44,0,18,65,10,18,34,95,91,92,36,82,72,92,90,50,83,26,96,95,88,23,94,1,16,13,99,81,98,92,97,16,92,18,67,100,29,74,24,73,36,15,95,11,33,36,55,80,74,89,98,72,100,41,92,31,79,87,97,97,27,52,53,51,48,73,70,75,97,65,12,47,13,87,99,73,73,15,10,56,37,0,100,98,5,27,97,94,56,58,58,10,100,3,3,21,0
Marc Gasol,MEM,31.8,Big,2524,71,56,93,2,44,50,24,88,46,95,63,96,51,98,93,75,67,81,86,76,11,89,36,28,23,92,43,20,91,92,87,81,83,68,4,3,2,46,55,48,89,70,2,7,66,53,60,48,84,37,81,67,61,36,87,34,93,7,29,27,23,60,75,63,83,83,45,68,65,52,65,26,41,89,43,56,43,34,36,5,33,7,80,43,78,31,67,69,65,71,0,81,78,6,92,84,94,41,74,65,17,79,70,62,80,77
Pau Gasol,SAS,36.3,Big,1618,75,14,87,43,88,63,75,44,50,77,35,81,62,85,77,79,46,65,76,90,6,38,25,16,8,65,78,27,70,5,14,50,4,80,8,39,12,25,10,8,27,43,20,24,77,93,94,28,4,56,24,29,35,39,3,57,88,4,22,43,27,74,31,92,73,93,82,69,82,22,83,65,82,63,29,37,12,23,17,21,45,35,19,34,22,66,28,63,86,82,100,100,100,20,83,88,92,69,57,57,25,100,44,60,50,38
