Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Anthony Edwards,MIN,20.2,Wing,2459,83,86,75,45,66,58,17,37,68,70,66,93,55,88,61,26,77,89,84,92,47,9,43,57,4,39,60,43,43,67,27,42,16,33,15,57,57,41,1,88,12,78,50,67,57,57,94,3,68,9,39,41,36,43,43,18,74,11,17,69,7,36,53,35,89,89,85,18,72,34,64,19,84,84,68,73,96,94,73,78,82,84,84,2,97,97,99,9,35,18,89,89,98,91,89,87,70,79,97,92,76,51
Kessler Edwards,BKN,21.2,Forward,920,79,49,41,72,36,0,21,0,13,15,89,18,29,3,6,14,33,26,59,65,5,22,52,50,92,46,16,52,52,43,36,60,43,72,21,50,50,18,55,40,49,69,67,74,50,50,47,20,46,24,66,71,77,52,52,93,39,94,92,91,92,67,20,72,26,26,38,3,32,4,2,40,59,59,26,76,95,94,74,43,57,59,59,24,69,50,63,49,65,63,26,26,91,71,91,48,86,27,96,40,99,38
CJ Elleby,POR,21.4,Wing,1065,82,45,23,94,87,81,77,8,87,53,46,39,10,56,72,10,47,66,75,61,43,15,28,16,5,49,86,28,28,3,66,26,36,31,55,16,16,23,31,25,20,27,42,33,16,16,43,39,9,14,54,92,89,28,28,67,29,73,55,81,28,72,8,78,66,66,73,40,33,65,72,44,75,75,52,83,55,79,96,35,73,75,75,34,94,18,75,37,43,40,66,66,73,21,82,39,50,48,84,45,85,8
Wayne Ellington,LAL,33.9,Wing,745,17,32,88,13,11,90,18,0,2,15,0,15,79,11,18,83,26,27,15,1,98,37,43,40,10,73,65,43,43,18,85,34,94,84,91,40,40,95,20,64,28,29,16,14,40,40,22,39,57,48,75,74,82,43,43,46,29,35,33,72,41,54,35,44,27,27,4,98,43,97,95,75,15,15,12,16,51,23,15,13,8,15,15,100,8,1,1,62,44,49,27,27,37,16,43,37,66,35,53,14,62,83
Joel Embiid,PHI,27.6,Big,2295,72,79,82,37,94,42,51,84,96,98,42,100,68,96,65,67,75,67,57,77,70,55,68,62,60,67,66,68,68,65,64,40,68,49,73,62,62,67,73,36,66,19,75,45,62,62,55,62,49,60,11,64,30,68,68,40,41,40,13,39,12,65,20,64,67,67,56,70,77,84,60,93,57,57,53,56,39,49,61,42,50,57,57,65,32,41,30,65,51,60,67,67,53,67,37,93,27,97,18,72,9,28
Drew Eubanks,POR,24.7,Big,632,12,62,65,69,58,0,76,83,33,59,12,43,89,57,57,35,22,25,23,31,19,66,36,57,90,9,4,36,36,82,5,10,21,17,47,57,57,22,78,67,80,60,60,65,57,57,46,41,69,57,71,35,47,36,36,9,19,10,6,27,13,20,45,15,25,25,18,24,71,28,35,29,23,23,72,31,10,14,74,11,20,23,23,15,59,35,44,97,64,86,25,25,83,79,81,84,28,87,73,85,66,91
Drew Eubanks,SAS,24.7,Big,557,80,31,65,73,49,0,89,81,72,95,58,52,48,72,78,4,84,79,66,46,50,93,70,63,26,73,51,70,70,39,55,84,46,73,21,63,63,57,52,34,38,57,54,57,63,63,80,43,17,24,74,29,43,70,70,95,79,94,63,71,48,98,72,97,79,79,81,52,88,89,81,86,66,66,43,77,49,69,49,61,61,66,66,68,63,64,64,57,19,25,79,79,22,83,23,58,92,50,17,61,21,31
Derrick Favors,OKC,30.3,Big,652,14,58,47,51,52,0,1,0,11,6,6,11,13,25,45,99,79,70,50,87,17,38,73,68,40,16,75,73,73,75,22,24,42,20,69,68,68,17,67,54,68,88,62,83,68,68,50,33,21,19,67,72,78,73,73,20,36,22,51,32,31,18,32,22,70,70,60,29,48,45,29,73,50,50,55,13,60,26,41,76,69,50,50,27,24,51,31,59,87,85,70,70,56,62,67,33,46,43,80,82,84,22
Dorian Finney-Smith,DAL,28.5,Forward,2638,39,64,56,74,13,84,44,13,21,21,26,22,88,41,54,52,44,8,1,70,88,94,94,97,27,60,30,94,94,97,72,5,74,32,86,97,97,92,94,99,99,20,88,74,97,97,4,93,53,89,85,54,74,94,94,21,13,36,9,59,4,44,4,56,8,8,6,85,97,44,90,6,1,1,1,25,3,5,17,17,10,1,1,47,57,24,37,96,32,65,8,8,9,80,15,74,32,89,3,52,5,93
Malachi Flynn,TOR,23.5,Combo,480,29,33,29,42,49,90,66,0,30,73,75,25,39,41,68,95,14,59,44,71,61,51,3,10,2,48,22,3,3,3,40,24,25,28,33,10,10,12,10,65,13,32,23,20,10,10,84,29,23,18,70,32,43,3,3,15,32,16,13,93,4,22,10,30,59,59,57,66,2,50,61,35,44,44,35,74,62,71,87,45,71,44,44,9,94,96,98,51,8,14,59,59,36,1,61,19,21,36,53,1,69,64
Bryn Forbes,SAS,28.3,Wing,649,5,26,82,1,27,83,0,94,39,61,24,72,54,46,19,49,34,50,61,28,82,25,26,18,3,92,97,26,26,4,95,11,59,73,34,18,18,11,42,97,92,13,52,28,18,18,39,98,73,97,12,10,5,26,26,83,6,86,77,6,95,89,11,75,50,50,19,79,64,89,71,95,61,61,70,64,82,77,88,22,60,61,61,43,77,84,88,41,12,16,50,50,92,61,89,92,93,95,72,55,57,48
Bryn Forbes,DEN,28.3,Combo,590,18,2,30,13,1,0,75,97,53,1,62,30,73,9,8,79,82,76,76,96,45,14,70,45,52,71,33,70,70,25,48,68,85,59,86,45,45,52,16,36,13,59,69,70,45,45,30,71,26,52,56,69,71,70,70,84,68,81,58,13,54,87,47,81,76,76,81,47,61,64,70,49,76,76,58,67,95,89,64,47,54,76,76,51,60,67,66,47,32,34,76,76,64,61,63,52,29,62,62,58,52,72
Trent Forrest,UTA,23.4,Wing,695,22,84,84,76,36,0,31,33,92,69,72,49,46,92,98,1,95,94,81,71,57,86,80,89,84,27,39,80,80,95,17,73,77,30,92,89,89,87,63,53,64,14,82,61,89,89,93,1,23,2,90,52,78,80,80,20,81,32,35,39,42,19,54,31,94,94,95,55,24,34,18,72,81,81,44,31,83,46,34,94,89,81,81,69,6,49,11,56,81,77,94,94,29,41,19,8,22,7,70,58,65,34
Evan Fournier,NYK,29.0,Wing,2357,37,61,50,22,14,43,12,14,26,28,74,69,50,67,50,57,64,82,67,41,83,87,32,68,62,15,22,32,32,48,8,61,30,43,27,68,68,13,83,76,88,73,91,92,68,68,4,84,81,89,89,57,80,32,32,83,60,82,32,16,32,90,52,90,82,82,43,84,22,91,65,97,67,67,48,18,72,42,79,75,80,67,67,40,23,87,58,28,63,53,82,82,89,25,98,68,8,82,87,46,97,61
De'Aaron Fox,SAC,23.9,Point,2074,60,30,38,6,38,88,80,19,90,48,76,82,62,38,0,74,26,33,69,2,72,84,36,28,88,28,63,36,36,13,58,89,96,64,98,28,28,81,91,26,76,4,15,5,28,28,70,19,43,20,52,60,61,36,36,43,66,60,10,94,31,66,61,67,33,33,2,90,74,98,59,99,69,69,90,58,48,56,98,4,38,69,69,73,39,9,14,78,59,69,33,33,99,90,97,96,34,80,95,98,94,58
Tim Frazier,ORL,31.0,Point,199,24,0,2,64,8,0,0,0,62,22,56,6,4,30,90,8,48,68,71,50,36,72,25,7,83,78,60,25,25,21,56,85,50,59,38,7,7,32,5,22,4,79,21,36,7,7,29,54,66,65,21,76,60,25,25,51,84,42,31,55,25,65,74,56,68,68,70,42,29,62,55,68,71,71,76,38,49,39,89,49,69,71,71,69,74,15,43,8,67,40,68,68,68,33,69,53,56,39,64,25,69,2
Melvin Frazier Jr.,OKC,25.2,Combo,119,0,0,64,86,11,0,81,0,56,33,55,28,1,1,0,99,37,55,47,11,80,67,25,64,23,38,22,25,25,30,14,29,91,51,95,64,64,70,78,77,85,54,20,26,64,64,84,78,69,82,12,9,4,25,25,20,35,26,9,78,7,49,50,53,55,55,56,72,21,58,63,41,47,47,24,29,12,13,19,96,83,47,47,47,30,4,6,86,89,92,55,55,12,9,10,11,9,22,32,33,26,1
Markelle Fultz,ORL,23.4,Combo,356,69,94,86,16,86,0,0,43,60,86,91,98,45,100,90,15,20,22,48,42,1,76,34,13,93,16,68,34,34,9,22,12,41,8,88,13,13,98,36,3,6,12,13,7,13,13,7,92,96,98,6,56,22,34,34,91,12,97,85,85,90,74,7,82,22,22,65,1,3,2,1,38,48,48,31,86,42,73,19,84,70,48,48,21,73,88,88,20,45,32,22,22,41,30,46,73,76,54,24,10,29,44
Wenyen Gabriel,LAL,24.6,Forward,291,88,3,0,99,79,86,52,3,93,64,74,48,50,4,3,54,98,83,85,82,28,43,98,91,11,98,99,98,98,91,99,93,97,96,87,91,91,84,87,10,66,37,57,46,91,91,100,2,0,0,40,86,80,98,98,71,90,56,93,94,76,41,58,40,83,83,95,21,4,20,29,25,85,85,43,82,79,86,57,80,79,85,85,57,19,45,24,36,81,70,83,83,20,4,19,43,16,57,15,2,9,57
Daniel Gafford,WAS,23.1,Big,1427,94,33,33,79,38,0,64,35,78,75,93,33,97,38,39,39,11,5,27,27,2,15,47,65,92,22,61,47,47,37,13,83,92,84,91,65,65,17,75,80,85,30,93,79,65,65,26,93,82,95,3,44,11,47,47,87,74,95,50,37,72,92,99,98,5,5,37,2,61,6,1,65,27,27,10,49,60,54,24,48,29,27,27,58,17,47,23,4,93,71,5,5,2,92,1,55,72,48,1,98,1,97
Danilo Gallinari,ATL,33.2,Forward,1657,11,6,87,21,84,80,43,97,61,96,6,68,71,50,28,95,70,90,98,38,38,45,23,6,78,42,64,23,23,14,40,58,23,52,17,6,6,50,16,12,8,16,14,8,6,6,33,78,41,70,42,52,50,23,23,63,46,64,46,15,53,71,41,71,90,90,94,50,41,44,33,63,98,98,94,73,63,73,91,41,76,98,98,87,4,12,2,83,80,85,90,90,56,57,52,66,61,53,38,49,35,52
Darius Garland,CLE,21.8,Point,2424,18,50,88,40,10,0,48,92,32,80,70,86,80,88,68,28,29,37,13,62,71,84,38,50,46,41,17,38,38,46,23,46,53,36,66,50,50,53,76,17,55,23,75,58,50,50,21,91,49,87,83,17,32,38,38,25,48,20,57,47,54,15,62,15,37,37,30,60,60,67,58,71,13,13,37,18,6,8,33,21,19,13,13,70,47,46,42,14,60,41,37,37,24,51,16,4,54,9,66,65,46,80
Marcus Garrett,MIA,23.0,Combo,121,92,86,3,100,79,0,0,0,77,5,92,0,0,0,2,100,4,7,5,37,10,97,12,76,10,4,55,12,12,61,11,18,4,2,44,76,76,97,0,83,0,50,98,98,76,76,1,70,95,90,29,96,93,12,12,13,66,47,96,100,91,3,65,29,7,7,22,3,91,20,27,31,5,5,0,59,96,96,1,25,4,5,5,38,5,93,41,76,59,68,7,7,30,78,32,99,99,99,2,95,2,0
Usman Garuba,HOU,19.6,Big,165,58,18,20,52,94,0,96,0,65,1,51,2,64,48,91,82,82,71,79,96,6,56,75,81,38,29,95,75,75,79,40,82,39,49,36,81,81,34,22,61,29,75,95,95,81,81,44,43,43,41,52,66,65,75,75,72,93,61,88,46,72,52,71,45,71,71,91,4,29,8,6,32,79,79,99,90,80,92,26,40,27,79,79,3,68,99,98,21,41,30,71,71,79,53,78,71,10,77,67,49,61,64
Luka Garza,DET,22.8,Big,332,15,24,21,94,6,74,8,11,64,81,74,72,11,56,36,81,39,16,24,4,78,33,74,59,83,47,23,74,74,75,42,22,37,39,46,59,59,66,67,69,74,37,48,43,59,59,24,71,45,66,80,49,65,74,74,63,15,57,52,40,73,62,33,43,16,16,11,80,34,81,77,71,24,24,15,9,51,13,36,46,40,24,24,94,29,1,3,57,71,68,16,16,25,19,29,45,81,43,28,17,37,11
Rudy Gay,UTA,35.2,Big,1021,18,46,61,14,45,48,10,74,23,10,28,64,19,46,27,71,5,6,4,14,94,24,15,19,26,85,23,15,15,25,46,15,73,59,70,19,19,71,77,64,80,3,8,3,19,19,84,54,12,27,29,46,32,15,15,4,15,12,5,37,19,9,30,26,6,6,6,97,57,82,92,27,4,4,3,21,13,15,26,10,10,4,4,93,95,1,39,35,15,16,6,6,2,18,2,1,92,1,27,4,42,18
Paul George,LAC,31.5,Forward,1073,26,98,68,0,86,91,93,82,49,99,26,100,38,99,79,11,41,11,40,33,46,6,87,84,41,76,90,87,87,84,80,11,52,40,60,84,84,53,19,86,43,87,72,86,84,84,72,16,50,20,29,71,59,87,87,75,13,75,84,80,81,63,13,62,11,11,17,44,76,38,42,43,40,40,59,40,57,41,78,25,46,40,40,16,88,42,77,93,30,61,11,11,59,70,53,83,42,73,31,34,32,24
Taj Gibson,NYK,36.4,Big,939,73,45,11,58,21,91,17,86,45,19,27,2,62,15,51,44,87,94,94,93,80,12,46,29,35,42,51,46,46,35,49,97,54,66,37,29,29,64,41,22,24,48,14,14,29,29,48,7,15,5,52,98,96,46,46,52,96,33,50,53,39,58,79,40,94,94,97,70,50,83,91,37,94,94,80,90,69,91,59,79,80,94,94,59,91,11,59,49,31,34,94,94,38,22,35,22,20,28,58,43,46,54
Josh Giddey,OKC,19.1,Wing,1693,52,48,92,93,97,89,94,15,30,75,34,90,8,100,100,2,80,65,40,66,54,51,76,63,83,57,33,76,76,79,51,77,69,64,61,63,63,64,57,40,50,10,80,51,63,63,69,9,61,17,59,63,67,76,76,22,76,14,31,24,25,21,78,14,65,65,39,76,74,56,59,51,40,40,60,32,55,39,93,28,60,40,40,9,77,57,74,41,83,75,65,65,71,67,69,49,57,31,80,51,88,10
Shai Gilgeous-Alexander,OKC,23.3,Point,1941,90,48,56,36,66,76,84,47,90,90,30,92,68,64,4,84,92,83,75,68,84,6,86,76,27,76,73,86,86,65,74,88,58,68,41,76,76,73,71,57,72,80,39,55,76,76,85,53,26,37,45,19,19,86,86,79,95,70,32,58,21,91,91,86,83,83,86,66,67,64,79,26,75,75,43,76,53,71,75,86,90,75,75,12,89,60,86,64,46,54,83,83,30,39,37,41,77,32,26,13,36,48
Anthony Gill,WAS,29.0,Big,405,19,8,17,52,7,0,8,68,90,26,24,25,79,51,63,60,31,25,33,89,49,25,52,31,4,89,97,52,52,16,95,26,96,96,83,31,31,74,94,7,72,49,5,8,31,31,87,81,35,70,8,17,7,52,52,24,9,25,24,30,7,23,7,36,25,25,35,53,73,43,50,37,33,33,84,4,86,15,71,20,28,33,33,59,41,88,75,8,43,23,25,25,51,73,45,44,93,30,55,81,62,74
Freddie Gillespie,ORL,24.4,Big,118,97,58,9,75,59,0,21,0,47,96,84,10,1,28,51,5,81,73,67,98,8,66,73,43,3,97,98,73,73,25,97,88,81,97,16,43,43,2,92,33,82,97,10,47,43,43,99,11,52,17,22,4,3,73,73,90,57,83,86,99,63,87,17,85,73,73,70,10,35,71,66,64,67,67,62,95,95,99,5,38,12,67,67,3,88,59,83,38,86,80,73,73,77,37,87,56,93,76,70,12,75,1
Rudy Gobert,UTA,29.3,Big,2116,94,34,89,81,100,49,95,32,99,99,17,39,98,16,15,24,33,59,56,32,81,73,18,4,52,39,92,18,18,14,58,50,35,67,14,4,4,22,1,41,2,58,15,22,4,4,56,29,43,28,56,59,64,18,18,44,18,37,14,9,19,72,31,61,59,59,64,57,21,75,68,73,56,56,89,58,44,51,66,27,39,56,56,44,75,85,88,35,14,16,59,59,48,17,38,59,34,56,47,26,33,98
Brandon Goodwin,CLE,26.1,Point,472,12,78,30,82,58,0,66,0,68,36,88,36,26,60,80,20,13,67,66,91,9,92,2,2,12,47,34,2,2,1,41,79,6,35,4,2,2,13,16,21,10,7,17,7,2,2,30,38,14,17,90,83,94,2,2,34,87,19,14,75,5,59,83,58,67,67,87,9,9,8,6,34,66,66,50,98,38,91,35,38,36,66,66,82,19,51,28,67,36,44,67,67,70,32,76,60,40,68,57,47,52,36
Aaron Gordon,DEN,26.1,Forward,2373,51,10,90,85,53,68,37,37,82,83,71,72,89,65,45,19,10,56,57,29,2,100,2,2,85,19,8,2,2,12,12,7,83,17,95,2,2,4,5,15,2,95,10,33,2,2,20,3,97,34,89,75,89,2,2,1,4,0,5,2,16,1,28,0,56,56,100,2,23,1,7,2,57,57,13,97,9,72,87,57,60,57,57,74,53,14,26,1,93,54,56,56,1,94,1,3,100,2,3,98,2,87
Eric Gordon,HOU,32.9,Wing,1669,46,4,100,3,2,72,68,34,67,60,43,67,90,78,76,6,30,48,70,55,4,48,24,36,67,19,42,24,24,47,12,28,19,11,58,36,36,67,13,85,31,22,43,28,36,36,50,55,36,47,52,50,54,24,24,25,44,29,35,40,39,23,54,27,48,48,85,8,66,9,27,12,70,70,63,77,75,81,51,43,48,70,70,67,38,40,33,91,26,54,48,48,28,76,33,39,56,38,38,66,49,89
Devonte' Graham,NOP,26.7,Point,2147,20,32,86,34,4,0,40,56,26,42,78,34,40,14,20,88,11,31,31,31,37,23,9,13,11,54,35,9,9,18,63,3,41,25,68,13,13,29,69,26,54,27,31,24,13,13,9,70,34,57,57,93,92,9,9,8,9,10,26,28,38,6,22,7,31,31,19,46,16,46,45,53,31,31,19,43,70,55,20,84,65,31,31,14,60,88,82,16,76,56,31,31,48,8,62,14,47,34,83,31,81,40
Jerami Grant,DET,27.6,Big,1496,50,68,94,2,5,0,24,91,56,64,21,92,28,75,50,79,28,73,53,19,79,96,6,12,72,20,15,6,6,3,14,66,48,38,61,12,12,29,49,70,64,21,18,13,12,12,9,73,67,77,88,57,78,6,6,50,72,51,78,96,76,27,33,28,73,73,63,85,20,29,55,15,53,53,66,24,39,25,48,62,57,53,53,71,37,76,54,19,40,29,73,73,82,12,86,96,10,98,45,40,37,12
Hassani Gravett,ORL,25.3,Combo,170,28,47,34,1,77,100,0,0,29,59,0,9,96,45,80,6,89,93,81,11,93,97,59,32,96,69,42,59,59,68,69,96,3,32,3,32,32,12,80,43,76,93,19,47,32,32,37,83,84,89,87,6,15,59,59,92,96,77,85,25,89,88,96,69,93,93,71,89,93,88,100,3,81,81,52,89,43,81,74,64,73,81,81,79,28,53,34,13,63,42,93,93,100,54,99,89,14,61,100,36,99,98
Danny Green,PHI,34.4,Wing,1346,96,91,39,54,25,65,81,0,3,8,96,12,50,20,44,19,61,71,78,48,64,86,41,68,54,19,7,41,41,52,31,84,49,29,72,68,68,63,21,57,31,90,57,80,68,68,26,90,15,69,29,71,59,41,41,30,97,14,60,79,35,23,91,18,71,71,86,76,19,84,86,64,78,78,68,72,43,65,87,50,74,78,78,36,52,7,17,69,87,87,71,71,21,5,29,24,57,23,28,3,40,71
Draymond Green,GSW,31.7,Big,1328,57,94,59,6,62,0,94,26,59,35,23,62,47,99,100,1,2,3,4,6,20,63,20,50,28,54,5,20,20,8,47,4,64,32,80,50,50,95,7,50,11,26,39,29,50,50,29,58,41,51,21,87,72,20,20,89,1,85,92,48,85,73,5,73,3,3,4,9,3,10,40,3,4,4,29,20,74,42,9,2,2,4,4,28,73,5,28,55,89,86,3,3,32,4,18,77,29,53,25,4,22,49
JaMychal Green,DEN,31.4,Big,1048,34,89,16,42,57,58,46,97,38,29,5,48,45,52,48,39,22,5,5,79,3,31,76,94,41,16,40,76,76,92,18,40,88,70,88,94,94,84,70,89,88,63,94,92,94,94,23,96,55,94,86,6,15,76,76,17,27,16,7,69,2,35,59,38,5,5,13,5,67,38,35,52,5,5,18,13,36,16,3,21,6,5,5,10,12,68,32,70,95,94,5,5,5,82,3,12,32,5,14,79,13,33
Jalen Green,HOU,19.7,Combo,2116,45,10,94,23,35,79,0,40,81,58,51,71,57,27,13,49,91,62,64,10,76,45,95,98,78,5,72,95,95,96,3,19,49,22,78,98,98,98,55,89,82,34,96,91,98,98,68,50,19,31,37,55,50,95,95,96,55,98,52,28,81,97,64,97,62,62,64,67,81,25,45,20,64,64,73,37,34,33,4,82,46,64,64,92,36,16,18,60,28,35,62,62,80,90,38,35,82,16,90,84,69,56
Javonte Green,CHI,28.3,Forward,1506,61,79,39,91,31,66,79,65,88,33,17,5,97,6,29,82,21,49,35,25,58,79,11,26,33,12,28,11,11,15,9,57,37,20,66,26,26,7,3,53,7,33,91,84,26,26,31,23,36,21,57,92,91,11,11,29,87,29,17,80,9,49,92,57,49,49,70,74,12,22,45,13,35,35,50,25,55,27,21,52,37,35,35,49,19,86,54,45,46,46,49,49,9,5,9,4,45,4,30,16,25,96
Jeff Green,DEN,35.2,Big,1834,11,14,74,2,4,46,17,89,82,18,70,35,76,41,37,65,58,53,59,79,21,31,57,67,19,77,67,57,57,29,84,19,62,42,72,67,67,85,29,73,47,31,59,45,67,67,36,19,76,38,51,74,75,57,57,81,48,84,78,43,70,74,58,77,53,53,68,20,42,31,16,64,59,59,62,86,76,87,66,23,35,59,59,5,62,34,45,100,60,91,53,53,42,38,48,23,26,35,68,30,66,56
Josh Green,DAL,21.0,Wing,928,70,92,10,94,58,83,41,16,46,28,70,20,76,62,91,13,81,55,25,57,64,88,87,60,96,85,54,87,87,73,74,34,78,73,71,60,60,37,17,17,9,88,86,92,60,60,42,52,60,60,53,45,48,87,87,94,11,91,99,68,96,70,6,68,55,55,25,47,76,65,17,95,25,25,30,16,8,8,32,67,56,25,25,41,23,48,29,96,46,77,55,55,90,77,89,91,21,91,68,76,65,82
Blake Griffin,BKN,32.6,Big,936,9,67,48,29,39,0,43,50,31,76,78,55,9,83,87,94,70,68,77,36,64,41,59,46,31,37,93,59,59,49,33,47,50,24,75,46,46,28,33,4,7,76,83,87,46,46,14,50,73,66,18,94,79,59,59,36,58,22,19,65,11,57,42,45,68,68,67,37,45,63,16,94,77,77,89,88,68,88,30,57,44,77,77,35,43,79,65,8,77,49,68,68,56,71,51,68,51,65,42,87,39,6
Quentin Grimes,NYK,21.5,Wing,750,65,81,20,59,21,72,53,0,8,37,98,37,52,44,61,38,82,29,51,24,37,16,97,53,48,97,96,97,97,78,98,57,77,95,19,53,53,41,46,65,57,77,33,47,53,53,83,9,48,14,48,54,57,97,97,82,27,79,65,70,57,82,46,78,29,29,41,47,19,12,7,45,51,51,88,11,43,15,21,50,35,51,51,61,8,47,13,76,75,79,29,29,15,52,10,17,70,11,27,21,23,67
Kyle Guy,MIA,24.2,Combo,148,34,14,48,2,14,0,0,0,18,64,92,26,89,28,39,70,76,81,82,11,92,71,56,13,13,100,57,56,56,10,100,98,94,99,1,13,13,3,40,0,1,78,60,72,13,13,98,1,2,0,97,43,84,56,56,76,57,78,21,52,20,90,30,91,81,81,84,91,65,43,56,27,82,82,14,95,91,98,53,71,73,82,82,88,22,20,14,75,39,53,81,81,41,90,19,46,93,67,43,91,18,93
Rui Hachimura,WAS,23.7,Forward,917,21,35,82,37,64,0,80,24,44,68,39,77,72,46,15,79,5,4,8,3,50,11,26,40,19,37,93,26,26,43,28,29,35,80,9,40,40,12,43,42,42,6,95,73,40,40,25,92,31,83,42,43,37,26,26,55,13,33,79,59,63,33,42,19,4,4,15,65,4,5,19,5,8,8,17,15,11,8,64,44,51,8,8,27,82,75,85,38,33,31,4,4,3,12,3,34,40,45,2,15,3,83
Tyrese Haliburton,IND,21.7,Combo,937,83,89,91,64,48,82,80,66,87,39,16,73,95,98,95,11,90,64,46,80,18,72,93,72,82,83,89,93,93,73,55,55,56,27,79,72,72,26,95,6,70,95,30,72,72,72,90,20,9,8,84,31,54,93,93,98,32,98,93,98,84,94,16,95,64,64,57,44,70,12,26,13,46,46,80,64,54,61,47,16,16,46,46,32,81,39,67,10,75,50,64,64,83,84,85,69,87,48,74,29,84,95
