Player,Team,Age,Pos,MIN,BLK% Rank,STL% Rank,FOUL% Rank,fgOR% Rank,fgDR% Rank,ftOR% Rank,ftDR% Rank,FT% Rank,SFLD% Rank,FFLD% Rank,AND1% Rank,Usage Rank,PSA Rank,AST% Rank,AST:Usg Rank,TOV% Rank,OnOff_Opp_Diff Rank,OnOff_Opp_OFFENSE: Pts/Poss Rank,OnOff_Opp_OFFENSE: eFG% Rank,OnOff_Opp_OFFENSE: TOV% Rank,OnOff_Opp_OFFENSE: ORB% Rank,OnOff_Opp_OFFENSE: FT Rate Rank,OnOff_Opp_DEFENSE: Pts/Poss Rank,OnOff_Opp_DEFENSE: eFG% Rank,OnOff_Opp_DEFENSE: TOV% Rank,OnOff_Opp_DEFENSE: ORB% Rank,OnOff_Opp_DEFENSE: FT Rate Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_HALFCOURT: Pts/Play Rank,OnOff_Opp_HALFCOURT: OREB% Rank,OnOff_Opp_HALFCOURT: % of Plays Rank,OnOff_Opp_PUTBACKS: Pts/Miss Rank,OnOff_Opp_PUTBACKS: Plays/Miss Rank,OnOff_Opp_PUTBACKS: Pts/Play Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_TEAM FG%: Rim Rank,OnOff_Opp_TEAM FG%: Short Mid Rank,OnOff_Opp_TEAM FG%: Long Mid Rank,OnOff_Opp_TEAM FG%: All Mid Rank,OnOff_Opp_TEAM FG%: Corner Three Rank,OnOff_Opp_TEAM FG%: Non Corner Rank,OnOff_Opp_TEAM FG%: All Three Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_eFG% Rank,OnOff_Opp_SHOT FREQUENCY: Rim Rank,OnOff_Opp_SHOT FREQUENCY: Short Mid Rank,OnOff_Opp_SHOT FREQUENCY: Long Mid Rank,OnOff_Opp_SHOT FREQUENCY: All Mid Rank,OnOff_Opp_SHOT FREQUENCY: Corner Three Rank,OnOff_Opp_SHOT FREQUENCY: Non Corner Rank,OnOff_Opp_SHOT FREQUENCY: All Three Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_Pts/Poss Rank,OnOff_Opp_ALL TRANSITION: Pts+/Poss Rank,OnOff_Opp_ALL TRANSITION: Freq Rank,OnOff_Opp_ALL TRANSITION: Pts/Play Rank,OnOff_Opp_OFF STEALS: Pts+/Poss Rank,OnOff_Opp_OFF STEALS: Freq Rank,OnOff_Opp_OFF STEALS: Pts/Play Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Opp_OFF LIVE REBOUNDS: Freq Rank,OnOff_Opp_OFF LIVE REBOUNDS: Pts/Play Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_HALFCOURT: Pts/Play Rank,OnOff_Team_HALFCOURT: OREB% Rank,OnOff_Team_HALFCOURT: % of Plays Rank,OnOff_Team_PUTBACKS: Pts/Miss Rank,OnOff_Team_PUTBACKS: Plays/Miss Rank,OnOff_Team_PUTBACKS: Pts/Play Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_TEAM FG%: Rim Rank,OnOff_Team_TEAM FG%: Short Mid Rank,OnOff_Team_TEAM FG%: Long Mid Rank,OnOff_Team_TEAM FG%: All Mid Rank,OnOff_Team_TEAM FG%: Corner Three Rank,OnOff_Team_TEAM FG%: Non Corner Rank,OnOff_Team_TEAM FG%: All Three Rank,OnOff_Team_eFG% Rank,OnOff_Team_eFG% Rank,OnOff_Team_SHOT FREQUENCY: Rim Rank,OnOff_Team_SHOT FREQUENCY: Short Mid Rank,OnOff_Team_SHOT FREQUENCY: Long Mid Rank,OnOff_Team_SHOT FREQUENCY: All Mid Rank,OnOff_Team_SHOT FREQUENCY: Corner Three Rank,OnOff_Team_SHOT FREQUENCY: Non Corner Rank,OnOff_Team_SHOT FREQUENCY: All Three Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_Pts/Poss Rank,OnOff_Team_ALL TRANSITION: Pts+/Poss Rank,OnOff_Team_ALL TRANSITION: Freq Rank,OnOff_Team_ALL TRANSITION: Pts/Play Rank,OnOff_Team_OFF STEALS: Pts+/Poss Rank,OnOff_Team_OFF STEALS: Freq Rank,OnOff_Team_OFF STEALS: Pts/Play Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts+/Poss Rank,OnOff_Team_OFF LIVE REBOUNDS: Freq Rank,OnOff_Team_OFF LIVE REBOUNDS: Pts/Play Rank,eFG% Rank
Bobby Jackson,MEM,32.6,Combo,1753,13,64,44,80,91,78,35,28,36,71,45,85,29,53,27,85,62,58,76,58,43,23,62,67,49,89,11,62,62,55,93,75,50,71,32,67,67,33,53,81,78,20,83,64,67,67,87,12,40,22,32,52,44,62,62,44,73,34,62,94,31,30,51,31,58,58,61,41,28,27,24,48,76,76,83,35,23,27,42,73,65,76,76,31,12,38,17,95,85,90,58,58,64,54,70,61,44,81,58,61,53,45
Jermaine Jackson,MIL,29.4,Point,181,62,12,23,98,73,0,0,0,96,98,96,2,79,21,98,0,0,1,18,1,1,90,2,29,0,36,23,2,2,16,34,5,75,65,69,29,29,4,82,12,36,97,49,85,29,29,58,80,86,92,58,1,5,2,2,0,8,1,1,51,12,2,59,1,1,1,11,4,2,3,8,6,18,18,10,40,40,38,5,89,65,18,18,11,82,72,85,8,69,42,1,1,5,0,22,1,24,10,34,1,44,62
Jim Jackson,PHX,35.0,Wing,399,69,22,25,39,73,0,64,0,3,9,0,45,3,41,35,12,14,6,6,2,97,10,74,94,46,16,57,74,74,98,8,2,10,4,45,94,94,98,34,24,22,50,94,93,94,94,47,44,45,43,88,33,61,74,74,15,5,51,5,2,55,42,49,65,6,6,4,98,95,89,97,11,6,6,72,0,37,7,51,10,16,6,6,16,25,91,75,73,37,50,6,6,2,42,4,37,23,40,2,38,4,2
Luke Jackson,CLE,24.0,Wing,248,43,63,39,89,36,98,66,0,30,66,31,47,5,59,65,0,18,23,9,1,99,31,30,34,62,57,45,30,30,79,40,10,82,87,49,34,34,19,72,81,87,59,11,18,34,34,52,56,59,61,10,59,33,30,30,4,1,12,50,1,75,1,20,6,23,23,6,99,83,44,87,9,9,9,5,2,51,6,4,89,35,9,9,74,9,8,3,91,92,94,23,23,73,62,52,97,86,94,32,65,20,5
Marc Jackson,BKN,30.8,Big,375,14,11,36,57,23,0,3,64,27,51,77,84,18,81,70,58,11,27,49,2,92,17,10,48,29,10,45,10,10,31,9,9,12,5,57,48,48,1,98,93,99,39,50,47,48,48,71,31,80,66,30,14,16,10,10,61,16,65,43,28,49,63,16,68,27,27,26,97,17,92,98,24,49,49,62,12,30,10,67,98,97,49,49,27,98,67,96,68,2,7,27,27,17,4,39,12,11,8,36,2,71,23
Marc Jackson,NOP,30.8,Big,566,2,22,80,65,33,55,37,92,10,37,96,81,39,62,43,54,67,90,90,13,99,24,14,2,65,86,61,14,14,2,73,83,74,81,34,2,2,3,83,17,43,0,64,4,2,2,87,47,33,34,20,36,24,14,14,92,46,87,95,67,97,87,14,67,90,90,83,93,91,78,95,9,90,90,46,98,10,49,87,100,100,90,90,87,19,36,21,88,28,53,90,90,89,48,90,54,51,33,91,64,93,38
Stephen Jackson,IND,27.6,Wing,2892,79,68,90,23,16,0,84,58,57,65,25,84,41,65,36,39,23,47,48,32,42,24,18,11,58,51,46,18,18,15,70,12,10,22,8,11,11,7,55,8,18,26,86,74,11,11,15,54,66,66,48,74,68,18,18,76,26,86,54,16,80,72,53,79,47,47,27,40,27,60,29,86,48,48,47,27,61,44,53,57,58,48,48,57,72,60,69,22,26,23,47,47,74,42,77,52,35,59,70,62,70,42
Jerome James,NYK,30.0,Big,404,85,2,3,71,28,0,10,33,63,22,80,79,25,53,32,2,7,4,4,8,57,4,37,24,71,39,62,37,37,48,76,19,67,58,68,24,24,72,9,27,10,1,84,18,24,24,72,81,6,21,38,81,70,37,37,19,4,51,7,58,31,40,9,60,4,4,7,44,15,15,32,21,4,4,2,7,55,16,41,66,55,4,4,14,74,35,50,91,65,80,4,4,4,12,2,34,27,70,4,16,0,26
LeBron James,CLE,20.8,Wing,3348,91,70,97,36,94,62,90,30,93,93,91,99,84,100,88,82,95,99,96,100,20,51,19,42,1,85,39,19,19,5,75,88,74,52,82,42,42,74,50,3,4,79,67,78,42,42,26,71,26,38,95,65,84,19,19,88,97,79,99,77,94,28,70,28,99,99,98,13,56,98,66,99,96,96,98,18,96,74,91,17,58,96,96,56,27,54,40,71,53,61,99,99,96,65,92,77,79,62,92,71,91,77
Mike James,TOR,30.4,Combo,2917,16,20,82,51,47,0,33,81,44,89,71,96,96,85,58,82,71,79,85,62,56,13,42,22,20,91,69,42,42,34,95,79,71,98,5,22,22,9,67,29,44,22,61,42,22,22,90,18,21,13,85,29,53,42,42,27,47,28,32,45,33,39,33,33,79,79,79,48,71,30,51,21,85,85,52,73,96,95,51,48,51,85,85,25,6,63,27,72,89,86,79,79,68,75,59,25,52,14,77,71,77,93
Antawn Jamison,WAS,29.4,Forward,3272,5,45,93,43,93,80,98,45,23,72,88,87,57,48,23,93,90,98,98,87,92,4,18,13,7,86,82,18,18,11,93,56,59,83,25,13,13,31,41,13,16,24,32,22,13,13,23,37,25,23,99,77,96,18,18,53,38,49,58,81,49,49,7,45,98,98,88,88,82,100,96,99,98,98,38,90,90,94,94,98,99,98,98,70,88,5,23,52,74,70,98,98,70,58,71,29,91,55,83,82,79,58
Marko Jaric,MIN,26.9,Wing,2088,56,92,31,55,25,47,36,18,36,76,31,55,19,95,98,20,88,76,65,81,57,35,84,70,57,53,78,84,84,92,56,28,8,38,2,70,70,36,58,82,79,87,67,82,70,70,16,33,69,57,85,62,75,84,84,79,24,85,38,2,65,85,51,87,76,76,71,64,16,40,43,45,65,65,43,32,75,66,78,39,56,65,65,54,90,11,38,80,54,66,76,76,52,14,68,66,41,69,40,10,58,26
Sarunas Jasikevicius,IND,29.7,Combo,1487,25,22,75,42,53,0,55,98,35,35,7,40,89,76,91,16,36,25,18,56,17,89,66,85,81,5,16,66,66,86,7,22,14,8,58,85,85,75,65,90,90,63,37,49,85,85,10,62,43,51,74,89,86,66,66,43,74,41,41,75,48,49,87,42,25,25,35,22,62,51,33,74,18,18,38,45,14,23,33,12,11,18,18,60,31,16,12,77,87,85,25,25,28,64,23,31,49,28,35,73,31,69
Al Jefferson,BOS,20.8,Big,1023,73,73,27,68,72,61,91,37,66,28,80,87,56,49,24,67,26,23,8,35,87,59,51,74,88,2,39,51,51,57,2,40,40,12,91,74,74,74,26,88,74,28,29,21,74,74,92,26,12,11,45,63,58,51,51,64,44,79,72,84,64,44,15,62,23,23,19,82,32,61,67,39,8,8,5,6,71,31,13,63,40,8,8,97,92,31,67,5,4,2,23,23,31,19,41,46,16,56,30,20,36,47
Richard Jefferson,BKN,25.4,Forward,3050,13,13,90,17,53,22,100,79,92,90,57,85,98,93,92,62,98,97,80,99,54,96,79,69,7,93,89,79,79,57,95,52,81,77,74,69,69,68,67,65,70,11,74,44,69,69,42,83,19,39,62,71,72,79,79,61,59,67,72,71,50,36,30,48,97,97,97,46,82,22,59,5,80,80,35,69,98,95,48,47,44,80,80,83,60,29,37,16,56,40,97,97,96,77,93,55,25,80,97,91,94,77
Jared Jeffries,WAS,23.9,Big,1941,35,79,72,50,4,39,8,21,67,25,32,42,30,89,97,42,60,32,62,71,24,2,86,80,49,76,97,86,86,81,86,55,83,80,69,80,80,87,79,28,51,32,41,31,80,80,91,47,6,8,81,50,66,86,86,71,45,82,79,19,87,50,61,59,32,32,49,21,74,50,42,56,62,62,61,13,35,17,89,83,91,62,62,61,61,49,55,14,53,39,32,32,8,88,9,10,30,16,16,80,14,32
Anthony Johnson,IND,31.1,Point,1960,92,44,71,46,25,60,65,32,29,54,31,42,58,60,56,54,75,83,80,74,67,42,39,58,11,61,62,39,39,43,57,64,45,76,18,58,58,47,76,51,69,42,52,50,58,58,59,21,72,52,18,59,39,39,39,81,64,79,45,62,30,87,36,91,83,83,82,61,62,56,65,36,80,80,88,59,66,65,55,65,65,80,80,31,27,84,68,44,47,46,83,83,66,47,65,55,75,55,60,35,55,75
DerMarr Johnson,DEN,25.5,Wing,879,98,28,36,31,26,76,11,75,11,22,95,32,69,25,29,45,23,27,40,61,39,5,38,45,20,76,36,38,38,18,79,42,78,84,48,45,45,60,68,65,71,8,26,11,45,45,33,86,9,30,95,69,85,38,38,90,16,94,89,13,93,75,54,84,27,27,41,10,43,24,17,49,40,40,57,32,13,14,46,86,77,40,40,10,36,43,35,99,73,90,27,27,33,56,33,25,32,29,53,70,49,79
Joe Johnson,ATL,24.3,Combo,3331,82,33,100,89,35,64,44,53,38,65,84,91,75,91,69,56,45,45,57,34,36,4,51,30,66,11,96,51,51,55,8,80,31,48,27,30,30,19,10,28,9,54,95,92,30,30,39,36,58,51,81,42,63,51,51,48,77,38,13,94,11,82,78,74,45,45,56,30,67,6,57,3,57,57,56,93,69,89,52,2,3,57,57,22,74,23,37,98,55,83,45,45,33,34,16,71,17,43,31,53,19,73
Linton Johnson,NOP,25.4,Forward,446,85,20,37,92,88,75,62,0,12,22,23,35,22,3,2,37,82,88,84,22,98,15,44,27,43,85,63,44,44,24,64,48,64,82,22,27,27,30,2,97,66,12,41,18,27,27,77,64,40,48,18,35,24,44,44,77,28,79,85,30,96,72,27,57,88,88,67,93,85,99,99,54,84,84,24,87,42,65,93,99,99,84,84,33,17,79,56,90,29,59,88,88,79,8,91,42,12,53,79,7,87,28
Dahntay Jones,MEM,24.8,Wing,894,82,81,18,21,48,78,20,7,73,19,23,36,10,15,11,29,5,2,7,10,18,28,20,11,69,71,31,20,20,8,77,57,66,51,73,11,11,4,39,18,20,54,72,73,11,11,35,54,69,68,59,33,41,20,20,48,29,59,49,83,57,48,49,53,2,2,6,17,50,26,57,9,7,7,22,6,9,4,70,71,76,7,7,71,24,97,91,2,9,4,2,2,21,56,14,45,44,54,21,78,10,12
Damon Jones,CLE,29.2,Combo,2051,11,11,96,4,9,0,16,5,7,0,82,2,78,18,51,91,49,80,92,64,7,70,14,10,51,67,34,14,14,40,45,10,13,20,15,10,10,15,41,69,58,18,19,12,10,10,6,64,84,84,44,65,60,14,14,6,37,3,18,19,12,8,64,7,80,80,95,12,23,49,41,58,92,92,81,80,63,77,43,40,40,92,92,29,7,0,0,100,98,100,80,80,38,18,44,46,37,60,34,44,34,89
Eddie Jones,MEM,34.0,Wing,2429,66,96,54,15,65,41,17,55,45,72,22,44,70,55,63,78,91,93,75,95,72,81,52,53,27,27,81,52,52,68,40,25,30,34,35,53,53,84,23,68,47,49,20,24,53,53,44,7,92,58,41,49,46,52,52,29,49,36,11,6,11,65,31,64,93,93,86,57,67,59,43,80,75,75,67,96,97,98,24,10,10,75,75,41,88,8,29,94,60,81,93,93,75,62,70,45,65,30,80,59,80,66
Fred Jones,IND,26.6,Wing,1775,60,52,70,7,15,0,43,43,55,57,74,61,48,76,75,33,28,19,37,11,24,83,63,79,87,14,12,63,63,88,10,23,28,11,81,79,79,46,30,95,84,81,70,81,79,79,26,94,27,64,54,57,55,63,63,19,44,20,22,51,38,38,75,35,19,19,39,31,44,37,48,37,37,37,42,47,41,43,13,56,37,37,37,20,49,48,46,85,71,79,19,19,14,50,11,54,84,47,7,48,6,50
James Jones,PHX,25.1,Forward,1693,83,23,67,3,25,32,33,92,22,52,38,32,72,10,7,100,41,72,66,80,25,71,14,20,65,26,54,14,14,19,27,89,23,33,22,20,20,26,20,78,52,12,27,13,20,20,26,57,48,52,56,74,71,14,14,55,89,36,22,66,9,80,88,74,72,72,89,23,23,41,52,31,66,66,83,85,74,86,42,37,34,66,66,19,25,84,67,44,64,59,72,72,15,27,28,11,23,17,33,57,42,73
Jumaine Jones,CHA,26.7,Forward,2054,37,67,55,38,75,60,3,40,8,37,92,47,45,17,18,88,36,65,70,62,68,12,17,26,23,50,41,17,17,21,56,39,19,45,14,26,26,16,32,39,31,89,57,80,26,26,30,67,68,75,27,51,39,17,17,50,58,55,45,95,39,50,47,57,65,65,73,64,25,45,50,44,70,70,19,71,80,86,57,57,65,70,70,20,16,35,19,97,86,92,65,65,19,19,22,41,37,48,17,28,17,53
Chris Kaman,LAC,23.5,Big,2550,68,34,74,46,87,27,84,78,49,55,66,61,82,42,30,23,71,68,59,72,46,35,62,57,13,9,98,62,62,71,29,53,48,58,40,57,57,80,7,33,8,82,58,75,57,57,31,13,35,19,97,88,95,62,62,49,23,52,34,71,35,75,13,76,68,68,67,26,73,81,77,66,59,59,71,54,37,45,97,26,60,59,59,86,78,53,69,19,9,8,68,68,61,76,47,59,80,51,54,76,43,73
Jason Kapono,MIA,24.7,Wing,600,25,1,4,22,50,0,14,94,6,12,23,11,81,22,56,83,5,6,3,19,54,37,18,39,40,77,3,18,18,8,71,29,77,77,69,39,39,39,40,74,63,45,21,21,39,39,86,48,33,33,9,53,28,18,18,62,23,71,24,86,26,78,55,83,6,6,5,42,7,39,56,27,3,3,5,66,42,57,13,20,9,3,3,13,32,82,69,35,77,66,6,6,14,2,15,29,1,58,19,6,21,84
Mario Kasun,ORL,25.6,Big,195,9,8,0,91,80,0,20,0,39,36,12,70,42,15,7,36,15,50,40,3,100,72,10,28,46,44,1,10,10,9,52,45,85,85,57,28,28,35,64,87,88,5,74,23,28,28,0,74,97,96,50,67,64,10,10,1,8,6,61,36,86,0,14,1,50,50,60,100,97,79,100,2,40,40,16,4,58,19,1,98,83,40,40,98,14,18,7,48,37,42,50,50,6,97,5,70,99,23,2,91,2,30
Viktor Khryapa,POR,23.2,Forward,1436,77,77,12,90,65,70,63,23,53,62,35,25,53,62,78,7,56,87,93,19,95,35,12,4,78,23,44,12,12,7,28,88,8,13,16,4,4,24,7,20,6,27,11,9,4,4,88,36,39,31,50,19,25,12,12,70,84,50,96,88,92,22,56,14,87,87,81,95,59,88,92,48,93,93,89,45,68,62,85,98,97,93,93,30,69,66,72,40,41,41,87,87,67,48,69,57,70,48,71,58,76,52
Jason Kidd,BKN,32.6,Point,2970,90,92,85,88,100,69,98,47,35,29,46,56,60,88,94,44,99,99,97,97,76,79,58,39,69,79,52,58,58,43,88,40,45,26,76,39,39,94,23,41,27,2,29,6,39,39,57,64,23,31,55,69,67,58,58,61,82,61,39,91,34,63,44,64,99,99,97,39,100,59,51,57,97,97,50,96,99,98,74,82,86,97,97,91,59,19,24,17,52,39,99,99,99,99,96,99,82,99,91,100,80,73
Andrei Kirilenko,UTA,24.7,Forward,2600,100,88,85,70,77,67,67,28,97,92,38,88,68,97,95,13,96,93,82,85,76,87,83,89,50,31,75,83,83,81,51,70,62,51,66,89,89,99,35,48,39,98,22,68,89,89,25,22,76,57,74,57,66,83,83,84,80,77,68,33,64,86,60,83,93,93,85,51,65,63,65,49,82,82,57,70,72,79,76,43,50,82,82,94,43,16,17,39,43,43,93,93,94,65,96,96,41,98,81,59,81,55
Linas Kleiza,DEN,20.8,Forward,467,80,25,8,75,63,50,28,30,85,25,73,43,47,12,12,97,26,26,12,76,82,18,43,40,12,79,36,43,43,23,51,77,84,94,26,40,40,37,6,89,59,48,38,39,40,40,32,95,9,44,53,81,76,43,43,31,67,35,17,27,27,53,70,47,26,26,13,83,85,65,69,40,12,12,39,36,17,18,3,39,7,12,12,56,6,56,22,82,76,79,26,26,83,68,67,19,89,20,98,71,88,37
Brevin Knight,CHA,30.0,Point,2339,23,100,46,31,54,54,94,53,85,71,63,77,35,98,90,65,42,52,53,63,45,26,35,52,56,5,76,35,35,48,6,15,8,10,25,52,52,47,48,36,34,33,76,63,52,52,63,58,29,35,78,41,60,35,35,85,18,88,49,10,43,88,22,93,52,52,30,46,89,76,63,80,53,53,81,45,54,49,38,68,52,53,53,38,42,98,97,1,11,4,52,52,84,78,83,72,71,63,80,88,81,15
Kyle Korver,PHI,24.6,Wing,2517,55,27,45,3,51,67,44,83,2,38,62,21,90,39,58,65,53,67,62,84,19,50,32,20,32,84,51,32,32,12,73,53,46,60,37,20,20,26,62,67,69,2,44,7,20,20,66,55,43,47,24,55,39,32,32,96,54,91,57,63,51,97,75,95,67,67,52,31,35,29,28,51,62,62,56,24,25,20,92,51,80,62,62,43,8,12,4,62,98,97,67,67,86,35,88,38,73,54,95,35,94,92
Nenad Krstic,BKN,22.3,Big,2463,39,16,61,41,32,28,3,55,37,69,58,73,61,58,42,68,97,96,94,91,59,16,78,35,37,84,99,78,78,46,94,96,78,79,67,35,35,86,4,58,14,14,22,11,35,35,69,38,3,3,99,86,98,78,78,60,73,55,48,76,38,57,42,62,96,96,91,30,89,66,51,79,94,94,60,87,100,99,62,67,66,94,94,77,57,77,75,2,23,8,96,96,92,97,85,95,87,92,74,96,67,59
Toni Kukoc,MIL,37.1,Forward,976,63,73,62,5,32,48,85,38,17,33,95,68,32,98,97,23,42,72,61,94,16,47,15,9,62,53,40,15,15,13,60,61,29,64,8,9,9,6,60,57,58,74,13,30,9,9,22,83,86,92,19,22,17,15,15,34,66,29,57,16,59,22,84,19,72,72,84,15,20,8,12,18,61,61,78,83,31,55,12,23,11,61,61,59,21,17,10,76,91,88,72,72,72,31,78,83,21,86,60,54,62,40
Raef LaFrentz,BOS,29.4,Big,2025,59,20,42,6,53,70,34,52,6,6,37,35,64,77,88,89,61,77,68,88,33,20,31,21,11,83,82,31,31,42,94,3,27,35,30,21,21,32,23,52,33,70,15,29,21,21,18,22,59,44,77,85,85,31,31,4,3,5,14,8,21,7,7,5,77,77,78,21,50,28,37,34,68,68,50,88,27,51,75,50,63,68,68,24,9,33,13,90,93,95,77,77,60,69,49,58,88,71,56,69,39,79
David Lee,NYK,22.5,Forward,1043,65,28,40,100,80,92,95,8,98,18,78,12,95,28,53,32,64,84,89,48,73,71,21,12,24,68,67,21,21,26,52,37,41,59,29,12,12,27,12,3,1,89,47,75,12,12,70,40,68,60,5,47,19,21,21,21,31,32,27,17,54,35,21,37,84,84,68,71,78,90,86,62,89,89,97,48,52,50,70,17,41,89,89,88,59,28,32,39,32,34,84,84,97,67,98,83,51,95,93,68,94,100
Voshon Lenard,DEN,32.5,Wing,238,46,56,47,2,65,0,0,0,4,24,76,71,14,60,43,85,36,7,27,26,58,1,93,97,69,23,33,93,93,98,31,26,21,16,49,97,97,99,5,86,44,66,96,96,97,97,0,77,90,93,89,85,88,93,93,59,11,39,28,3,61,74,25,35,7,7,41,50,87,15,76,2,27,27,18,16,100,91,78,1,3,27,27,25,69,50,62,29,74,61,7,7,2,71,7,12,99,18,6,19,17,35
Voshon Lenard,POR,32.5,Wing,200,61,93,37,17,41,0,0,0,42,73,17,82,25,91,81,7,85,81,78,29,89,65,72,35,100,4,8,72,72,65,3,4,13,13,33,35,35,23,13,27,12,7,97,86,35,35,76,88,9,30,56,43,48,72,72,97,16,96,41,8,62,98,41,98,81,81,70,71,80,92,95,37,78,78,25,99,59,92,64,13,22,78,78,42,18,1,1,96,100,99,81,81,77,63,74,3,61,3,100,67,99,44
Rashard Lewis,OKC,26.2,Forward,2870,62,83,92,25,20,55,43,83,62,95,53,90,87,72,47,83,31,74,62,94,19,46,7,7,33,34,81,7,7,4,38,46,90,39,98,7,7,75,17,4,3,18,7,5,7,7,75,45,39,38,47,37,40,7,7,35,71,40,90,12,96,17,89,18,74,74,79,43,64,85,77,76,62,62,54,82,39,66,36,44,42,62,62,47,68,29,40,86,49,69,74,74,15,37,21,21,64,13,23,19,35,82
Shaun Livingston,LAC,20.1,Wing,1494,92,45,20,54,38,53,45,21,31,43,9,49,16,98,100,5,23,21,23,27,68,37,49,45,89,29,41,49,49,54,32,36,27,36,34,45,45,52,89,25,58,43,57,54,45,45,42,93,87,95,22,2,3,49,49,44,29,61,64,59,80,31,45,37,21,21,20,66,49,76,85,35,23,23,69,18,12,10,31,33,27,23,23,91,53,25,28,54,23,33,21,21,23,20,33,48,64,31,12,8,23,24
Tyronn Lue,ATL,28.5,Point,1227,29,4,38,21,12,71,50,82,42,83,33,60,96,25,15,63,62,75,72,43,27,88,33,59,28,48,30,33,33,62,42,12,14,12,42,59,59,68,36,36,30,69,30,48,59,59,77,25,22,16,55,75,71,33,33,37,50,43,50,54,47,26,63,28,75,75,77,31,7,40,32,58,72,72,15,60,53,58,60,97,93,72,72,50,26,42,30,68,78,76,75,75,42,9,74,39,19,68,40,8,65,90
Mark Madsen,MIN,29.8,Big,635,39,86,15,31,21,87,4,2,34,85,15,1,4,9,22,8,50,24,5,45,94,19,83,79,75,60,33,83,83,83,50,81,58,76,31,79,79,42,28,62,52,37,90,88,79,79,98,87,2,10,70,8,21,83,83,39,32,38,97,92,98,4,43,4,24,24,9,94,81,70,93,10,5,5,9,45,4,8,45,36,29,5,5,47,19,46,26,46,85,80,24,24,36,50,32,51,69,33,32,28,29,13
Corey Maggette,LAC,26.0,Wing,932,15,15,63,65,92,64,68,80,99,95,31,93,85,53,15,26,86,87,85,54,25,99,58,80,21,45,42,58,58,66,54,48,30,17,64,80,80,84,54,77,74,60,63,66,80,80,21,92,80,94,14,19,14,58,58,25,89,20,19,38,10,39,79,37,87,87,96,27,80,13,29,14,85,85,65,76,81,88,45,43,41,85,85,85,11,11,4,66,92,88,87,87,72,95,56,92,98,84,37,92,36,52
Jamaal Magloire,MIL,27.4,Big,2462,54,11,73,70,97,34,89,14,75,88,34,59,22,23,19,21,34,30,74,3,51,24,55,60,3,65,99,55,55,50,77,55,70,69,59,60,60,34,90,56,82,39,51,47,60,60,20,32,18,15,96,97,99,55,55,70,19,81,20,3,60,89,53,89,30,30,22,57,19,57,43,68,74,74,74,24,73,52,82,67,81,74,74,61,89,55,79,37,10,12,30,30,52,54,73,42,75,51,51,28,72,28
Stephon Marbury,NYK,28.7,Combo,2186,20,27,93,25,29,55,24,42,87,62,64,76,65,95,82,69,73,79,58,86,68,37,45,71,13,54,55,45,45,69,69,26,56,49,63,71,71,70,25,53,35,52,84,83,71,71,43,93,16,49,75,45,60,45,45,10,64,13,45,16,37,7,72,14,79,79,74,81,75,62,64,46,58,58,23,49,94,85,33,77,60,58,58,68,46,63,60,38,22,26,79,79,16,63,10,23,50,26,19,79,14,49
Shawn Marion,PHX,27.5,Forward,3260,93,93,78,85,100,42,88,75,32,38,67,73,92,33,22,92,65,49,16,68,87,78,76,39,92,37,57,76,76,67,38,14,14,16,28,39,39,91,27,7,6,95,36,61,39,39,37,40,86,77,31,31,29,76,76,90,47,90,78,93,69,85,23,89,49,49,39,84,74,84,80,81,16,16,53,59,9,11,19,38,24,16,16,89,99,3,47,37,17,19,49,49,21,34,29,34,20,25,19,34,32,97
Sean Marks,SAS,30.2,Big,133,65,92,46,40,61,0,95,0,11,1,66,77,39,77,65,97,0,16,26,20,24,45,0,0,75,8,5,0,0,0,5,6,0,0,27,0,0,11,94,0,1,4,0,0,0,0,0,90,99,100,16,87,66,0,0,1,20,1,8,55,0,3,1,7,16,16,14,63,1,24,15,68,26,26,35,100,72,96,5,6,1,26,26,20,0,100,80,23,46,38,16,16,94,0,100,32,2,83,98,7,100,58
Donyell Marshall,CLE,32.5,Big,2056,22,76,92,8,81,64,40,75,6,25,14,56,40,41,35,80,44,83,96,40,8,92,8,22,54,28,13,8,8,32,26,5,21,35,16,22,22,17,12,72,45,56,51,57,22,22,8,73,89,90,23,55,38,8,8,7,10,6,10,7,12,12,26,11,83,83,96,21,9,19,11,54,96,96,84,64,22,36,81,71,85,96,96,44,1,0,0,100,99,100,83,83,47,13,60,22,25,33,67,55,70,44
