player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Darrell Armstrong,BKN,39.4,Combo,505,36,100,20,84,62,84,98,0,18,82,38,8,74,68,100,2,44,26,65,8,14,52,75,72,73,18,74,75,75,10,20,54,46,60,14,40,29,27,97,95,98,54,46,69,65,12,48,32,75,61,37,69,4,20,36,92,82,82,26,26,29,5,11,5,50,64,2,75,39,97,17,67,15,24,55,35,89,83,88,26,67,5,85,95,34,91,41,1,66,86,22,0,78,46,100,29,91,12,4,30,16,96,88,94,28,84,10,48,20,18
Hilton Armstrong,NOP,22.9,Big,663,55,37,12,60,29,60,81,31,73,69,31,36,34,29,33,8,9,12,18,6,84,49,22,26,94,40,6,22,34,44,77,44,72,12,47,1,84,29,88,25,49,14,97,54,87,86,13,36,22,10,41,8,12,42,26,20,50,11,12,15,72,27,75,43,89,29,49,22,25,27,53,34,43,19,94,83,1,61,17,12,2,32,2,52,52,44,1,39,1,29,32,16,30,14,0,0,0,82,44,31,25,0,0,0,29,0,98,92,95,0
Carlos Arroyo,ORL,28.3,Point,1216,28,9,64,9,45,78,27,79,80,59,78,42,81,52,55,61,52,80,47,71,61,84,16,15,50,18,84,16,17,31,51,12,17,29,43,24,43,31,27,14,10,51,3,81,40,42,68,59,16,81,70,85,87,78,78,61,35,66,80,73,59,10,35,37,42,80,75,24,49,64,30,43,20,64,77,79,23,57,44,80,63,17,68,29,13,40,74,28,71,69,52,91,84,91,22,58,43,47,33,88,73,63,34,34,78,43,94,98,61,92
Chucky Atkins,DEN,33.2,Combo,293,24,4,58,10,42,0,0,0,4,10,0,12,2,46,74,100,22,16,5,71,13,93,57,63,6,91,54,57,34,96,70,89,97,27,7,100,54,97,67,69,73,39,80,97,99,1,10,2,57,75,27,62,89,13,89,37,66,36,16,28,23,96,74,62,69,62,5,4,2,68,2,1,51,14,2,2,68,99,98,16,2,95,5,1,63,3,30,95,29,4,12,14,4,2,0,10,11,14,14,4,6,78,100,98,2,9,6,28,30,22
James Augustine,ORL,23.7,Big,106,5,88,27,15,0,96,1,0,42,33,100,6,48,2,6,56,6,7,0,35,99,100,30,10,95,100,0,30,26,100,59,31,82,2,1,85,40,62,61,26,32,77,76,25,42,54,29,37,30,4,14,6,1,1,17,55,37,34,7,3,99,99,19,95,1,51,98,0,9,4,1,0,43,70,90,94,0,39,6,7,86,95,27,44,89,15,91,92,42,74,93,0,20,2,0,0,0,86,6,56,20,0,0,0,74,0,9,6,1,0
Kelenna Azubuike,GSW,23.9,Wing,1680,82,32,40,91,78,49,71,21,50,39,74,26,53,6,4,85,34,38,22,59,66,79,41,39,48,36,35,41,48,35,32,34,31,51,28,34,87,76,74,16,34,64,33,76,65,31,23,22,41,57,51,44,69,78,64,47,23,38,38,41,78,55,93,88,82,46,66,62,67,44,9,11,29,79,37,56,66,65,65,38,1,18,12,15,71,22,4,7,15,63,46,65,57,65,32,51,41,79,78,12,22,64,55,57,73,41,44,42,53,38
Renaldo Balkman,NYK,23.3,Forward,895,92,82,8,98,75,32,58,0,95,32,10,10,22,18,47,18,78,71,63,30,91,33,74,94,82,9,8,74,90,24,68,8,10,36,91,96,38,82,48,92,89,56,87,70,86,35,6,9,74,73,95,62,89,82,91,50,86,37,71,30,96,97,95,96,61,32,2,87,30,51,93,90,91,13,40,18,25,66,51,71,90,89,84,80,84,53,85,84,86,50,37,0,8,0,0,0,0,100,15,8,5,20,20,20,77,0,82,65,0,8
Marcus Banks,MIA,25.9,Combo,239,94,14,16,4,80,0,96,0,20,88,100,50,100,70,72,8,0,4,5,43,8,63,6,22,18,1,86,6,20,2,2,1,0,64,4,45,19,26,23,95,91,82,70,92,93,14,1,1,6,57,36,41,87,85,53,22,22,19,4,2,24,9,85,63,94,6,6,1,1,77,42,60,13,50,49,46,36,92,83,4,37,3,70,7,14,9,69,27,80,100,98,92,74,92,0,83,93,66,2,14,10,48,92,82,100,93,68,100,40,46
Marcus Banks,PHX,25.9,Combo,240,96,14,8,32,0,0,100,0,14,90,66,20,56,2,4,34,90,95,97,85,7,94,47,9,83,94,49,47,22,84,64,76,75,65,5,37,37,30,82,25,39,63,100,10,59,68,16,30,47,28,46,59,16,0,43,44,47,74,95,95,4,96,58,69,30,91,98,57,87,57,91,90,97,17,44,25,23,22,19,95,99,98,98,92,100,84,98,98,97,78,80,0,0,0,0,43,69,38,0,8,4,88,98,96,32,67,12,28,50,20
Leandro Barbosa,PHX,24.9,Combo,2347,60,32,54,58,38,0,0,68,60,66,78,58,84,16,12,86,14,44,36,60,31,43,6,10,38,30,29,6,10,16,44,20,20,43,34,9,49,16,47,37,35,12,84,76,87,27,47,38,6,25,47,20,25,56,18,31,60,29,44,52,54,33,57,44,74,29,37,11,12,96,16,69,47,50,19,21,56,87,82,44,8,28,23,15,57,15,14,55,36,92,74,64,40,50,93,48,71,74,40,6,12,86,66,72,94,73,20,24,26,24
J.J. Barea,DAL,23.3,Point,414,44,34,11,19,83,0,42,62,61,66,98,70,63,20,14,33,78,51,24,82,56,42,89,60,43,96,53,89,78,95,76,48,82,8,36,50,26,34,92,82,92,72,2,91,48,46,28,35,89,74,79,67,38,86,4,89,49,91,51,62,55,12,36,45,33,18,12,49,22,22,63,44,78,68,16,27,53,48,52,51,21,9,31,26,92,19,37,5,46,63,55,6,8,2,0,84,72,100,22,0,0,34,61,50,53,74,56,44,77,69
Andrea Bargnani,TOR,22.0,Big,1827,27,9,63,1,23,68,21,93,21,72,24,87,32,63,41,91,57,69,60,85,28,24,36,20,42,48,82,36,33,60,59,61,50,66,1,93,69,88,30,38,28,24,29,42,33,17,97,88,36,35,31,24,19,4,16,55,48,44,69,59,28,11,56,20,92,91,24,49,37,60,15,23,33,18,46,26,48,92,86,69,69,30,84,86,61,89,55,21,70,25,20,36,47,33,0,55,54,8,7,74,42,80,96,93,11,57,13,21,48,95
Matt Barnes,GSW,27.6,Forward,1360,77,57,33,77,83,82,85,57,25,47,85,40,35,83,90,17,39,72,48,50,86,75,12,28,75,3,30,12,18,3,11,28,3,92,75,29,67,49,36,13,12,14,59,90,89,64,21,33,12,45,63,43,33,46,39,51,69,47,72,64,79,60,47,72,22,38,65,61,66,77,33,51,26,47,53,47,84,63,73,72,70,39,64,49,45,49,58,59,52,53,43,63,60,62,56,10,20,63,43,15,15,75,73,70,80,20,42,52,43,55
Earl Barron,MIA,26.2,Big,852,4,48,34,39,52,31,22,65,33,13,41,84,16,54,27,66,24,21,14,61,44,39,52,21,57,88,49,52,17,77,86,59,82,18,26,10,52,22,44,49,47,35,53,37,41,85,59,71,52,86,53,90,51,37,41,92,73,95,21,23,46,8,18,28,14,14,57,25,29,55,24,28,23,19,90,75,66,36,47,21,46,11,62,82,26,97,17,15,11,11,18,48,54,42,0,0,0,20,17,95,86,82,83,83,14,0,26,77,22,75
Brent Barry,SAS,35.8,Wing,520,35,67,54,39,11,0,68,0,11,56,0,16,98,70,93,58,53,88,75,67,82,41,8,2,69,81,48,8,2,88,10,35,18,72,21,6,23,5,9,29,11,34,4,97,83,26,31,26,8,36,16,37,48,19,67,28,5,16,88,66,86,99,98,94,86,55,32,4,5,95,60,89,78,9,5,3,14,98,93,88,88,96,82,97,97,85,64,91,64,100,99,15,95,53,100,58,89,5,17,11,8,90,99,100,98,89,6,1,50,33
Brandon Bass,DAL,22.5,Big,1508,46,18,70,49,28,63,42,91,64,50,71,75,77,56,39,64,15,21,14,21,33,89,22,16,66,24,44,22,52,19,10,12,14,35,17,58,60,65,36,19,16,16,52,75,73,78,45,56,22,8,23,9,31,23,62,6,41,5,21,23,35,26,15,35,12,6,22,52,34,24,64,46,24,88,65,83,61,23,36,21,37,26,47,48,91,46,34,24,41,58,26,82,99,96,0,0,0,26,83,72,85,0,68,64,62,0,88,88,71,0
Shane Battier,HOU,29.1,Forward,2901,90,40,72,42,8,72,20,40,15,33,67,3,77,35,82,70,72,83,81,53,59,54,39,62,33,17,74,39,67,30,18,36,17,76,71,74,52,68,10,61,40,16,97,28,71,70,50,58,39,19,49,24,32,50,43,23,40,22,83,90,61,67,58,56,55,86,47,92,86,57,37,40,27,76,20,34,77,82,83,83,4,73,1,58,56,56,2,56,1,87,40,87,98,97,59,67,71,15,63,7,17,97,85,95,78,71,33,70,67,60
Marco Belinelli,GSW,21.6,Wing,173,0,20,86,5,0,0,70,0,12,2,92,21,51,24,39,61,1,4,2,41,72,14,12,26,6,10,36,12,2,3,9,7,5,41,8,1,71,4,91,93,97,30,43,57,53,32,76,62,12,88,31,96,30,51,29,95,59,97,4,1,57,74,98,86,95,3,4,17,3,86,9,26,29,71,48,61,62,60,61,4,35,19,43,50,87,76,17,79,22,74,13,93,70,81,0,35,71,39,2,42,24,86,77,83,21,84,13,20,46,3
Charlie Bell,MIL,28.6,Combo,1522,10,40,52,48,58,70,82,47,40,22,4,18,22,50,76,58,37,40,31,64,38,70,42,71,89,5,10,42,81,4,7,9,3,69,81,46,88,85,52,36,38,8,79,92,95,24,29,25,42,54,44,59,37,75,42,63,57,63,40,33,47,54,21,20,38,24,79,23,46,47,20,22,20,3,34,9,94,95,96,40,59,59,56,13,59,9,84,42,89,32,34,78,28,32,46,24,29,48,18,44,22,92,68,78,26,29,24,40,34,44
Raja Bell,PHX,31.1,Wing,2633,51,16,42,19,12,73,56,91,6,43,16,9,72,22,52,93,76,67,70,68,40,28,76,86,51,42,58,76,80,40,25,72,79,50,85,15,82,56,93,45,67,66,13,46,24,63,65,64,76,68,20,81,33,74,34,83,17,92,67,81,30,34,16,25,16,56,42,78,70,8,96,71,30,38,62,49,81,61,68,67,36,48,35,36,11,35,29,44,33,85,69,19,83,78,30,97,74,0,3,53,34,94,88,95,42,74,7,13,17,34
Mike Bibby,ATL,29.5,Point,1098,34,38,81,3,70,0,30,44,22,89,61,72,45,69,50,44,50,81,84,87,39,31,12,8,13,88,27,12,11,91,42,60,72,37,0,58,69,71,10,35,15,86,28,16,10,92,45,63,12,4,53,6,14,73,32,9,66,11,81,75,63,84,82,41,95,90,1,39,8,78,91,93,34,17,34,17,81,91,90,81,26,87,30,18,65,17,46,88,58,58,17,48,75,77,91,38,55,5,2,78,42,47,92,89,52,55,11,31,23,25
Mike Bibby,SAC,29.5,Point,469,58,69,50,83,86,0,86,23,38,58,89,75,27,44,27,36,75,68,89,84,51,0,73,74,8,75,87,73,68,81,83,35,44,23,78,74,31,51,49,27,30,96,72,3,9,60,41,45,73,72,98,39,27,97,10,86,89,73,68,79,15,85,32,52,26,77,77,74,84,82,28,52,26,7,44,16,64,95,93,68,34,91,17,1,22,11,87,94,46,34,77,5,41,25,47,76,66,30,6,89,61,73,56,58,20,66,20,22,25,14
Andris Biedrins,GSW,21.6,Big,2072,61,65,50,88,90,47,92,33,47,40,42,24,97,34,50,60,80,71,70,34,90,44,76,84,16,67,92,76,63,74,83,85,48,90,94,67,0,3,92,42,72,80,60,2,3,55,92,89,76,73,78,66,94,79,98,42,67,33,71,71,87,65,68,81,35,57,20,69,44,29,72,61,95,64,29,36,25,13,13,71,49,68,55,36,54,41,71,50,71,99,80,47,0,43,0,0,0,99,13,0,1,0,0,0,99,0,32,22,46,0
Chauncey Billups,DET,31.1,Point,2519,75,72,91,56,36,95,63,98,94,95,44,88,98,83,53,81,91,95,88,98,8,75,51,9,49,82,96,51,40,83,87,67,78,48,11,39,47,43,60,2,4,66,14,12,3,85,93,94,51,23,94,10,59,38,48,17,96,10,95,97,9,22,26,3,88,51,79,82,90,75,73,84,9,15,60,31,61,95,92,95,60,50,51,25,11,28,73,76,68,88,69,75,63,72,41,86,79,34,16,61,39,58,77,72,64,81,73,50,86,89
Steve Blake,POR,27.7,Point,2415,31,14,80,41,33,0,52,27,2,25,27,19,53,47,75,72,88,88,95,80,26,31,61,25,56,83,73,61,49,90,49,63,72,41,35,51,59,60,32,19,13,6,22,29,19,93,99,100,61,26,20,35,28,16,47,36,15,39,88,89,16,70,67,58,67,96,98,40,88,70,89,88,8,77,70,80,18,80,62,88,55,73,46,70,18,94,42,86,18,75,27,91,25,39,78,74,83,0,42,64,52,91,75,88,16,83,17,41,38,30
Andray Blatche,WAS,21.2,Big,1579,90,82,18,80,45,64,63,48,39,39,71,75,42,75,65,37,11,19,35,15,45,32,17,19,54,30,13,17,11,18,77,29,37,23,40,21,79,61,20,47,29,17,61,91,90,29,32,27,17,71,73,74,82,20,95,38,78,29,19,29,53,57,15,30,20,25,17,43,26,92,52,71,67,56,68,66,13,32,20,19,38,58,33,53,76,37,29,60,29,45,53,26,44,25,0,0,0,58,37,61,45,84,75,78,47,0,94,85,85,75
Mark Blount,MIA,31.9,Big,1503,29,50,82,6,24,43,4,40,32,35,85,67,38,28,14,73,30,21,63,36,3,1,64,65,19,77,80,64,54,85,26,41,49,35,16,84,19,48,71,75,81,84,18,13,6,70,75,78,64,64,38,74,18,33,36,84,71,88,21,53,3,12,4,4,13,42,36,64,57,87,56,74,16,12,76,43,80,80,83,21,22,38,31,27,23,44,29,37,32,44,81,20,71,46,0,91,82,18,26,90,79,89,89,88,37,82,12,28,23,75
Keith Bogans,ORL,27.5,Wing,2167,22,45,50,22,55,55,7,22,33,16,53,8,71,13,26,92,68,58,54,80,15,66,71,66,56,66,41,71,86,64,14,43,41,47,32,79,92,94,2,72,26,68,39,79,71,39,11,15,71,17,17,19,36,26,46,17,22,14,58,64,13,17,14,14,39,35,56,87,82,25,71,50,31,40,53,42,75,72,75,58,55,24,57,46,42,43,59,15,60,84,74,24,45,29,28,63,48,30,6,4,1,99,90,99,85,48,11,26,56,44
