player,team,age,pos,min,blk%_rank,stl%_rank,foul%_rank,fgor%_rank,fgdr%_rank,ftor%_rank,ftdr%_rank,ft%_rank,sfld%_rank,ffld%_rank,and1%_rank,usage_rank,psa_rank,ast%_rank,ast:usg_rank,tov%_rank,diff_rank,offense:_pts/poss_rank,offense:_efg%_rank,offense:_tov%_rank,offense:_orb%_rank,offense:_ft_rate_rank,defense:_pts/poss_rank,defense:_efg%_rank,defense:_tov%_rank,defense:_orb%_rank,defense:_ft_rate_rank,onoff_opp_halfcourt_pts/poss_rank,onoff_opp_halfcourt_halfcourt:_pts/play_rank,onoff_opp_halfcourt_halfcourt:_oreb%_rank,onoff_opp_halfcourt_halfcourt:_%_of_plays_rank,onoff_opp_halfcourt_putbacks:_pts/miss_rank,onoff_opp_halfcourt_putbacks:_plays/miss_rank,onoff_opp_halfcourt_putbacks:_pts/play_rank,onoff_opp_team_fg%:_rim_rank,onoff_opp_team_fg%:_short_mid_rank,onoff_opp_team_fg%:_long_mid_rank,onoff_opp_team_fg%:_all_mid_rank,onoff_opp_team_fg%:_corner_three_rank,onoff_opp_team_fg%:_non_corner_rank,onoff_opp_team_fg%:_all_three_rank,onoff_opp_shot_frequency:_rim_rank,onoff_opp_shot_frequency:_short_mid_rank,onoff_opp_shot_frequency:_long_mid_rank,onoff_opp_shot_frequency:_all_mid_rank,onoff_opp_shot_frequency:_corner_three_rank,onoff_opp_shot_frequency:_non_corner_rank,onoff_opp_shot_frequency:_all_three_rank,onoff_opp_transition_pts/poss_rank,onoff_opp_transition_all_transition:_pts+/poss_rank,onoff_opp_transition_all_transition:_freq_rank,onoff_opp_transition_all_transition:_pts/play_rank,onoff_opp_transition_off_steals:_pts+/poss_rank,onoff_opp_transition_off_steals:_freq_rank,onoff_opp_transition_off_steals:_pts/play_rank,onoff_opp_transition_off_live_rebounds:_pts+/poss_rank,onoff_opp_transition_off_live_rebounds:_freq_rank,onoff_opp_transition_off_live_rebounds:_pts/play_rank,onoff_team_halfcourt_pts/poss_rank,onoff_team_halfcourt_halfcourt:_pts/play_rank,onoff_team_halfcourt_halfcourt:_oreb%_rank,onoff_team_halfcourt_halfcourt:_%_of_plays_rank,onoff_team_halfcourt_putbacks:_pts/miss_rank,onoff_team_halfcourt_putbacks:_plays/miss_rank,onoff_team_halfcourt_putbacks:_pts/play_rank,onoff_team_team_fg%:_rim_rank,onoff_team_team_fg%:_short_mid_rank,onoff_team_team_fg%:_long_mid_rank,onoff_team_team_fg%:_all_mid_rank,onoff_team_team_fg%:_corner_three_rank,onoff_team_team_fg%:_non_corner_rank,onoff_team_team_fg%:_all_three_rank,onoff_team_shot_frequency:_rim_rank,onoff_team_shot_frequency:_short_mid_rank,onoff_team_shot_frequency:_long_mid_rank,onoff_team_shot_frequency:_all_mid_rank,onoff_team_shot_frequency:_corner_three_rank,onoff_team_shot_frequency:_non_corner_rank,onoff_team_shot_frequency:_all_three_rank,onoff_team_transition_pts/poss_rank,onoff_team_transition_all_transition:_pts+/poss_rank,onoff_team_transition_all_transition:_freq_rank,onoff_team_transition_all_transition:_pts/play_rank,onoff_team_transition_off_steals:_pts+/poss_rank,onoff_team_transition_off_steals:_freq_rank,onoff_team_transition_off_steals:_pts/play_rank,onoff_team_transition_off_live_rebounds:_pts+/poss_rank,onoff_team_transition_off_live_rebounds:_freq_rank,onoff_team_transition_off_live_rebounds:_pts/play_rank,efg%_rank,rim_accuracy_rank,short_mid_accuracy_rank,long_mid_accuracy_rank,all_mid_accuracy_rank,corner_three_accuracy_rank,non_corner_accuracy_rank,all_three_accuracy_rank,rim_frequency_rank,short_mid_frequency_rank,long_mid_frequency_rank,all_mid_frequency_rank,corner_three_frequency_rank,non_corner_frequency_rank,all_three_frequency_rank,2p%_overall_rank,3p%_overall_rank,astd%_all_overall_rank,astd%_rim_overall_rank,astd%_mid_overall_rank,astd%_three_overall_rank
Davis Bertans,SAS,25.0,Big,977,46,49,55,3,9,50,9,87,6,34,27,49,62,63,71,87,56,70,69,12,79,76,37,40,52,73,8,37,31,71,20,56,54,52,24,84,32,66,84,45,63,48,70,75,79,3,53,18,37,51,15,67,19,46,33,65,10,77,70,46,84,50,91,86,79,65,47,75,64,30,82,73,38,93,72,91,20,12,10,70,61,54,69,16,77,14,87,61,90,63,96,92,29,58,81,49,63,6,8,46,13,82,98,97,73,65,5,11,23,31
Patrick Beverley,LAC,29.3,Point,333,90,93,13,98,43,0,90,0,16,48,28,25,54,7,5,23,97,100,99,72,95,36,30,58,90,14,6,30,41,24,48,4,11,9,66,49,40,42,18,72,58,90,53,57,59,12,8,5,30,83,67,84,27,1,12,93,16,96,100,95,95,42,77,81,58,85,89,10,62,100,98,100,30,74,53,72,37,54,46,100,99,17,100,96,23,98,96,10,96,59,43,41,3,5,0,88,80,49,31,7,10,87,84,87,16,80,16,38,98,25
Khem Birch,ORL,25.1,Big,510,69,61,62,88,58,84,69,25,95,60,8,15,49,54,82,49,16,36,18,70,45,79,11,9,34,58,15,11,7,14,7,8,11,25,4,8,21,6,8,83,65,51,44,93,83,27,15,13,11,79,4,76,24,14,19,81,4,84,36,21,47,75,29,37,32,63,78,71,83,98,2,7,7,90,86,94,97,14,42,36,80,77,76,65,94,50,71,63,72,46,49,22,83,22,0,0,0,77,79,25,54,0,0,0,51,0,59,59,18,0
Bismack Biyombo,ORL,25.2,Big,1441,90,13,53,70,73,47,50,23,87,74,44,27,36,34,48,13,20,7,4,98,69,11,66,75,14,100,3,66,44,100,91,100,100,29,0,7,96,59,99,90,98,92,59,79,76,24,2,2,66,18,9,28,98,43,100,2,3,3,7,16,54,45,25,23,36,4,98,19,73,35,1,2,50,62,55,63,74,28,38,7,21,35,12,21,36,43,38,58,20,38,54,14,43,14,0,0,0,70,80,43,66,0,0,0,38,0,21,21,8,0
Nemanja Bjelica,MIN,29.5,Forward,1325,37,71,6,69,86,96,45,55,24,33,16,22,80,53,80,39,15,35,25,13,85,55,11,6,68,29,73,11,28,35,7,18,9,55,11,7,38,10,7,47,15,46,3,93,36,34,78,70,11,2,12,4,40,19,73,2,24,2,35,21,80,76,85,93,34,7,33,25,24,84,44,66,86,68,55,68,12,11,7,35,55,37,53,39,57,16,67,47,71,84,69,53,12,31,35,96,89,55,61,10,27,61,84,76,63,89,35,43,53,55
Tarik Black,HOU,25.9,Big,430,88,87,0,94,39,62,56,0,97,55,78,24,65,5,6,5,57,5,25,93,5,1,99,98,44,97,94,99,96,92,93,98,95,97,91,83,97,98,96,30,68,100,8,45,14,87,0,1,99,56,87,40,100,0,100,20,97,10,5,35,7,75,2,6,5,72,76,17,49,4,85,41,0,91,95,97,49,85,82,5,35,95,51,26,78,81,65,78,57,88,69,8,1,3,0,0,0,98,8,10,5,43,37,36,88,0,10,3,100,31
Antonio Blakeney,CHI,21.1,Wing,278,10,25,70,7,50,0,0,37,72,51,21,78,11,50,18,92,25,27,43,39,36,91,33,34,66,6,29,33,36,10,9,26,5,86,48,38,67,55,28,46,37,18,80,80,87,32,47,39,33,14,41,21,11,13,28,24,61,30,27,27,31,26,77,49,84,48,52,9,19,5,64,31,99,28,60,38,31,2,3,27,66,32,72,62,26,71,71,63,66,7,13,16,59,39,63,1,9,27,58,90,82,59,32,35,8,9,68,25,64,87
Eric Bledsoe,MIL,27.9,Point,2222,98,98,41,69,70,97,59,37,77,95,80,72,80,34,21,39,21,76,77,18,90,77,3,1,47,99,70,3,1,100,20,39,23,67,0,3,10,2,98,1,8,94,25,8,8,24,60,43,3,33,19,25,22,3,49,50,19,30,76,44,33,99,87,81,80,90,1,74,13,46,92,86,78,79,63,80,35,5,6,76,99,99,91,93,100,71,97,99,68,79,95,69,62,66,71,45,48,75,25,41,23,57,52,54,97,46,38,44,38,33
Bogdan Bogdanovic,SAC,25.2,Wing,2131,27,61,40,30,43,91,54,76,17,79,84,70,76,87,92,31,33,42,53,38,34,39,33,41,40,81,4,33,31,55,76,38,72,13,21,96,11,59,85,17,39,41,49,13,22,36,92,86,33,64,53,74,70,47,81,57,66,65,42,56,46,23,23,31,24,63,23,92,66,52,29,29,51,59,28,39,18,75,60,42,31,20,40,26,66,35,42,21,47,73,35,73,81,88,94,77,86,23,73,76,78,16,67,49,56,86,81,72,79,85
Bojan Bogdanovic,IND,28.5,Forward,2413,2,37,90,8,12,49,31,92,53,71,45,63,92,33,16,57,1,3,10,5,12,5,2,4,11,92,1,2,10,58,74,38,9,85,5,3,97,43,0,73,7,36,95,59,89,14,23,16,2,0,23,0,2,20,5,2,95,1,3,2,19,3,93,27,99,18,32,11,9,10,91,67,6,42,98,92,25,61,48,3,11,3,17,1,64,3,43,7,47,78,53,82,86,88,85,71,78,53,55,37,45,63,63,57,69,78,55,61,61,51
Andrew Bogut,LAL,32.9,Big,216,89,22,11,84,71,0,99,0,0,8,99,1,99,62,96,0,100,100,98,98,100,88,37,1,96,7,99,37,7,3,89,48,1,98,1,2,99,35,1,91,3,39,22,95,77,0,100,28,37,89,99,69,64,62,11,88,51,88,100,99,100,44,100,99,99,87,48,6,8,92,100,100,95,1,32,3,53,76,74,100,82,8,87,83,7,22,62,4,88,99,97,25,99,65,0,0,0,83,65,20,45,0,0,0,98,0,100,99,48,0
Devin Booker,PHX,21.0,Wing,1847,27,22,57,30,70,68,37,93,77,100,70,99,73,97,81,21,91,92,90,69,69,22,71,74,58,49,64,71,54,62,71,54,49,60,50,62,71,74,40,65,60,81,21,24,15,30,70,57,71,89,80,93,89,25,94,75,65,80,92,89,45,82,60,69,43,30,88,90,94,56,81,79,76,42,29,30,73,36,44,92,62,90,44,67,49,65,55,87,35,43,39,59,67,67,58,75,73,33,90,70,87,7,52,29,35,71,87,88,72,96
Trevor Booker,PHI,29.9,Big,461,37,72,36,80,24,68,24,84,81,34,58,8,87,49,83,45,98,38,99,0,72,0,100,100,94,96,73,100,99,98,91,99,94,99,92,22,100,92,97,82,93,98,0,86,3,93,19,51,100,80,63,63,91,21,85,37,80,13,38,18,96,38,95,78,94,100,88,58,89,10,88,46,56,15,2,2,100,79,98,38,92,47,98,50,31,33,98,26,100,73,84,57,10,34,0,0,0,68,81,32,61,45,39,37,75,0,25,5,62,31
Trevor Booker,IND,29.9,Big,262,31,15,54,82,62,0,5,0,27,31,90,45,16,60,72,83,65,73,61,79,49,53,47,54,12,76,66,47,62,70,34,25,69,7,54,58,67,70,81,25,50,51,77,56,74,56,16,22,47,25,26,28,28,19,21,32,26,42,73,78,52,53,66,75,45,55,32,50,34,65,74,76,69,80,33,65,60,13,18,73,22,36,22,22,10,43,30,56,28,16,6,82,92,91,0,0,0,45,88,46,75,47,56,51,37,0,91,93,74,31
Trevor Booker,BKN,29.9,Big,393,11,20,61,69,65,87,65,4,44,48,70,76,22,84,79,34,61,97,97,97,27,24,5,29,45,4,10,5,9,9,39,31,6,86,49,6,45,7,52,49,50,52,2,93,31,27,81,71,5,59,79,62,97,77,77,13,21,42,97,98,38,47,41,70,20,83,96,78,95,46,90,87,67,9,72,26,62,58,62,97,78,35,83,94,79,97,32,54,39,39,25,79,65,79,0,0,0,53,97,25,77,54,46,43,50,0,91,79,86,31
Avery Bradley,DET,26.9,Wing,1253,19,69,73,22,8,90,19,31,19,76,73,79,21,59,24,17,15,53,49,86,16,83,4,11,20,50,28,4,6,48,44,32,50,21,32,43,24,28,8,53,24,16,75,98,96,13,20,13,4,57,45,70,8,62,9,87,55,92,53,52,25,4,33,5,97,20,30,54,37,88,89,93,29,89,74,89,1,53,18,53,52,20,75,42,54,50,51,34,81,22,24,49,37,37,77,40,62,47,56,85,79,47,26,26,11,67,27,32,10,55
Avery Bradley,LAC,26.9,Wing,164,20,50,44,48,53,0,0,0,1,52,0,53,19,55,49,30,98,86,80,54,86,82,96,90,91,63,63,96,90,66,78,53,43,62,58,81,89,94,64,72,79,80,7,77,29,50,28,32,96,98,91,97,96,68,96,87,62,87,86,58,77,58,92,75,90,94,88,27,67,47,39,39,54,41,51,42,37,60,54,86,94,51,96,90,66,74,80,9,93,27,99,12,76,43,0,0,0,73,68,98,96,58,1,6,83,0,70,30,56,1
Corey Brewer,OKC,31.7,Wing,513,56,99,19,85,24,0,37,44,55,47,31,18,67,17,30,93,58,34,36,62,22,73,81,59,82,58,45,81,91,59,85,34,65,11,84,58,80,79,13,64,36,54,51,83,76,28,22,19,81,6,79,5,6,80,9,25,88,16,34,26,24,2,88,32,98,27,11,27,10,87,65,82,85,26,76,49,32,17,17,34,18,2,44,32,1,64,21,2,36,73,29,1,96,20,54,0,45,93,4,9,3,99,4,59,80,42,29,37,22,1
Corey Brewer,LAL,31.7,Wing,654,39,96,5,79,39,0,45,15,80,35,24,23,36,29,45,3,70,63,85,58,9,4,65,24,73,85,88,65,63,88,46,42,57,30,16,52,52,53,67,15,26,66,9,69,26,61,54,61,65,15,40,6,42,28,31,9,73,5,63,77,6,17,25,17,48,26,92,24,63,91,80,92,28,11,50,19,64,91,91,63,59,30,62,26,68,10,80,10,82,36,46,24,87,25,0,0,2,98,39,8,13,67,6,10,84,3,62,56,18,1
Malcolm Brogdon,MIL,24.9,Combo,1405,39,23,20,39,61,0,54,96,25,27,63,50,89,34,32,79,54,78,60,87,32,58,28,35,22,77,56,28,32,67,77,29,78,5,24,39,16,19,72,40,53,70,16,7,5,89,78,89,28,74,68,75,75,30,75,58,70,62,78,66,57,47,63,58,65,66,80,56,78,77,26,35,20,61,31,43,50,84,82,78,63,47,62,76,13,77,65,65,66,88,61,30,91,57,95,45,85,86,41,38,23,61,34,39,86,87,45,38,75,68
Aaron Brooks,MIN,32.8,Point,134,0,3,0,95,0,0,0,0,15,0,0,23,25,5,3,87,99,99,98,84,34,93,89,77,76,40,90,89,66,45,79,27,31,42,81,9,62,23,17,93,83,52,66,8,24,22,90,78,89,100,85,99,99,81,90,99,23,98,99,100,42,11,7,18,8,25,99,50,98,99,74,95,59,16,1,1,98,95,99,99,1,8,2,37,8,51,2,6,2,39,5,66,38,49,0,67,80,26,66,34,46,74,62,70,11,80,44,100,70,34
Dillon Brooks,MEM,21.8,Wing,2311,36,54,16,53,38,87,42,27,68,72,59,61,44,49,33,24,43,45,52,59,90,7,48,28,31,61,100,48,44,83,56,55,59,46,34,24,62,33,38,28,26,41,5,39,9,23,99,95,48,49,44,40,28,57,25,67,29,60,45,42,82,58,82,85,61,52,23,65,32,89,22,50,86,59,48,55,85,5,11,45,54,47,56,79,82,77,34,49,38,48,64,76,23,46,46,60,51,71,73,56,65,19,35,24,56,52,56,48,54,57
MarShon Brooks,MEM,28.8,Wing,186,80,91,99,92,13,0,59,0,69,69,70,96,96,92,68,39,86,72,35,80,81,74,86,77,82,8,53,86,76,26,8,12,11,44,81,69,42,62,16,80,65,17,36,15,16,80,97,98,86,90,24,93,87,52,76,84,11,91,72,31,76,93,75,55,85,65,57,30,45,37,35,32,8,46,85,75,75,76,79,72,85,91,80,67,51,71,86,93,81,96,13,96,21,81,0,100,100,50,94,59,87,2,48,21,39,100,99,91,92,100
Jaylen Brown,BOS,21.0,Wing,2129,59,57,38,78,71,94,89,8,90,66,63,67,70,37,16,27,83,80,64,53,65,64,72,70,85,42,57,72,83,43,60,14,15,40,88,92,35,77,30,58,50,21,94,65,89,34,31,28,72,71,78,64,66,85,52,72,65,71,80,78,77,29,20,26,22,4,40,77,62,41,84,76,64,7,14,7,63,92,91,80,65,26,68,59,17,53,68,13,71,79,33,59,40,49,73,65,83,86,40,31,24,67,23,31,67,83,47,50,55,34
Lorenzo Brown,TOR,27.2,Wing,107,0,96,87,18,41,0,0,0,18,0,0,13,21,59,90,56,25,13,3,84,77,68,59,42,90,68,5,59,35,54,95,64,72,40,57,13,23,9,79,66,76,29,65,61,69,17,78,59,59,85,77,78,91,75,87,50,69,37,13,9,82,28,39,59,25,25,3,9,3,74,10,15,27,98,40,88,51,16,21,13,29,13,47,84,7,89,15,9,26,24,94,64,87,88,0,0,0,37,87,65,79,80,19,34,81,0,96,88,83,98
Sterling Brown,MIL,22.7,Wing,716,79,80,13,83,93,90,50,0,25,10,41,15,30,7,10,61,52,36,29,16,71,80,67,90,46,36,40,67,82,25,28,23,30,36,75,79,83,90,20,89,83,8,42,82,70,85,75,85,67,61,29,74,83,60,90,34,18,46,36,31,92,64,61,82,30,30,66,86,83,28,16,14,69,99,7,78,11,16,10,36,30,65,40,64,7,84,30,73,33,34,5,57,76,70,40,54,46,74,36,33,23,91,33,64,19,47,36,39,44,49
Reggie Bullock,DET,26.6,Wing,1695,30,30,95,36,13,73,42,47,13,27,34,27,93,33,46,78,49,51,73,15,37,66,50,31,91,41,24,50,64,46,29,85,70,84,26,20,82,50,43,50,48,72,81,80,87,12,5,3,50,8,25,13,15,24,20,11,31,21,51,67,27,49,44,43,43,88,50,57,55,18,63,42,94,45,44,40,21,9,9,51,24,63,20,20,30,19,33,75,34,95,85,44,83,63,71,96,97,41,54,41,41,70,70,74,79,98,6,7,7,33
Trey Burke,NYK,25.0,Point,746,34,38,90,39,15,95,62,2,28,43,72,74,69,84,52,97,84,61,36,40,42,97,89,72,98,43,20,89,93,60,14,30,14,69,77,84,52,79,26,55,44,27,33,38,32,81,85,89,89,21,21,26,24,58,41,30,9,23,61,61,39,84,43,52,37,68,18,43,23,77,11,20,90,61,15,31,33,25,23,61,64,83,54,51,74,27,68,67,67,84,98,87,92,95,0,43,54,18,41,100,93,38,43,34,98,54,54,52,41,16
Alec Burks,UTA,26.3,Wing,954,30,66,64,50,97,0,84,88,86,83,26,82,28,58,21,47,46,39,53,20,89,4,57,52,28,64,70,57,69,72,22,51,73,23,31,21,58,32,95,23,56,98,9,7,4,74,26,40,57,26,15,28,8,14,23,58,29,53,39,26,84,52,86,72,80,36,83,82,89,5,89,54,17,83,95,96,18,18,13,39,37,58,43,52,39,65,29,82,37,16,44,30,47,30,18,31,30,66,89,53,74,13,31,19,25,29,83,53,86,92
Jimmy Butler,MIN,28.1,Wing,2137,51,94,97,87,67,89,30,83,99,98,45,90,87,93,84,79,48,47,58,67,28,19,53,34,59,60,87,53,62,52,32,59,60,50,15,86,13,57,84,26,52,79,53,55,57,11,22,13,53,33,38,19,54,64,28,39,31,24,47,55,24,19,52,26,77,70,41,73,53,69,51,55,19,71,69,77,35,60,53,47,41,24,38,48,19,43,37,12,34,56,65,96,44,87,70,35,42,68,93,76,93,10,15,8,70,43,88,69,88,86
Dwight Buycks,DET,28.7,Point,366,44,79,16,89,10,0,0,88,61,57,10,77,39,30,10,49,52,35,45,20,86,28,68,56,51,55,54,68,66,71,51,30,62,14,39,78,90,93,91,10,31,18,31,83,63,34,87,79,68,55,42,58,40,9,69,78,67,70,35,30,85,88,96,92,92,30,51,80,68,12,84,59,30,65,91,85,33,24,22,35,8,88,7,23,47,15,8,85,9,46,21,13,61,39,0,86,88,84,33,80,69,3,28,16,30,89,64,15,82,92
Jose Calderon,CLE,36.1,Point,815,10,30,15,51,30,0,0,59,18,28,15,3,95,10,51,34,53,60,55,29,51,91,45,69,40,22,44,45,65,27,50,25,48,18,42,60,56,62,26,90,84,15,28,82,60,70,80,83,45,41,56,51,11,58,16,78,63,84,60,73,63,23,17,47,6,44,77,98,97,65,28,34,8,88,75,88,10,77,54,60,59,37,58,69,61,73,50,36,47,95,93,28,77,64,100,90,95,16,8,56,18,84,90,89,87,95,15,67,52,20
Kentavious Caldwell-Pope,LAL,24.7,Wing,2433,22,81,79,61,80,73,37,41,61,55,50,44,74,50,50,59,80,80,74,10,91,81,65,63,83,31,21,65,43,24,36,55,36,75,56,54,32,41,72,76,81,59,52,92,84,36,8,9,65,89,57,95,64,45,82,80,51,84,80,62,87,22,88,84,69,81,47,85,71,6,71,41,71,53,60,59,50,17,22,80,73,7,69,11,16,16,87,9,80,67,79,22,38,27,80,64,71,36,21,69,49,39,85,75,46,70,37,44,31,64
Isaiah Canaan,PHX,26.5,Point,405,11,66,21,38,54,0,66,90,85,49,13,46,62,59,61,54,7,3,2,62,46,20,52,87,67,2,32,52,50,4,6,68,5,98,77,87,98,99,8,63,34,39,10,39,14,67,93,91,52,78,26,93,83,25,88,56,17,84,3,2,55,9,43,31,55,2,40,46,40,17,31,12,13,76,81,83,4,78,47,3,36,5,52,35,90,38,41,3,53,41,7,100,5,98,0,31,41,80,30,3,3,69,75,80,26,41,46,69,64,69
Clint Capela,HOU,23.5,Big,2009,94,65,66,93,97,57,25,6,84,49,65,52,95,13,10,43,75,90,95,46,16,58,30,10,87,16,82,30,28,31,54,21,24,40,47,33,48,35,36,6,6,39,52,68,65,16,71,46,30,69,60,62,92,49,97,41,38,22,90,90,7,70,17,10,44,55,19,91,74,96,96,99,47,34,51,37,88,51,67,90,97,87,93,78,58,57,98,87,97,97,72,43,83,40,0,0,0,98,16,1,6,0,20,17,94,0,19,9,53,0
DeMarre Carroll,BKN,31.3,Forward,2158,45,51,61,84,84,80,29,50,73,76,78,71,59,80,61,63,71,43,63,95,3,80,85,97,45,20,94,85,97,17,94,10,70,3,96,80,62,81,50,80,82,69,80,14,43,92,10,30,85,36,97,36,79,98,30,18,77,33,43,74,1,22,6,1,82,49,79,81,85,3,57,22,31,48,1,7,72,98,98,43,81,70,85,84,45,87,82,56,92,37,39,41,22,33,60,60,57,37,69,24,47,59,82,73,29,57,61,78,67,59
Vince Carter,SAC,40.8,Forward,1005,90,86,18,24,39,0,84,42,14,84,16,41,33,67,82,59,69,83,70,60,85,41,38,66,10,75,9,38,37,73,56,74,71,65,63,68,34,52,62,67,69,55,75,46,66,14,44,26,38,34,46,35,22,11,43,50,55,47,83,62,90,19,68,59,73,35,33,91,71,10,83,62,67,28,31,24,30,73,64,83,61,21,54,27,50,19,69,23,61,41,20,35,88,76,13,62,41,16,33,53,33,41,92,86,43,41,43,57,78,24
Michael Carter-Williams,CHA,26.1,Combo,789,96,96,5,95,89,84,88,60,93,89,16,46,2,57,71,32,54,49,70,4,54,92,58,12,67,88,54,58,23,93,73,84,90,47,21,34,42,34,10,16,8,88,80,20,51,9,17,9,58,44,47,44,39,70,58,44,41,26,49,35,46,13,95,71,97,50,57,48,54,62,17,25,98,3,4,1,78,77,82,49,44,7,55,64,8,76,27,15,32,0,7,14,5,7,0,12,8,71,79,52,73,70,16,20,2,9,55,34,89,29
Alex Caruso,LAL,23.7,Combo,522,75,57,16,66,30,0,84,6,66,61,43,9,23,38,75,0,99,85,92,72,73,10,99,82,91,91,86,99,93,94,80,75,96,20,45,31,79,57,72,83,87,91,27,17,14,54,27,33,99,97,62,89,97,61,90,85,42,79,85,86,60,68,89,74,85,58,63,33,47,90,92,95,66,41,28,29,42,63,59,85,47,65,39,17,20,8,63,27,58,21,89,7,7,4,0,33,17,77,54,29,25,21,55,45,45,17,30,27,9,91
Omri Casspi,GSW,29.4,Forward,635,88,43,14,86,96,92,92,21,94,73,55,35,100,61,78,14,82,84,59,74,50,54,64,58,65,15,21,64,45,39,15,25,21,47,62,49,19,25,42,79,76,12,22,26,16,85,98,99,64,65,36,67,88,51,89,40,24,46,84,80,40,79,57,54,57,47,49,63,55,66,63,69,7,54,62,61,38,93,89,84,27,78,23,64,84,46,19,76,23,100,86,96,4,94,0,0,100,98,100,4,55,8,4,4,98,100,16,20,6,0
Willie Cauley-Stein,SAC,24.2,Big,2001,57,88,63,43,61,69,79,15,72,43,32,79,15,83,75,63,6,26,37,16,6,67,2,7,16,12,32,2,7,18,54,29,16,63,13,25,15,12,27,29,23,13,55,78,73,67,72,75,2,11,37,8,3,52,5,51,85,37,26,54,10,11,10,9,35,28,53,87,76,37,55,50,5,12,96,70,95,76,87,26,20,24,14,11,24,26,41,78,30,23,41,24,47,25,0,0,0,60,73,75,80,34,27,31,27,0,65,39,63,31
Tyler Cavanaugh,ATL,23.7,Big,472,8,27,23,63,39,86,49,0,8,15,66,23,47,45,60,86,14,31,32,81,11,42,11,2,81,50,52,11,14,66,37,10,47,6,20,26,5,4,19,11,7,32,38,61,51,15,90,74,11,12,27,7,27,4,39,16,79,10,31,16,22,55,81,15,99,63,88,17,50,35,13,14,31,20,43,23,93,80,88,31,71,80,62,83,78,68,51,82,44,60,12,94,97,97,58,45,59,25,10,21,8,97,86,91,68,61,18,71,27,31
Mario Chalmers,MEM,31.5,Point,1372,79,92,8,11,67,0,80,69,69,74,25,28,34,20,41,10,25,36,20,64,5,100,26,87,89,3,1,26,63,2,22,21,3,85,95,71,34,57,97,31,66,45,10,89,51,39,61,55,26,47,74,66,51,48,60,42,78,54,36,70,7,98,4,15,7,22,52,2,11,57,44,40,42,19,40,21,16,93,85,36,23,100,4,14,86,4,44,99,20,25,26,49,89,57,31,8,16,64,61,16,21,90,56,61,48,16,33,56,30,18
Tyson Chandler,PHX,35.1,Big,1145,35,9,80,87,86,40,51,16,84,75,6,3,93,24,73,5,48,25,21,76,47,20,78,92,43,39,47,78,85,35,15,69,31,91,50,66,85,88,42,88,87,36,27,18,15,68,95,94,78,23,24,28,47,35,41,21,14,35,25,15,42,66,79,68,80,91,7,4,3,7,73,33,16,66,52,63,95,54,77,25,67,48,70,73,25,66,39,54,48,97,47,25,83,36,0,0,0,100,1,5,1,0,0,0,91,0,69,55,48,0
Wilson Chandler,DEN,30.5,Forward,2324,57,18,69,82,41,61,43,53,41,37,65,39,47,59,76,33,35,55,52,93,46,30,27,5,51,98,54,27,25,93,80,100,98,94,5,12,17,7,79,14,25,77,24,74,47,60,14,20,27,1,18,2,13,73,8,0,7,1,55,19,30,40,84,57,92,55,3,29,3,92,52,79,70,34,47,36,95,16,42,55,98,27,99,93,26,93,95,19,97,51,59,45,55,45,10,73,46,67,67,22,37,45,53,41,53,48,69,65,80,49
Marquese Chriss,PHX,20.3,Big,1478,76,71,28,26,59,72,95,11,55,53,21,57,11,47,40,17,97,100,100,65,56,95,31,16,54,62,66,31,19,72,55,79,67,69,19,57,39,48,53,8,10,73,50,40,45,31,27,24,31,18,66,24,46,31,48,25,27,39,100,99,71,92,37,37,41,58,30,97,90,79,98,98,88,0,1,0,97,99,99,100,98,98,91,97,93,96,95,97,78,13,27,20,44,17,11,19,14,47,24,39,17,84,73,73,33,14,35,53,43,31
Ian Clark,NOP,26.7,Combo,1375,23,7,29,7,23,0,16,38,13,11,54,16,61,9,14,84,34,67,62,83,27,33,16,25,23,36,24,16,16,32,65,35,28,57,36,29,26,20,66,22,32,44,48,46,47,85,32,60,16,33,75,21,16,88,8,69,62,59,67,80,56,7,20,28,23,15,59,41,53,95,46,78,16,7,4,2,98,99,100,67,41,5,51,34,5,49,44,13,49,70,77,95,98,98,54,16,30,16,88,54,84,84,43,55,91,28,14,5,11,30
Jordan Clarkson,LAL,25.4,Combo,1238,5,25,98,89,36,77,79,50,50,50,96,88,64,63,29,70,92,72,47,90,57,64,94,96,72,21,91,94,93,16,28,62,28,87,79,90,40,75,22,96,90,87,20,42,24,48,23,27,94,96,59,96,91,88,82,89,25,91,72,79,37,86,67,63,68,85,50,16,30,31,50,43,68,92,79,93,27,2,3,72,31,85,27,63,53,64,16,76,11,59,63,80,70,79,46,20,28,57,57,70,66,20,41,30,71,26,70,70,59,43
Jordan Clarkson,CLE,25.4,Combo,615,11,30,68,54,16,0,46,63,57,59,89,71,82,16,4,95,44,64,73,22,75,30,29,72,32,1,55,29,56,1,1,4,1,80,58,18,18,11,73,94,94,24,39,90,79,36,59,51,29,25,16,56,33,33,76,20,11,36,64,51,71,91,84,83,67,75,98,40,93,69,32,38,36,74,85,84,5,40,19,64,81,68,83,55,56,61,81,74,82,80,38,91,79,89,100,37,91,38,68,73,79,71,39,46,66,91,54,68,43,34
