Player,Age,Team,Pos,MIN,Pts/Poss Rank,Pts/Poss,ALL TRANSITION: Pts+/Poss Rank,ALL TRANSITION: Pts+/Poss,ALL TRANSITION: Freq Rank,ALL TRANSITION: Freq,ALL TRANSITION: Pts/Play Rank,ALL TRANSITION: Pts/Play,OFF STEALS: Pts+/Poss Rank,OFF STEALS: Pts+/Poss,OFF STEALS: Freq Rank,OFF STEALS: Freq,OFF STEALS: Pts/Play Rank,OFF STEALS: Pts/Play,OFF LIVE REBOUNDS: Pts+/Poss Rank,OFF LIVE REBOUNDS: Pts+/Poss,OFF LIVE REBOUNDS: Freq Rank,OFF LIVE REBOUNDS: Freq,OFF LIVE REBOUNDS: Pts/Play Rank,OFF LIVE REBOUNDS: Pts/Play
Jamal Crawford,35.6,LAC,Wing,197,80,+7.9,95,+4.6,2,-6.4%,98,+44.4,60,+0.4,41,-5.1%,63,+11.4,96,+4.0,1,-13.5%,92,+44.8
Jae Crowder,25.3,BOS,Forward,195,7,-12.1,22,-2.2,98,+8.3%,12,-28.2,24,-0.8,49,-0.7%,38,-11.9,18,-1.8,98,+17.0%,15,-32.9
Stephen Curry,27.6,GSW,Point,612,55,+2.5,73,+2.4,69,+2.1%,72,+16.5,66,+0.6,57,+1.8%,64,+12.1,73,+1.8,64,+2.9%,68,+17.4
Ed Davis,26.4,POR,Big,204,68,+4.4,14,-3.1,6,-4.8%,25,-15.7,70,+0.8,16,-17.9%,72,+26.5,5,-4.0,5,-9.7%,13,-36.2
DeMar DeRozan,26.2,TOR,Wing,745,59,+3.0,16,-2.8,18,-2.6%,24,-16.3,9,-1.5,56,+1.3%,19,-31.8,27,-1.3,13,-6.4%,37,-7.9
Matthew Dellavedova,25.1,CLE,Point,218,20,-5.8,31,-1.2,11,-3.7%,46,-3.6,21,-0.9,37,-6.2%,45,-5.1,52,+0.1,10,-7.0%,59,+4.3
Luol Deng,30.5,MIA,Forward,492,75,+5.6,42,-0.8,79,+3.1%,28,-13.0,51,+0.0,58,+2.5%,54,+2.3,42,-0.5,75,+5.9%,29,-14.3
Boris Diaw,33.5,SAS,Big,138,32,-2.0,85,+3.3,45,+0.2%,91,+32.2,64,+0.6,42,-3.6%,66,+19.0,83,+2.3,36,-1.0%,92,+43.8
Goran Dragic,29.5,MIA,Point,470,8,-10.0,29,-1.4,60,+1.5%,31,-10.8,19,-1.0,6,-26.6%,10,-55.6,44,-0.4,72,+4.8%,53,+2.5
Andre Drummond,22.2,DET,Big,131,69,+4.4,78,+2.5,86,+4.2%,35,-10.0,98,+3.3,3,-42.5%,76,+33.3,47,-0.3,94,+12.5%,22,-26.2
Tim Duncan,39.5,SAS,Big,216,36,-1.1,21,-2.2,42,+0.1%,27,-13.9,8,-1.7,35,-6.5%,36,-12.9,47,-0.3,55,+1.6%,23,-21.9
Kevin Durant,27.1,OKC,Forward,723,53,+2.2,52,+0.1,91,+4.7%,26,-14.3,92,+2.1,96,+27.5%,81,+43.3,16,-2.1,76,+6.2%,12,-37.1
Monta Ellis,30.0,IND,Combo,225,38,-0.9,69,+2.0,65,+1.8%,70,+15.6,18,-1.1,61,+3.3%,18,-33.3,92,+3.3,59,+2.1%,94,+47.4
Festus Ezeli,26.0,GSW,Big,187,64,+3.4,92,+4.1,26,-2.1%,97,+43.4,96,+2.5,89,+20.0%,93,+67.6,69,+1.3,6,-9.1%,76,+22.2
Jordan Farmar,28.9,MEM,Point,100,71,+5.0,72,+2.3,20,-2.5%,85,+26.4,76,+1.2,25,-11.0%,77,+33.3,67,+1.1,41,-0.5%,84,+30.0
Raymond Felton,31.3,DAL,Combo,160,5,-13.2,44,-0.6,85,+3.9%,8,-30.0,81,+1.6,51,0.0%,80,+40.0,17,-1.9,53,+0.9%,5,-60.7
Randy Foye,32.1,OKC,Combo,148,19,-7.2,28,-1.4,3,-5.6%,51,-1.1,46,-0.3,14,-19.3%,62,+10.7,31,-1.0,3,-10.6%,39,-7.5
Channing Frye,32.5,CLE,Big,227,42,-0.3,40,-0.9,54,+0.8%,39,-8.7,36,-0.5,28,-9.2%,49,-2.2,48,-0.3,58,+1.9%,40,-7.4
Paul George,25.5,IND,Forward,274,99,+27.9,88,+3.6,89,+4.4%,92,+35.0,48,-0.2,93,+23.5%,7,-73.5,97,+4.0,28,-2.5%,97,+64.4
Manu Ginobili,38.3,SAS,Wing,190,76,+5.7,65,+1.4,42,+0.1%,68,+13.3,25,-0.7,62,+3.3%,32,-16.2,76,+1.9,38,-0.9%,87,+37.1
Danny Green,28.4,SAS,Wing,263,51,+1.6,64,+1.4,59,+1.5%,58,+5.3,62,+0.5,47,-1.5%,42,-8.4,68,+1.2,57,+1.8%,72,+19.4
Draymond Green,25.7,GSW,Big,876,82,+8.4,76,+2.5,81,+3.4%,73,+16.9,42,-0.4,33,-7.1%,53,+1.9,86,+2.6,81,+6.9%,81,+26.0
Jeff Green,29.2,LAC,Forward,154,69,+4.7,86,+3.5,28,-1.8%,93,+36.2,100,+4.5,42,-3.0%,99,+166.7,42,-0.5,30,-2.2%,31,-11.7
Blake Griffin,26.6,LAC,Big,126,43,+0.5,9,-3.5,88,+4.3%,4,-36.5,0,-3.8,82,+14.3%,0,-142.9,50,-0.2,84,+7.7%,53,+1.1
James Harden,26.2,HOU,Combo,192,46,+1.0,20,-2.2,100,+8.9%,48,-2.2,38,-0.5,98,+33.3%,5,-77.8,19,-1.7,99,+19.7%,60,+8.1
Maurice Harkless,22.5,POR,Forward,270,13,-9.2,32,-1.1,87,+4.3%,17,-24.1,56,+0.3,53,+0.7%,48,-2.5,20,-1.6,81,+7.1%,14,-36.1
Devin Harris,32.7,DAL,Wing,117,93,+17.5,64,+1.2,37,-0.3%,65,+11.3,27,-0.7,100,+46.4%,3,-88.9,69,+1.4,12,-6.9%,95,+48.1
Tobias Harris,23.3,DET,Big,156,100,+32.6,35,-1.0,69,+2.3%,69,+14.7,93,+2.3,1,-57.9%,97,+116.7,9,-3.0,82,+7.3%,16,-31.5
Gerald Henderson,27.9,POR,Wing,233,25,-4.5,58,+0.5,12,-3.7%,81,+21.3,69,+0.7,69,+8.6%,67,+20.7,46,-0.3,3,-10.8%,71,+19.1
George Hill,29.5,IND,Point,234,94,+17.8,84,+3.2,77,+3.0%,87,+29.9,55,+0.2,79,+13.5%,59,+7.1,91,+3.2,47,+0.0%,93,+46.2
Solomon Hill,24.6,IND,Forward,195,90,+12.0,53,+0.3,4,-5.6%,59,+6.1,92,+2.1,22,-12.4%,83,+46.3,23,-1.6,17,-4.9%,27,-15.9
Al Horford,29.4,ATL,Big,326,15,-8.2,90,+3.7,90,+4.7%,86,+28.1,67,+0.6,88,+16.7%,47,-3.6,88,+2.7,78,+6.3%,81,+27.4
Dwight Howard,29.9,HOU,Big,176,72,+5.0,99,+6.4,24,-2.3%,80,+21.1,81,+1.6,13,-20.0%,81,+41.7,94,+3.6,90,+9.4%,62,+10.6
Serge Ibaka,26.1,OKC,Big,599,91,+12.5,68,+1.7,80,+3.1%,69,+14.6,52,+0.0,75,+10.5%,56,+5.5,70,+1.5,83,+7.3%,74,+21.3
Andre Iguodala,31.8,GSW,Forward,765,74,+5.5,94,+4.5,31,-1.5%,89,+31.6,95,+2.5,27,-9.8%,92,+67.6,78,+2.0,39,-0.7%,73,+21.1
Kyrie Irving,23.6,CLE,Combo,771,78,+6.2,50,+0.0,52,+0.6%,62,+8.6,78,+1.4,81,+14.0%,86,+50.5,24,-1.5,64,+2.9%,36,-10.4
Reggie Jackson,25.5,DET,Point,147,64,+3.7,25,-1.8,84,+3.8%,20,-19.5,91,+2.0,2,-55.0%,97,+100.0,3,-5.1,89,+9.1%,3,-68.5
LeBron James,30.8,CLE,Forward,819,60,+3.1,24,-1.9,83,+3.5%,3,-37.3,61,+0.4,36,-6.4%,34,-13.9,10,-3.0,56,+1.8%,6,-60.5
Al Jefferson,30.8,CHA,Big,168,58,+3.0,81,+2.8,16,-3.2%,95,+37.2,87,+1.9,85,+15.0%,90,+65.0,64,+0.8,8,-8.4%,66,+16.0
Richard Jefferson,35.4,CLE,Forward,338,30,-2.6,7,-3.8,50,+0.4%,9,-29.7,7,-1.8,71,+9.2%,11,-52.0,19,-1.7,34,-1.5%,25,-17.0
Jonas Jerebko,28.7,BOS,Forward,162,95,+18.1,26,-1.5,1,-6.5%,22,-16.9,80,+1.5,55,+1.2%,71,+25.3,14,-2.3,0,-17.2%,19,-30.4
Amir Johnson,28.5,BOS,Big,133,34,-1.6,2,-5.5,31,-1.1%,3,-40.1,90,+2.0,39,-5.7%,89,+62.5,0,-6.9,33,-1.7%,2,-70.7
Joe Johnson,34.3,MIA,Wing,489,52,+1.7,70,+2.1,39,-0.1%,88,+31.5,53,+0.1,69,+8.9%,79,+35.0,82,+2.3,46,+0.0%,86,+36.7
DeAndre Jordan,27.3,LAC,Big,197,25,-4.7,38,-0.9,99,+8.7%,16,-25.0,37,-0.5,97,+30.8%,6,-76.9,39,-0.7,93,+12.1%,31,-12.5
Cory Joseph,24.2,TOR,Combo,437,14,-8.4,36,-1.0,22,-2.4%,30,-12.1,45,-0.3,48,-0.8%,26,-20.8,40,-0.7,11,-6.9%,41,-7.1
Frank Kaminsky,22.6,CHA,Big,184,58,+3.0,92,+4.1,51,+0.5%,96,+38.3,84,+1.9,51,0.0%,91,+66.7,79,+2.2,22,-4.1%,77,+22.2
Enes Kanter,23.4,OKC,Big,296,33,-2.0,41,-0.9,53,+0.6%,40,-8.0,58,+0.3,38,-5.9%,47,-3.8,31,-1.0,43,-0.1%,36,-10.3
Kyle Korver,34.6,ATL,Wing,315,77,+6.2,86,+3.3,53,+0.7%,82,+24.9,69,+0.7,91,+21.1%,58,+6.4,81,+2.2,19,-4.5%,79,+23.4
Courtney Lee,30.1,CHA,Wing,256,92,+12.5,93,+4.3,8,-4.5%,90,+31.8,97,+2.6,8,-21.5%,91,+66.7,72,+1.7,25,-2.9%,65,+14.8
Kawhi Leonard,24.3,SAS,Wing,337,39,-0.7,82,+2.8,95,+5.7%,50,-1.6,72,+0.8,97,+27.6%,24,-23.8,75,+1.8,86,+8.3%,64,+14.6
Damian Lillard,25.3,POR,Point,436,50,+1.4,97,+5.0,75,+2.9%,84,+26.0,15,-1.2,87,+16.5%,12,-51.0,98,+6.4,86,+8.2%,98,+64.9
Jeremy Lin,27.2,CHA,Combo,188,53,+2.3,4,-4.2,93,+5.3%,1,-58.6,1,-2.8,51,0.0%,2,-98.7,25,-1.4,97,+15.5%,20,-29.6
Shaun Livingston,30.1,GSW,Combo,507,62,+3.3,39,-0.9,32,-1.1%,29,-12.9,34,-0.5,64,+5.8%,22,-26.4,51,-0.0,19,-4.6%,42,-6.7
Kevin Love,27.1,CLE,Big,611,86,+10.5,89,+3.7,30,-1.6%,92,+36.0,74,+1.0,23,-12.0%,82,+43.4,84,+2.4,42,-0.4%,85,+31.8
Kyle Lowry,29.6,TOR,Point,765,97,+19.2,66,+1.4,73,+2.5%,76,+19.0,65,+0.6,19,-16.2%,84,+48.2,63,+0.7,85,+7.8%,48,-1.9
Ian Mahinmi,29.0,IND,Big,171,4,-14.5,60,+0.7,86,+4.2%,57,+5.2,57,+0.3,68,+8.3%,51,-0.3,61,+0.7,32,-1.8%,64,+13.4
Wesley Matthews,29.0,DAL,Wing,173,0,-27.1,63,+1.2,61,+1.5%,60,+6.9,16,-1.2,30,-8.5%,23,-25.0,87,+2.7,95,+13.8%,99,+135.3
CJ McCollum,24.1,POR,Combo,441,87,+10.5,6,-3.8,36,-0.6%,15,-25.2,3,-2.4,11,-20.6%,42,-8.3,26,-1.3,88,+8.5%,8,-44.4
Josh McRoberts,28.7,MIA,Big,121,56,+2.8,37,-1.0,71,+2.4%,32,-10.3,94,+2.4,67,+7.9%,75,+32.2,7,-3.8,58,+1.9%,11,-38.4
Patty Mills,27.2,SAS,Combo,160,37,-0.9,91,+4.0,68,+2.0%,79,+19.8,86,+1.9,86,+15.6%,69,+23.9,75,+1.8,45,-0.1%,78,+22.5
Paul Millsap,30.7,ATL,Big,364,11,-9.4,1,-6.1,75,+2.6%,2,-53.1,73,+0.9,86,+15.1%,37,-12.6,1,-6.8,36,-1.3%,3,-65.0
Marcus Morris,26.2,DET,Wing,143,48,+1.3,100,+8.3,63,+1.7%,100,+46.9,88,+2.0,44,-2.6%,100,,99,+6.7,40,-0.7%,97,+64.1
Dirk Nowitzki,37.4,DAL,Big,169,98,+24.2,53,+0.2,38,-0.2%,75,+17.9,82,+1.6,15,-18.1%,95,+91.4,28,-1.1,69,+3.8%,8,-46.7
Zaza Pachulia,31.7,DAL,Big,106,9,-9.8,0,-6.6,9,-3.9%,0,-82.4,4,-2.0,4,-42.5%,15,-40.0,3,-5.0,49,+0.5%,0,-117.5
Tony Parker,33.5,SAS,Point,263,22,-5.6,13,-3.2,21,-2.4%,43,-4.3,2,-2.7,14,-19.0%,29,-19.5,49,-0.2,51,+0.8%,52,+1.0
Patrick Patterson,26.6,TOR,Big,582,92,+12.6,48,-0.2,35,-0.8%,45,-4.0,31,-0.6,47,-1.2%,31,-17.3,53,+0.2,47,+0.0%,55,+3.1
Chris Paul,30.5,LAC,Point,124,75,+5.6,14,-2.9,96,+5.8%,8,-30.0,3,-2.4,94,+24.4%,1,-130.0,36,-0.9,80,+6.6%,35,-10.5
Mason Plumlee,25.7,POR,Big,303,41,-0.6,79,+2.6,94,+5.6%,63,+8.7,35,-0.5,83,+14.6%,21,-26.5,90,+2.8,92,+10.5%,69,+18.6
Norman Powell,22.4,TOR,Wing,173,19,-7.1,77,+2.5,81,+3.4%,58,+5.4,89,+2.0,80,+13.5%,64,+11.9,53,+0.2,67,+3.5%,43,-5.2
Zach Randolph,34.3,MEM,Big,119,3,-14.7,11,-3.4,33,-1.0%,19,-20.0,36,-0.5,40,-5.6%,41,-8.9,11,-2.9,21,-4.3%,19,-30.0
JJ Redick,31.4,LAC,Wing,166,63,+3.3,47,-0.3,92,+4.8%,21,-19.4,12,-1.4,81,+13.7%,13,-44.6,66,+0.9,96,+13.9%,47,-2.0
Josh Richardson,22.1,MIA,Combo,378,88,+10.7,61,+0.7,23,-2.3%,55,+2.5,54,+0.2,45,-2.2%,55,+3.3,62,+0.7,16,-5.1%,57,+3.8
Austin Rivers,23.2,LAC,Combo,139,27,-3.8,31,-1.2,0,-7.0%,42,-5.6,86,+1.9,5,-27.4%,98,+125.0,13,-2.8,2,-10.9%,10,-39.9
Andre Roberson,23.9,OKC,Wing,464,21,-5.7,43,-0.7,74,+2.6%,36,-9.8,25,-0.8,43,-3.0%,35,-13.4,56,+0.4,71,+4.6%,46,-3.3
Terrence Ross,24.7,TOR,Wing,313,2,-16.1,45,-0.6,47,+0.3%,37,-9.7,59,+0.4,50,-0.5%,61,+9.0,41,-0.6,66,+3.5%,28,-15.4
Dennis Schroder,22.1,ATL,Point,186,40,-0.7,80,+2.6,14,-3.6%,64,+10.0,47,-0.2,64,+5.3%,25,-21.7,86,+2.6,7,-8.7%,70,+18.6
Luis Scola,35.5,TOR,Big,131,3,-15.7,23,-2.1,66,+1.9%,19,-20.0,40,-0.4,76,+11.7%,46,-4.8,21,-1.6,79,+6.3%,21,-26.7
Mike Scott,27.3,ATL,Big,153,85,+9.0,71,+2.2,3,-6.2%,83,+25.2,44,-0.4,18,-16.7%,88,+60.7,85,+2.4,14,-6.3%,80,+24.2
Thabo Sefolosha,31.5,ATL,Wing,200,47,+1.1,27,-1.5,34,-0.8%,36,-10.0,39,-0.5,9,-21.1%,60,+8.2,37,-0.8,63,+2.8%,32,-11.0
Iman Shumpert,25.3,CLE,Wing,347,10,-9.6,19,-2.5,25,-2.2%,25,-16.0,8,-1.7,54,+1.0%,14,-44.3,43,-0.5,23,-3.9%,51,+0.7
Marcus Smart,21.7,BOS,Wing,191,65,+4.2,59,+0.6,46,+0.3%,67,+13.2,28,-0.7,63,+5.2%,9,-62.5,64,+0.8,29,-2.4%,75,+21.5
JR Smith,30.1,CLE,Wing,729,89,+11.7,98,+5.8,72,+2.5%,97,+38.5,83,+1.6,25,-10.4%,74,+28.7,95,+3.8,75,+5.7%,91,+39.7
Marreese Speights,28.2,GSW,Big,163,12,-9.2,12,-3.4,40,-0.1%,13,-27.1,14,-1.3,66,+7.1%,27,-20.3,15,-2.2,52,+0.8%,18,-30.9
Rodney Stuckey,29.5,IND,Wing,123,29,-3.3,5,-3.9,15,-3.3%,14,-25.4,23,-0.9,34,-7.0%,33,-14.6,8,-3.3,14,-6.4%,14,-35.7
Jeff Teague,27.4,ATL,Point,278,70,+4.8,18,-2.7,76,+2.9%,34,-10.0,53,+0.2,31,-8.3%,68,+21.7,14,-2.7,87,+8.4%,24,-18.6
Jason Terry,38.1,HOU,Wing,119,45,+0.9,10,-3.5,5,-5.1%,14,-26.1,97,+3.0,7,-24.6%,96,+94.0,2,-5.7,15,-5.6%,7,-56.7
Isaiah Thomas,26.7,BOS,Point,219,8,-11.3,54,+0.3,92,+4.8%,33,-10.0,31,-0.5,20,-14.8%,28,-20.0,58,+0.4,97,+14.8%,50,+0.3
Klay Thompson,25.7,GSW,Wing,847,28,-3.6,19,-2.3,36,-0.6%,23,-16.7,11,-1.4,21,-14.3%,30,-19.3,36,-0.8,53,+1.0%,30,-13.6
Tristan Thompson,24.6,CLE,Big,620,31,-2.1,75,+2.4,70,+2.3%,66,+11.8,79,+1.5,73,+9.5%,69,+22.7,65,+0.8,65,+3.2%,58,+4.3
Evan Turner,27.0,BOS,Wing,214,47,+1.0,57,+0.4,78,+3.1%,61,+8.1,42,-0.4,60,+2.9%,53,0.0,55,+0.3,68,+3.8%,56,+3.5
Myles Turner,19.6,IND,Big,197,81,+7.9,58,+0.5,43,+0.2%,56,+4.4,10,-1.5,59,+2.7%,19,-31.8,71,+1.6,54,+1.6%,75,+22.1
Jonas Valanciunas,23.5,TOR,Big,314,44,+0.5,34,-1.1,57,+1.2%,31,-11.2,49,-0.2,31,-8.5%,50,-2.0,30,-1.0,61,+2.6%,25,-18.3
Dwyane Wade,33.8,MIA,Combo,471,49,+1.4,46,-0.5,49,+0.4%,49,-2.0,63,+0.5,90,+20.3%,78,+34.1,38,-0.7,50,+0.6%,33,-10.8
Dion Waiters,23.9,OKC,Wing,463,61,+3.3,67,+1.6,17,-2.8%,77,+19.4,75,+1.0,19,-14.9%,73,+27.6,54,+0.3,20,-4.3%,63,+13.3
Kemba Walker,25.5,CHA,Point,259,86,+10.1,97,+5.0,44,+0.2%,99,+44.5,77,+1.4,92,+21.5%,86,+53.3,93,+3.6,26,-2.7%,90,+39.4
David West,35.2,SAS,Big,157,57,+2.9,83,+3.0,58,+1.3%,71,+16.1,99,+3.6,74,+10.0%,85,+48.3,32,-1.0,42,-0.5%,45,-3.4
Russell Westbrook,27.0,OKC,Point,672,96,+19.0,96,+4.7,97,+5.8%,75,+18.8,22,-0.9,92,+22.8%,8,-65.6,97,+5.4,91,+10.1%,96,+56.9
Hassan Whiteside,26.4,MIA,Big,290,73,+5.4,69,+1.7,55,+0.9%,81,+21.5,41,-0.4,58,+2.5%,57,+5.7,81,+2.2,48,+0.4%,83,+29.5
Marvin Williams,29.4,CHA,Forward,226,14,-8.4,74,+2.4,29,-1.7%,86,+27.8,43,-0.4,99,+39.9%,20,-26.7,89,+2.8,4,-10.1%,88,+38.1
Justise Winslow,19.6,MIA,Forward,321,16,-8.0,55,+0.3,19,-2.6%,53,-0.1,32,-0.5,17,-17.1%,38,-11.9,58,+0.4,35,-1.4%,47,-1.9
Cody Zeller,23.1,CHA,Big,136,36,-1.0,17,-2.8,56,+1.2%,10,-29.6,6,-1.9,12,-20.2%,8,-66.7,35,-0.9,73,+5.2%,38,-7.6
